"volcano_number" "volcano_name" "eruption_number" "eruption_category" "area_of_activity" "vei" "start_year" "start_month" "start_day" "evidence_method_dating" "end_year" "end_month" "end_day" "latitude" "longitude" "start_date" "end_date" "eruption_length_in_days"
"3233" 282110 "Asosan" 17307 "Confirmed Eruption" "Naka-dake" "2" 1936 2 5 "Historical Observations" 1936 2 5 32.884 131.104 1936-02-05 1936-02-05 0
"3234" 311290 "Okmok" 19842 "Uncertain Eruption" "SW part of caldera (Cone A)" NA 1936 0 0 NA NA NA NA 53.43 -168.13 NA NA NA
"3235" 312030 "Pavlof" 20131 "Confirmed Eruption" NA "3" 1936 0 0 "Historical Observations" 1948 5 0 55.417 -161.894 NA NA NA
"3236" 333060 "Macdonald" 10313 "Uncertain Eruption" "Volcano Uncertain: pumice rafts in South Pacific" "0" 1936 0 0 NA NA NA NA -28.98 -140.25 NA NA NA
"3237" 343100 "San Miguel" 10854 "Uncertain Eruption" NA "2" 1936 0 0 NA NA NA NA 13.434 -88.269 NA NA NA
"3238" 390080 "Bristol Island" 13207 "Confirmed Eruption" NA "2" 1935 12 31 "Historical Observations" NA NA NA -59.017 -26.533 1935-12-31 NA NA
"3239" 243110 "Niuafo'ou" 14793 "Confirmed Eruption" "South flank" "2" 1935 12 7 "Historical Observations" 1936 2 0 -15.6 -175.63 1935-12-07 NA NA
"3240" 357120 "Villarrica" 12152 "Confirmed Eruption" NA "1" 1935 12 1 "Historical Observations" 1936 6 27 -39.42 -71.93 1935-12-01 1936-06-27 209
"3241" 264180 "Lewotobi" 16292 "Confirmed Eruption" "Lewetobi Perempuan" "2" 1935 12 0 "Historical Observations" 1935 12 25 -8.542 122.775 NA 1935-12-25 NA
"3242" 285090 "Shiretoko-Iozan" 18732 "Confirmed Eruption" "NW flank" "1" 1935 12 0 "Historical Observations" 1936 10 0 44.133 145.161 NA NA NA
"3243" 332020 "Mauna Loa" 10220 "Confirmed Eruption" "NE rift zone (3690 m) and Mokuaweoweo" "0" 1935 11 21 "Historical Observations" 1936 1 2 19.475 -155.608 1935-11-21 1936-01-02 42
"3244" 285020 "Hokkaido-Komagatake" 18577 "Uncertain Eruption" NA NA 1935 10 15 NA 1935 10 15 42.063 140.677 1935-10-15 1935-10-15 0
"3245" 282080 "Aira" 17078 "Confirmed Eruption" "Minami-dake" "1" 1935 9 20 "Historical Observations" 1935 9 24 31.593 130.657 1935-09-20 1935-09-24 4
"3246" 283070 "Yakedake" 17521 "Confirmed Eruption" NA "2" 1935 9 11 "Historical Observations" 1935 11 12 36.227 137.587 1935-09-11 1935-11-12 62
"3247" 257040 "Ambrym" 15258 "Confirmed Eruption" "Benbow" "2" 1935 9 0 "Historical Observations" 1936 1 0 -16.25 168.12 NA NA NA
"3248" 267020 "Karangetang" 16511 "Confirmed Eruption" NA "2" 1935 8 31 "Historical Observations" NA NA NA 2.781 125.407 1935-08-31 NA NA
"3249" 285020 "Hokkaido-Komagatake" 18576 "Discredited Eruption" NA NA 1935 7 8 NA NA NA NA 42.063 140.677 1935-07-08 NA NA
"3250" 211060 "Etna" 13519 "Confirmed Eruption" "Central Crater, NE Crater" "3" 1935 7 7 "Historical Observations" 1941 1 27 37.748 14.999 1935-07-07 1941-01-27 2031
"3251" 357070 "Chillan, Nevados de" 11986 "Confirmed Eruption" "West flank of Volcán Viejo" "2" 1935 7 2 "Historical Observations" NA NA NA -36.868 -71.378 1935-07-02 NA NA
"3252" 263310 "Tengger Caldera" 15530 "Confirmed Eruption" "Bromo" "2" 1935 7 0 "Historical Observations" NA NA NA -7.942 112.95 NA NA NA
"3253" 263040 "Perbakti-Gagak" 15638 "Confirmed Eruption" "Kawah Cibodas" "1" 1935 5 31 "Historical Observations" NA NA NA -6.75 106.7 1935-05-31 NA NA
"3254" 284010 "Izu-Oshima" 18218 "Confirmed Eruption" "Mihara-yama" "0" 1935 4 26 "Historical Observations" 1935 5 6 34.724 139.394 1935-04-26 1935-05-06 10
"3255" 300260 "Klyuchevskoy" 19436 "Confirmed Eruption" NA "3" 1935 4 21 "Historical Observations" 1936 11 4 56.056 160.642 1935-04-21 1936-11-04 563
"3256" 313010 "Augustine" 20269 "Confirmed Eruption" NA "3" 1935 3 13 "Historical Observations" 1935 8 18 59.363 -153.43 1935-03-13 1935-08-18 158
"3257" 263050 "Salak" 15646 "Confirmed Eruption" "Kawah Cikaluwung Putri" "2" 1935 2 0 "Historical Observations" NA NA NA -6.72 106.73 NA NA NA
"3258" 344120 "Concepcion" 11056 "Confirmed Eruption" NA "2" 1935 2 0 "Historical Observations" 1935 2 0 11.538 -85.622 NA NA NA
"3259" 353020 "Wolf" 11685 "Confirmed Eruption" NA NA 1935 2 0 "Historical Observations" NA NA NA 0.02 -91.35 NA NA NA
"3260" 282110 "Asosan" 17306 "Confirmed Eruption" "Naka-dake" "2" 1935 1 7 "Historical Observations" 1935 10 8 32.884 131.104 1935-01-07 1935-10-08 274
"3261" 262000 "Krakatau" 15593 "Confirmed Eruption" "Anak Krakatau" "2" 1935 1 4 "Historical Observations" 1935 7 12 -6.102 105.423 1935-01-04 1935-07-12 189
"3262" 233020 "Fournaise, Piton de la" 14332 "Confirmed Eruption" NA "2" 1935 0 0 "Historical Observations" NA NA NA -21.244 55.708 NA NA NA
"3263" 284120 "Ioto" 18406 "Confirmed Eruption" "SW side at Chidoriga-hara" "1" 1935 0 0 "Historical Observations" NA NA NA 24.751 141.289 NA NA NA
"3264" 341001 "Pinacate" 10366 "Uncertain Eruption" NA NA 1934 12 31 NA 1935 1 2 31.772 -113.498 1934-12-31 1935-01-02 2
"3265" 373010 "Grimsvotn" 12829 "Confirmed Eruption" "Volcano Uncertain: Vatnajökull" NA 1934 12 21 NA 1934 12 26 64.416 -17.316 1934-12-21 1934-12-26 5
"3266" 241100 "Ruapehu" 14619 "Confirmed Eruption" NA "2" 1934 12 0 "Historical Observations" 1935 2 0 -39.28 175.57 NA NA NA
"3267" 241080 "Tongariro" 14581 "Confirmed Eruption" "Ngauruhoe" "2" 1934 12 0 "Historical Observations" 1935 2 0 -39.157 175.632 NA NA NA
"3268" 283110 "Asamayama" 17790 "Confirmed Eruption" NA "3" 1934 11 13 "Historical Observations" 1937 7 0 36.406 138.523 1934-11-13 NA NA
"3269" 300130 "Karymsky" 19169 "Confirmed Eruption" NA "2" 1934 11 0 "Historical Observations" 1935 2 0 54.049 159.443 NA NA NA
"3270" 290380 "Ebeko" 18868 "Confirmed Eruption" "Sredniy crater" "2" 1934 10 4 "Historical Observations" 1935 10 15 50.686 156.014 1934-10-04 1935-10-15 376
"3271" 282060 "Kikai" 16995 "Confirmed Eruption" "2 km east of Tokara-Iwo-Jima" "2" 1934 9 19 "Historical Observations" 1935 8 0 30.793 130.305 1934-09-19 NA NA
"3272" 332010 "Kilauea" 10087 "Confirmed Eruption" "Halemaumau" "0" 1934 9 6 "Historical Observations" 1934 10 8 19.421 -155.287 1934-09-06 1934-10-08 32
"3273" 284010 "Izu-Oshima" 18217 "Uncertain Eruption" "Mihara-yama" NA 1934 9 0 NA NA NA NA 34.724 139.394 NA NA NA
"3274" 241100 "Ruapehu" 14618 "Confirmed Eruption" NA "2" 1934 8 11 "Historical Observations" NA NA NA -39.28 175.57 1934-08-11 NA NA
"3275" 352090 "Sangay" 11648 "Confirmed Eruption" NA "3" 1934 8 8 "Historical Observations" 2011 3 2 -2.005 -78.341 1934-08-08 2011-03-02 27965
"3276" 282110 "Asosan" 17305 "Confirmed Eruption" "Naka-dake" "2" 1934 7 16 "Historical Observations" NA NA NA 32.884 131.104 1934-07-16 NA NA
"3277" 284140 "Farallon de Pajaros" 18486 "Confirmed Eruption" "Immediately south of Uracas" "0" 1934 7 15 "Historical Observations" NA NA NA 20.546 144.893 1934-07-15 NA NA
"3278" 283240 "Iwatesan" 18069 "Uncertain Eruption" NA NA 1934 7 0 NA 1935 0 0 39.853 141.001 NA NA NA
"3279" 264270 "Sirung" 16357 "Confirmed Eruption" NA "2" 1934 6 14 "Historical Observations" 1934 7 15 -8.508 124.13 1934-06-14 1934-07-15 31
"3280" 241080 "Tongariro" 14580 "Confirmed Eruption" "Ngauruhoe" "2" 1934 6 0 "Historical Observations" NA NA NA -39.157 175.632 NA NA NA
"3281" 283110 "Asamayama" 17789 "Confirmed Eruption" NA "1" 1934 6 0 "Historical Observations" 1934 6 0 36.406 138.523 NA NA NA
"3282" 284070 "Myojinsho" 18314 "Confirmed Eruption" "9 km E of Bayonnaise Rocks" "0" 1934 5 0 "Historical Observations" NA NA NA 31.888 139.918 NA NA NA
"3283" 284010 "Izu-Oshima" 18216 "Confirmed Eruption" "Mihara-yama" "0" 1934 4 15 "Historical Observations" 1934 4 25 34.724 139.394 1934-04-15 1934-04-25 10
"3284" 373010 "Grimsvotn" 12828 "Confirmed Eruption" "Near south caldera wall" "2" 1934 3 30 "Historical Observations" 1934 4 7 64.416 -17.316 1934-03-30 1934-04-07 8
"3285" 357150 "Puyehue-Cordon Caulle" 12214 "Confirmed Eruption" "Cordón Caulle" "2" 1934 3 6 "Historical Observations" NA NA NA -40.59 -72.117 1934-03-06 NA NA
"3286" 211040 "Stromboli" 13435 "Confirmed Eruption" "Summit craters and Sciara del Fuoco" "2" 1934 2 2 "Historical Observations" 2020 4 17 38.789 15.213 1934-02-02 2020-04-17 31486
"3287" 261230 "Dempo" 15565 "Confirmed Eruption" NA "2" 1934 1 24 "Historical Observations" 1934 4 25 -4.016 103.121 1934-01-24 1934-04-25 91
"3288" 357070 "Chillan, Nevados de" 11985 "Confirmed Eruption" "Volcán Nuevo" "2" 1934 1 17 "Historical Observations" NA NA NA -36.868 -71.378 1934-01-17 NA NA
"3289" 282030 "Suwanosejima" 16931 "Uncertain Eruption" "O-take" "2" 1934 1 11 NA NA NA NA 29.638 129.714 1934-01-11 NA NA
"3290" 283110 "Asamayama" 17788 "Confirmed Eruption" NA "1" 1934 1 9 "Historical Observations" 1934 2 11 36.406 138.523 1934-01-09 1934-02-11 33
"3291" 211060 "Etna" 13517 "Confirmed Eruption" "NE Crater" "1" 1934 1 5 "Historical Observations" 1934 3 0 37.748 14.999 1934-01-05 NA NA
"3292" 344040 "Telica" 10913 "Confirmed Eruption" NA "2" 1934 1 0 "Historical Observations" NA NA NA 12.606 -86.84 NA NA NA
"3293" 282090 "Kirishimayama" 17157 "Discredited Eruption" NA NA 1934 0 0 NA NA NA NA 31.934 130.862 NA NA NA
"3294" 263180 "Slamet" 15749 "Uncertain Eruption" NA NA 1934 0 0 NA NA NA NA -7.242 109.208 NA NA NA
"3295" 283120 "Kusatsu-Shiranesan" 17834 "Confirmed Eruption" NA "2" 1934 0 0 "Historical Observations" NA NA NA 36.618 138.528 NA NA NA
"3296" 273010 "Bulusan" 16763 "Confirmed Eruption" NA "2" 1933 12 25 "Historical Observations" NA NA NA 12.769 124.056 1933-12-25 NA NA
"3297" 282050 "Kuchinoerabujima" 16971 "Confirmed Eruption" "Shindake" "4" 1933 12 23 "Historical Observations" 1934 1 12 30.443 130.217 1933-12-23 1934-01-12 20
"3298" 332020 "Mauna Loa" 10219 "Confirmed Eruption" "Mokuaweoweo" "0" 1933 12 2 "Historical Observations" 1933 12 18 19.475 -155.608 1933-12-02 1933-12-18 16
"3299" 285040 "Shikotsu" 17613 "Confirmed Eruption" "Tarumai (east-west summit fissure)" "2" 1933 12 1 "Historical Observations" 1933 12 14 42.688 141.38 1933-12-01 1933-12-14 13
"3300" 343030 "Izalco" 10817 "Confirmed Eruption" NA "2" 1933 11 30 "Historical Observations" 1934 1 12 13.813 -89.633 1933-11-30 1934-01-12 43
"3301" 373010 "Grimsvotn" 12827 "Confirmed Eruption" "North of Grímsvötn caldera" "1" 1933 11 29 "Historical Observations" 1933 12 9 64.416 -17.316 1933-11-29 1933-12-09 10
"3302" 263340 "Raung" 13685 "Confirmed Eruption" NA "2" 1933 11 21 "Historical Observations" 1933 12 6 -8.119 114.056 1933-11-21 1933-12-06 15
"3303" 290390 "Alaid" 18884 "Confirmed Eruption" "East submarine flank (Taketomi)" "2" 1933 11 13 "Historical Observations" 1934 8 0 50.861 155.565 1933-11-13 NA NA
"3304" 268060 "Gamalama" 16664 "Confirmed Eruption" NA "2" 1933 11 12 "Historical Observations" NA NA NA 0.8 127.33 1933-11-12 NA NA
"3305" 311120 "Great Sitkin" 19733 "Confirmed Eruption" NA "2" 1933 11 0 "Historical Observations" NA NA NA 52.076 -176.13 NA NA NA
"3306" 284010 "Izu-Oshima" 18215 "Confirmed Eruption" "Mihara-yama" "0" 1933 10 14 "Historical Observations" 1933 11 0 34.724 139.394 1933-10-14 NA NA
"3307" 355100 "Lascar" 11855 "Confirmed Eruption" NA "2" 1933 10 9 "Historical Observations" 1933 12 0 -23.37 -67.73 1933-10-09 NA NA
"3308" 263250 "Merapi" 15904 "Confirmed Eruption" NA "2" 1933 10 1 "Historical Observations" 1935 4 0 -7.54 110.446 1933-10-01 NA NA
"3309" 300130 "Karymsky" 19168 "Confirmed Eruption" NA "2" 1933 9 0 "Historical Observations" 1933 10 0 54.049 159.443 NA NA NA
"3310" 268010 "Dukono" 16577 "Confirmed Eruption" "Malupang Magiwe and Malupang Warirang" "3" 1933 8 13 "Historical Observations" 2020 4 17 1.693 127.894 1933-08-13 2020-04-17 31659
"3311" 261270 "Suoh" 15579 "Confirmed Eruption" "Pematang Bata" "4" 1933 7 10 "Historical Observations" 1933 8 5 -5.25 104.27 1933-07-10 1933-08-05 26
"3312" 252080 "Witori" 15026 "Confirmed Eruption" "Pago" "2" 1933 7 0 "Historical Observations" 1933 8 0 -5.576 150.516 NA NA NA
"3313" 275001 "Hainan Volcanic Field" 16895 "Confirmed Eruption" "Nansheling ridge" NA 1933 6 26 "Historical Observations" 1933 7 8 19.905 110.229 1933-06-26 1933-07-08 12
"3314" 233020 "Fournaise, Piton de la" 14331 "Confirmed Eruption" "Dolomieu, upper and SE flanks" "2" 1933 6 7 "Historical Observations" 1934 4 1 -21.244 55.708 1933-06-07 1934-04-01 298
"3315" 313030 "Redoubt" 20385 "Uncertain Eruption" NA NA 1933 5 25 NA NA NA NA 60.485 -152.742 1933-05-25 NA NA
"3316" 263180 "Slamet" 15748 "Confirmed Eruption" NA "1" 1933 5 12 "Historical Observations" 1933 5 13 -7.242 109.208 1933-05-12 1933-05-13 1
"3317" 313020 "Iliamna" 20285 "Uncertain Eruption" NA NA 1933 5 5 NA NA NA NA 60.032 -153.09 1933-05-05 NA NA
"3318" 290360 "Chikurachki" 18847 "Uncertain Eruption" NA NA 1933 4 15 NA NA NA NA 50.324 155.461 1933-04-15 NA NA
"3319" 241040 "Whakaari/White Island" 14387 "Confirmed Eruption" "Foot of crater ridge (1933 crater)" "3" 1933 4 2 "Historical Observations" NA NA NA -37.52 177.18 1933-04-02 NA NA
"3320" 243050 "Fonuafo'ou" 14741 "Confirmed Eruption" NA "2" 1933 4 0 "Historical Observations" NA NA NA -20.32 -175.42 NA NA NA
"3321" 345060 "Irazu" 11225 "Confirmed Eruption" NA "2" 1933 3 22 "Historical Observations" 1933 7 25 9.979 -83.852 1933-03-22 1933-07-25 125
"3322" 352040 "Sumaco" 11509 "Uncertain Eruption" NA "2" 1933 2 0 NA NA NA NA -0.538 -77.626 NA NA NA
"3323" 358060 "Lautaro" 12316 "Confirmed Eruption" NA "2" 1933 2 0 "Historical Observations" NA NA NA -49.019 -73.504 NA NA NA
"3324" 341090 "Popocatepetl" 10547 "Confirmed Eruption" NA "1" 1933 1 23 "Historical Observations" NA NA NA 19.023 -98.622 1933-01-23 NA NA
"3325" 283110 "Asamayama" 17787 "Confirmed Eruption" NA "2" 1933 1 9 "Historical Observations" 1933 8 3 36.406 138.523 1933-01-09 1933-08-03 206
"3326" 290300 "Kharimkotan" 17621 "Confirmed Eruption" "Severgin" "5" 1933 1 8 "Historical Observations" 1933 4 14 49.12 154.508 1933-01-08 1933-04-14 96
"3327" 357120 "Villarrica" 12151 "Confirmed Eruption" NA "2" 1933 1 5 "Historical Observations" 1933 1 18 -39.42 -71.93 1933-01-05 1933-01-18 13
"3328" 357100 "Lonquimay" 12014 "Confirmed Eruption" NA "2" 1933 1 4 "Historical Observations" NA NA NA -38.379 -71.586 1933-01-04 NA NA
"3329" 357060 "Azul, Cerro" 11958 "Confirmed Eruption" "Quizapu" "2" 1933 0 0 "Historical Observations" 1938 7 25 -35.653 -70.761 NA 1938-07-25 NA
"3330" 353020 "Wolf" 11684 "Confirmed Eruption" NA "0" 1933 0 0 "Historical Observations" NA NA NA 0.02 -91.35 NA NA NA
"3331" 351080 "Galeras" 11366 "Uncertain Eruption" NA NA 1933 0 0 NA NA NA NA 1.22 -77.37 NA NA NA
"3332" 290340 "Fuss Peak" 18843 "Uncertain Eruption" NA NA 1933 0 0 NA NA NA NA 50.267 155.246 NA NA NA
"3333" 283120 "Kusatsu-Shiranesan" 17833 "Uncertain Eruption" NA NA 1933 0 0 NA NA NA NA 36.618 138.528 NA NA NA
"3334" 311110 "Kanaga" 19719 "Discredited Eruption" NA NA 1933 0 0 NA NA NA NA 51.923 -177.168 NA NA NA
"3335" 251050 "Long Island" 14956 "Confirmed Eruption" "Lake Wisdom" NA 1933 0 0 "Historical Observations" NA NA NA -5.358 147.12 NA NA NA
"3336" 257050 "Lopevi" 15214 "Confirmed Eruption" NA NA 1933 0 0 "Historical Observations" NA NA NA -16.507 168.346 NA NA NA
"3337" 341110 "San Martin" 10597 "Uncertain Eruption" NA NA 1932 12 31 NA NA NA NA 18.57 -95.2 1932-12-31 NA NA
"3338" 357110 "Llaima" 12052 "Confirmed Eruption" NA "3" 1932 12 31 "Historical Observations" 1933 1 5 -38.692 -71.729 1932-12-31 1933-01-05 5
"3339" 243010 "Unnamed" 14725 "Confirmed Eruption" NA "0" 1932 12 1 "Historical Observations" NA NA NA -21.338 -175.65 1932-12-01 NA NA
"3340" 272020 "Kanlaon" 16731 "Confirmed Eruption" NA "2" 1932 12 0 "Historical Observations" 1933 1 0 10.412 123.132 NA NA NA
"3341" 262000 "Krakatau" 15592 "Confirmed Eruption" "Anak Krakatau" "3" 1932 11 14 "Historical Observations" 1934 6 9 -6.102 105.423 1932-11-14 1934-06-09 572
"3342" 268060 "Gamalama" 16663 "Confirmed Eruption" NA "2" 1932 11 10 "Historical Observations" 1932 11 13 0.8 127.33 1932-11-10 1932-11-13 3
"3343" 263250 "Merapi" 15903 "Confirmed Eruption" NA "1" 1932 11 0 "Historical Observations" NA NA NA -7.54 110.446 NA NA NA
"3344" 233020 "Fournaise, Piton de la" 14330 "Confirmed Eruption" NA NA 1932 11 0 "Historical Observations" 1932 11 0 -21.244 55.708 NA NA NA
"3345" 351080 "Galeras" 11365 "Confirmed Eruption" NA "2" 1932 10 10 "Historical Observations" NA NA NA 1.22 -77.37 1932-10-10 NA NA
"3346" 283120 "Kusatsu-Shiranesan" 17832 "Confirmed Eruption" "NE part of Yu-gama, SE outer rim" "3" 1932 10 1 "Historical Observations" 1932 11 0 36.618 138.528 1932-10-01 NA NA
"3347" 284140 "Farallon de Pajaros" 18485 "Confirmed Eruption" "Summit, east side ?" "2" 1932 9 7 "Historical Observations" 1932 10 7 20.546 144.893 1932-09-07 1932-10-07 30
"3348" 282050 "Kuchinoerabujima" 16970 "Uncertain Eruption" "Shindake" "1" 1932 7 23 NA 1932 7 23 30.443 130.217 1932-07-23 1932-07-23 0
"3349" 283230 "Akita-Komagatake" 18052 "Confirmed Eruption" "Ishibora (south flank of Me-dake)" "2" 1932 7 21 "Historical Observations" 1932 7 24 39.761 140.799 1932-07-21 1932-07-24 3
"3350" 263180 "Slamet" 15747 "Confirmed Eruption" NA "2" 1932 7 1 "Historical Observations" 1932 9 10 -7.242 109.208 1932-07-01 1932-09-10 71
"3351" 357050 "Descabezado Grande" 11948 "Confirmed Eruption" "Upper NNE slope" "3" 1932 6 5 "Historical Observations" 1933 0 0 -35.58 -70.75 1932-06-05 NA NA
"3352" 211040 "Stromboli" 13431 "Confirmed Eruption" NA "2" 1932 6 3 "Historical Observations" 1932 6 3 38.789 15.213 1932-06-03 1932-06-03 0
"3353" 282110 "Asosan" 17304 "Confirmed Eruption" "Naka-dake" "2" 1932 6 0 "Historical Observations" 1933 9 28 32.884 131.104 NA 1933-09-28 NA
"3354" 300130 "Karymsky" 19167 "Confirmed Eruption" NA "2" 1932 6 0 "Historical Observations" NA NA NA 54.049 159.443 NA NA NA
"3355" 264180 "Lewotobi" 16291 "Confirmed Eruption" "Lewotobi Lakilaki" "3" 1932 5 23 "Historical Observations" 1933 12 26 -8.542 122.775 1932-05-23 1933-12-26 582
"3356" 265060 "Nila" 16380 "Confirmed Eruption" "SE flank" "2" 1932 3 13 "Historical Observations" NA NA NA -6.73 129.5 1932-03-13 NA NA
"3357" 357110 "Llaima" 12051 "Confirmed Eruption" NA "2" 1932 3 2 "Historical Observations" 1932 3 2 -38.692 -71.729 1932-03-02 1932-03-02 0
"3358" 283070 "Yakedake" 17520 "Confirmed Eruption" NA "2" 1932 2 6 "Historical Observations" 1932 2 6 36.227 137.587 1932-02-06 1932-02-06 0
"3359" 311360 "Shishaldin" 20078 "Confirmed Eruption" NA "2" 1932 2 1 "Historical Observations" 1932 5 21 54.756 -163.97 1932-02-01 1932-05-21 110
"3360" 300260 "Klyuchevskoy" 19435 "Confirmed Eruption" "NE flank (Kirgurich, Tuyla, Biokos)" "2" 1932 1 25 "Historical Observations" 1932 12 26 56.056 160.642 1932-01-25 1932-12-26 336
"3361" 342090 "Fuego" 10716 "Confirmed Eruption" NA "4" 1932 1 21 "Historical Observations" 1932 1 22 14.473 -90.88 1932-01-21 1932-01-22 1
"3362" 311240 "Cleveland" 19804 "Confirmed Eruption" NA NA 1932 1 1 "Historical Observations" NA NA NA 52.825 -169.944 1932-01-01 NA NA
"3363" 300070 "Gorely" 19021 "Uncertain Eruption" NA NA 1932 0 0 NA NA NA NA 52.559 158.03 NA NA NA
"3364" 290320 "Nemo Peak" 18839 "Uncertain Eruption" "SE flank" NA 1932 0 0 NA NA NA NA 49.57 154.808 NA NA NA
"3365" 290240 "Sarychev Peak" 18811 "Uncertain Eruption" NA NA 1932 0 0 NA NA NA NA 48.092 153.2 NA NA NA
"3366" 290050 "Etorofu-Atosanupuri [Atosanupuri]" 18748 "Confirmed Eruption" NA "2" 1932 0 0 "Historical Observations" NA NA NA 44.808 147.131 NA NA NA
"3367" 261140 "Marapi" 15455 "Confirmed Eruption" NA "2" 1932 0 0 "Historical Observations" NA NA NA -0.38 100.474 NA NA NA
"3368" 251020 "Manam" 14914 "Confirmed Eruption" NA "2" 1932 0 0 "Historical Observations" 1934 0 0 -4.08 145.037 NA NA NA
"3369" 358020 "Calbuco" 12260 "Confirmed Eruption" NA NA 1932 0 0 "Historical Observations" NA NA NA -41.33 -72.618 NA NA NA
"3370" 353060 "Azul, Cerro" 11718 "Confirmed Eruption" NA "1" 1932 0 0 "Historical Observations" NA NA NA -0.92 -91.408 NA NA NA
"3371" 345040 "Poas" 11161 "Confirmed Eruption" NA "1" 1932 0 0 "Historical Observations" 1934 0 0 10.2 -84.233 NA NA NA
"3372" 332010 "Kilauea" 10086 "Confirmed Eruption" "Halemaumau" "0" 1931 12 23 "Historical Observations" 1932 1 5 19.421 -155.287 1931-12-23 1932-01-05 13
"3373" 311300 "Bogoslof" 19861 "Confirmed Eruption" "1926-1927 dome" "1" 1931 10 31 "Historical Observations" NA NA NA 53.93 -168.03 1931-10-31 NA NA
"3374" 282110 "Asosan" 17303 "Uncertain Eruption" "Naka-dake" "1" 1931 10 18 NA NA NA NA 32.884 131.104 1931-10-18 NA NA
"3375" 285040 "Shikotsu" 17612 "Confirmed Eruption" "Tarumai" "1" 1931 10 11 "Historical Observations" 1931 10 24 42.688 141.38 1931-10-11 1931-10-24 13
"3376" 262000 "Krakatau" 15591 "Confirmed Eruption" "Anak Krakatau" "2" 1931 9 23 "Historical Observations" 1932 2 17 -6.102 105.423 1931-09-23 1932-02-17 147
"3377" 290300 "Kharimkotan" 17620 "Confirmed Eruption" "Severgin" "1" 1931 9 0 "Historical Observations" NA NA NA 49.12 154.508 NA NA NA
"3378" 300260 "Klyuchevskoy" 14028 "Confirmed Eruption" NA "2" 1931 8 0 "Historical Observations" 1931 9 0 56.056 160.642 NA NA NA
"3379" 211060 "Etna" 13516 "Confirmed Eruption" "Central Crater, NE Crater" "2" 1931 7 26 "Historical Observations" 1933 9 0 37.748 14.999 1931-07-26 NA NA
"3380" 285050 "Tokachidake" 18650 "Confirmed Eruption" NA "1" 1931 5 16 "Historical Observations" 1931 5 16 43.418 142.686 1931-05-16 1931-05-16 0
"3381" 312170 "Katmai" 20242 "Discredited Eruption" NA NA 1931 5 8 NA 1931 7 0 58.28 -154.963 1931-05-08 NA NA
"3382" 312090 "Aniakchak" 20192 "Confirmed Eruption" "West and SW caldera floor" "4" 1931 5 1 "Historical Observations" 1931 6 13 56.88 -158.17 1931-05-01 1931-06-13 43
"3383" 311320 "Akutan" 20016 "Confirmed Eruption" NA "2" 1931 5 0 "Historical Observations" 1931 8 0 54.134 -165.986 NA NA NA
"3384" 300070 "Gorely" 19020 "Confirmed Eruption" NA "2" 1931 5 0 "Historical Observations" 1931 7 15 52.559 158.03 NA 1931-07-15 NA
"3385" 282050 "Kuchinoerabujima" 16969 "Confirmed Eruption" "SW flank of Shindake" "3" 1931 4 2 "Historical Observations" 1931 6 22 30.443 130.217 1931-04-02 1931-06-22 81
"3386" 283110 "Asamayama" 17786 "Confirmed Eruption" NA "3" 1931 3 31 "Historical Observations" 1932 9 21 36.406 138.523 1931-03-31 1932-09-21 540
"3387" 343030 "Izalco" 10816 "Confirmed Eruption" NA "2" 1931 3 31 "Historical Observations" NA NA NA 13.813 -89.633 1931-03-31 NA NA
"3388" 283070 "Yakedake" 17519 "Confirmed Eruption" NA "2" 1931 3 26 "Historical Observations" 1931 6 24 36.227 137.587 1931-03-26 1931-06-24 90
"3389" 300260 "Klyuchevskoy" 19203 "Confirmed Eruption" NA "4" 1931 3 25 "Historical Observations" 1931 3 27 56.056 160.642 1931-03-25 1931-03-27 2
"3390" 311290 "Okmok" 19841 "Confirmed Eruption" "Cone A?" "2" 1931 3 21 "Historical Observations" 1931 5 13 53.43 -168.13 1931-03-21 1931-05-13 53
"3391" 300240 "Tolbachik" 19300 "Confirmed Eruption" NA "2" 1931 3 4 "Historical Observations" 1932 0 0 55.832 160.326 1931-03-04 NA NA
"3392" 343100 "San Miguel" 10853 "Confirmed Eruption" NA "2" 1931 3 0 "Historical Observations" 1931 6 0 13.434 -88.269 NA NA NA
"3393" 241080 "Tongariro" 14579 "Confirmed Eruption" "Ngauruhoe" "2" 1931 2 0 "Historical Observations" 1931 5 0 -39.157 175.632 NA NA NA
"3394" 233020 "Fournaise, Piton de la" 14329 "Confirmed Eruption" "Summit, NE flank (Cratère Haug)" "2" 1931 1 22 "Historical Observations" 1931 8 26 -21.244 55.708 1931-01-22 1931-08-26 216
"3395" 250020 "Baluan" 14859 "Uncertain Eruption" NA "0" 1931 0 0 NA NA NA NA -2.57 147.28 NA NA NA
"3396" 352050 "Cotopaxi" 11593 "Confirmed Eruption" NA "2" 1931 0 0 "Historical Observations" NA NA NA -0.677 -78.436 NA NA NA
"3397" 357020 "San Jose" 11919 "Discredited Eruption" NA NA 1931 0 0 NA NA NA NA -33.789 -69.895 NA NA NA
"3398" 267040 "Awu" 16566 "Confirmed Eruption" NA "2" 1930 12 0 "Historical Observations" 1931 12 0 3.689 125.447 NA NA NA
"3399" 263250 "Merapi" 15902 "Confirmed Eruption" NA "3" 1930 11 25 "Historical Observations" 1931 9 0 -7.54 110.446 1930-11-25 NA NA
