"volcano_number" "volcano_name" "eruption_number" "eruption_category" "area_of_activity" "vei" "start_year" "start_month" "start_day" "evidence_method_dating" "end_year" "end_month" "end_day" "latitude" "longitude" "start_date" "end_date" "eruption_length_in_days"
"5079" 343030 "Izalco" 10794 "Uncertain Eruption" NA "2" 1870 5 19 NA NA NA NA 13.813 -89.633 1870-05-19 NA NA
"5080" 284080 "Sumisujima" 18333 "Confirmed Eruption" "18 km SW of Smith Rock" "2" 1870 5 0 "Historical Observations" NA NA NA 31.44 140.051 NA NA NA
"5081" 241080 "Tongariro" 13553 "Confirmed Eruption" "Ngauruhoe (NW sub-crater)" "2" 1870 4 0 "Historical Observations" 1870 8 0 -39.157 175.632 NA NA NA
"5082" 263320 "Lamongan" 16084 "Confirmed Eruption" NA "2" 1870 3 2 "Historical Observations" 1870 3 5 -7.981 113.341 1870-03-02 1870-03-05 3
"5083" 354010 "Misti, El" 11773 "Uncertain Eruption" NA "1" 1870 3 0 NA NA NA NA -16.294 -71.409 NA NA NA
"5084" 341030 "Ceboruco" 10383 "Confirmed Eruption" "Upper west flank" "3" 1870 2 21 "Historical Observations" 1875 0 0 21.125 -104.508 1870-02-21 NA NA
"5085" 233020 "Fournaise, Piton de la" 14289 "Uncertain Eruption" NA "0" 1870 2 1 NA NA NA NA -21.244 55.708 1870-02-01 NA NA
"5086" 332020 "Mauna Loa" 10197 "Uncertain Eruption" "Mokuaweoweo" "0" 1870 1 1 NA 1870 1 15 19.475 -155.608 1870-01-01 1870-01-15 14
"5087" 321030 "Rainier" 20499 "Uncertain Eruption" NA "2" 1870 0 0 NA NA NA NA 46.853 -121.76 NA NA NA
"5088" 321010 "Baker" 20464 "Confirmed Eruption" "Sherman Crater" "2" 1870 0 0 "Historical Observations" NA NA NA 48.777 -121.813 NA NA NA
"5089" 341040 "Colima" 10440 "Confirmed Eruption" "NE flank (El Volcancito)" "0" 1870 0 0 "Historical Observations" 1871 0 0 19.514 -103.62 NA NA NA
"5090" 284010 "Izu-Oshima" 18205 "Confirmed Eruption" "Mihara-yama" "2" 1870 0 0 "Historical Observations" NA NA NA 34.724 139.394 NA NA NA
"5091" 257040 "Ambrym" 15242 "Uncertain Eruption" NA NA 1870 0 0 NA NA NA NA -16.25 168.12 NA NA NA
"5092" 257030 "Ambae" 15234 "Confirmed Eruption" "SE side Lake Manaro Lakua; Lake Voui?" "2" 1870 0 0 "Historical Observations" NA NA NA -15.389 167.835 NA NA NA
"5093" 264250 "Iliwerung" 16337 "Confirmed Eruption" "Iliwerung (Iliadowajo)" "3" 1870 0 0 "Historical Observations" NA NA NA -8.53 123.57 NA NA NA
"5094" 268060 "Gamalama" 16650 "Discredited Eruption" NA NA 1870 0 0 NA NA NA NA 0.8 127.33 NA NA NA
"5095" 355070 "San Pedro-San Pablo" 11831 "Uncertain Eruption" NA NA 1870 0 0 NA NA NA NA -21.888 -68.391 NA NA NA
"5096" 344090 "Momotombo" 10996 "Confirmed Eruption" NA "2" 1870 0 0 "Historical Observations" NA NA NA 12.423 -86.539 NA NA NA
"5097" 352050 "Cotopaxi" 11575 "Confirmed Eruption" NA "2" 1870 0 0 "Historical Observations" 1876 0 0 -0.677 -78.436 NA NA NA
"5098" 351060 "Purace" 11322 "Confirmed Eruption" NA "3" 1869 10 4 "Historical Observations" 1869 11 0 2.32 -76.4 1869-10-04 NA NA
"5099" 354020 "Ubinas" 11789 "Confirmed Eruption" NA "2" 1869 10 0 "Historical Observations" NA NA NA -16.355 -70.903 NA NA NA
"5100" 211060 "Etna" 13746 "Confirmed Eruption" "East flank (W wall of Valle del Bove)" "0" 1869 9 26 "Historical Observations" 1869 9 26 37.748 14.999 1869-09-26 1869-09-26 0
"5101" 263320 "Lamongan" 16083 "Confirmed Eruption" NA "2" 1869 9 12 "Historical Observations" NA NA NA -7.981 113.341 1869-09-12 NA NA
"5102" 354010 "Misti, El" 11772 "Uncertain Eruption" NA "1" 1869 9 0 NA NA NA NA -16.294 -71.409 NA NA NA
"5103" 357021 "Maipo" 11908 "Uncertain Eruption" NA "2" 1869 8 24 NA NA NA NA -34.164 -69.832 1869-08-24 NA NA
"5104" 355030 "Isluga" 11825 "Confirmed Eruption" NA "2" 1869 8 0 "Historical Observations" NA NA NA -19.15 -68.83 NA NA NA
"5105" 241080 "Tongariro" 13434 "Confirmed Eruption" "Ngauruhoe" "2" 1869 8 0 "Historical Observations" NA NA NA -39.157 175.632 NA NA NA
"5106" 352020 "Guagua Pichincha" 11489 "Confirmed Eruption" NA "2" 1869 7 22 "Historical Observations" 1869 8 24 -0.171 -78.598 1869-07-22 1869-08-24 33
"5107" 264180 "Lewotobi" 16285 "Confirmed Eruption" "Lewotobi Lakilaki" "2" 1869 7 7 "Historical Observations" 1869 7 27 -8.542 122.775 1869-07-07 1869-07-27 20
"5108" 352050 "Cotopaxi" 11574 "Confirmed Eruption" NA "3" 1869 7 0 "Historical Observations" 1869 8 0 -0.677 -78.436 NA NA NA
"5109" 341040 "Colima" 10439 "Confirmed Eruption" "NE flank (El Volcancito)" "3" 1869 6 12 "Historical Observations" 1869 8 24 19.514 -103.62 1869-06-12 1869-08-24 73
"5110" 321010 "Baker" 20463 "Uncertain Eruption" "Sherman Crater" NA 1869 6 0 NA NA NA NA 48.777 -121.813 NA NA NA
"5111" 284070 "Myojinsho" 18309 "Confirmed Eruption" "Volcano Uncertain" "0" 1869 5 6 NA NA NA NA 31.888 139.918 1869-05-06 NA NA
"5112" 283110 "Asamayama" 17752 "Confirmed Eruption" NA "2" 1869 5 0 "Historical Observations" 1869 10 23 36.406 138.523 NA 1869-10-23 NA
"5113" 263320 "Lamongan" 16082 "Confirmed Eruption" "Summit and south slope" "2" 1869 4 6 "Historical Observations" 1869 5 4 -7.981 113.341 1869-04-06 1869-05-04 28
"5114" 357110 "Llaima" 12031 "Confirmed Eruption" NA "2" 1869 4 0 "Historical Observations" NA NA NA -38.692 -71.729 NA NA NA
"5115" 343030 "Izalco" 10793 "Confirmed Eruption" "Summit and east flank" "2" 1869 3 1 "Historical Observations" 1869 6 18 13.813 -89.633 1869-03-01 1869-06-18 109
"5116" 352020 "Guagua Pichincha" 11488 "Confirmed Eruption" NA "2" 1869 3 0 "Historical Observations" NA NA NA -0.171 -78.598 NA NA NA
"5117" 256010 "Tinakula" 15193 "Confirmed Eruption" NA "2" 1869 3 0 "Historical Observations" NA NA NA -10.386 165.804 NA NA NA
"5118" 357120 "Villarrica" 12130 "Confirmed Eruption" NA "2" 1869 2 4 "Historical Observations" 1869 2 24 -39.42 -71.93 1869-02-04 1869-02-24 20
"5119" 357080 "Antuco" 19911 "Confirmed Eruption" NA "2" 1869 0 0 "Historical Observations" NA NA NA -37.406 -71.349 NA NA NA
"5120" 357040 "Planchon-Peteroa" 11935 "Uncertain Eruption" NA NA 1869 0 0 NA NA NA NA -35.223 -70.568 NA NA NA
"5121" 358063 "Reclus" 12310 "Confirmed Eruption" NA "2" 1869 0 0 "Historical Observations" NA NA NA -50.964 -73.585 NA NA NA
"5122" 358010 "Osorno" 12237 "Confirmed Eruption" NA "2" 1869 0 0 "Historical Observations" NA NA NA -41.105 -72.496 NA NA NA
"5123" 241080 "Tongariro" 13433 "Confirmed Eruption" "NE flank (Upper Te Mari Crater)" "2" 1869 0 0 "Historical Observations" NA NA NA -39.157 175.632 NA NA NA
"5124" 233020 "Fournaise, Piton de la" 14288 "Confirmed Eruption" NA "2" 1869 0 0 "Historical Observations" NA NA NA -21.244 55.708 NA NA NA
"5125" 300070 "Gorely" 19017 "Confirmed Eruption" NA "2" 1869 0 0 "Historical Observations" NA NA NA 52.559 158.03 NA NA NA
"5126" 322010 "Hood" 20575 "Uncertain Eruption" NA NA 1869 0 0 NA NA NA NA 45.374 -121.695 NA NA NA
"5127" 284010 "Izu-Oshima" 18204 "Uncertain Eruption" "Mihara-yama" NA 1868 12 31 NA NA NA NA 34.724 139.394 1868-12-31 NA NA
"5128" 273030 "Mayon" 16779 "Confirmed Eruption" NA "2" 1868 12 17 "Historical Observations" NA NA NA 13.257 123.685 1868-12-17 NA NA
"5129" 264180 "Lewotobi" 16284 "Confirmed Eruption" "Lewotobi Lakilaki" "2" 1868 12 15 "Historical Observations" NA NA NA -8.542 122.775 1868-12-15 NA NA
"5130" 211060 "Etna" 13745 "Confirmed Eruption" "Central Crater" "3" 1868 11 26 "Historical Observations" 1868 12 8 37.748 14.999 1868-11-26 1868-12-08 12
"5131" 268060 "Gamalama" 16649 "Confirmed Eruption" NA "2" 1868 11 13 "Historical Observations" 1869 2 10 0.8 127.33 1868-11-13 1869-02-10 89
"5132" 261220 "Kaba" 15540 "Confirmed Eruption" "Kaba Baru ? and Kaba Vogelsang" "2" 1868 10 0 "Historical Observations" 1869 0 0 -3.522 102.615 NA NA NA
"5133" 355110 "Llullaillaco" 11880 "Confirmed Eruption" NA "0" 1868 9 0 "Historical Observations" NA NA NA -24.72 -68.53 NA NA NA
"5134" 352050 "Cotopaxi" 11573 "Confirmed Eruption" NA "2" 1868 8 15 "Historical Observations" 1868 8 16 -0.677 -78.436 1868-08-15 1868-08-16 1
"5135" 352020 "Guagua Pichincha" 11487 "Confirmed Eruption" NA "2" 1868 8 0 "Historical Observations" NA NA NA -0.171 -78.598 NA NA NA
"5136" 264180 "Lewotobi" 16283 "Confirmed Eruption" "Lewotobi Lakilaki" "2" 1868 7 13 "Historical Observations" NA NA NA -8.542 122.775 1868-07-13 NA NA
"5137" 264110 "Iya" 16177 "Confirmed Eruption" NA "2" 1868 5 4 "Historical Observations" NA NA NA -8.891 121.641 1868-05-04 NA NA
"5138" 332010 "Kilauea" 10066 "Confirmed Eruption" "SW rift zone (775 m)" "1" 1868 4 2 "Historical Observations" NA NA NA 19.421 -155.287 1868-04-02 NA NA
"5139" 332020 "Mauna Loa" 10196 "Confirmed Eruption" "SW rift zone (1000 m) and Mokuaweoweo" "2" 1868 3 27 "Historical Observations" 1868 4 22 19.475 -155.608 1868-03-27 1868-04-22 26
"5140" 352020 "Guagua Pichincha" 11486 "Confirmed Eruption" NA "2" 1868 3 19 "Historical Observations" 1868 3 22 -0.171 -78.598 1868-03-19 1868-03-22 3
"5141" 268060 "Gamalama" 16648 "Confirmed Eruption" NA "1" 1868 3 13 "Historical Observations" 1868 3 13 0.8 127.33 1868-03-13 1868-03-13 0
"5142" 233020 "Fournaise, Piton de la" 14287 "Confirmed Eruption" NA "0" 1868 3 0 "Historical Observations" NA NA NA -21.244 55.708 NA NA NA
"5143" 343030 "Izalco" 10709 "Confirmed Eruption" NA "2" 1868 2 16 "Historical Observations" 1868 2 17 13.813 -89.633 1868-02-16 1868-02-17 1
"5144" 282020 "Io-Torishima" 16916 "Confirmed Eruption" NA "1" 1868 2 0 "Historical Observations" 1868 4 0 27.881 128.223 NA NA NA
"5145" 268010 "Dukono" 16575 "Confirmed Eruption" NA "2" 1868 0 0 "Historical Observations" NA NA NA 1.693 127.894 NA NA NA
"5146" 261160 "Talang" 15487 "Uncertain Eruption" NA NA 1868 0 0 NA NA NA NA -0.979 100.681 NA NA NA
"5147" 224010 "Cameroon" 14124 "Confirmed Eruption" "SW flank (2250 m) and NW flank" "2" 1868 0 0 "Historical Observations" NA NA NA 4.203 9.17 NA NA NA
"5148" 251010 "Bam" 14855 "Discredited Eruption" NA NA 1868 0 0 NA NA NA NA -3.613 144.818 NA NA NA
"5149" 355030 "Isluga" 11824 "Confirmed Eruption" NA "2" 1868 0 0 "Historical Observations" NA NA NA -19.15 -68.83 NA NA NA
"5150" 343100 "San Miguel" 10846 "Confirmed Eruption" "WSW flank (1000 m)" "2" 1867 12 14 "Historical Observations" 1868 2 16 13.434 -88.269 1867-12-14 1868-02-16 64
"5151" 263310 "Tengger Caldera" 13450 "Confirmed Eruption" "Bromo" "2" 1867 12 13 "Historical Observations" 1868 1 12 -7.942 112.95 1867-12-13 1868-01-12 30
"5152" 373100 "Tjornes Fracture Zone" 12957 "Confirmed Eruption" "Immediately north of Manareyjar Island" NA 1867 12 0 "Historical Observations" 1868 1 0 66.309 -17.118 NA NA NA
"5153" 344070 "Negro, Cerro" 10945 "Confirmed Eruption" "NE-SW-trending fissure" "2" 1867 11 14 "Historical Observations" 1867 11 30 12.506 -86.702 1867-11-14 1867-11-30 16
"5154" 283190 "Zaozan [Zaosan]" 17976 "Confirmed Eruption" "Okama" "2" 1867 10 21 "Historical Observations" NA NA NA 38.144 140.44 1867-10-21 NA NA
"5155" 285040 "Shikotsu" 18614 "Confirmed Eruption" "Tarumai" "2" 1867 9 8 "Historical Observations" NA NA NA 42.688 141.38 1867-09-08 NA NA
"5156" 373010 "Grimsvotn" 12817 "Confirmed Eruption" NA "1" 1867 8 29 "Historical Observations" NA NA NA 64.416 -17.316 1867-08-29 NA NA
"5157" 382050 "Terceira" 19962 "Confirmed Eruption" "Submarine vent 3-6 WNW of Terceira" "3" 1867 6 1 "Historical Observations" 1867 6 8 38.73 -27.32 1867-06-01 1867-06-08 7
"5158" 354020 "Ubinas" 11788 "Confirmed Eruption" NA "2" 1867 5 24 "Historical Observations" 1867 5 28 -16.355 -70.903 1867-05-24 1867-05-28 4
"5159" 263300 "Semeru" 15982 "Confirmed Eruption" NA "2" 1867 4 15 "Historical Observations" 1867 5 0 -8.108 112.922 1867-04-15 NA NA
"5160" 243110 "Niuafo'ou" 14788 "Confirmed Eruption" "SSW flank" "1" 1867 4 12 "Historical Observations" NA NA NA -15.6 -175.63 1867-04-12 NA NA
"5161" 343030 "Izalco" 10792 "Confirmed Eruption" NA "2" 1867 4 0 "Historical Observations" 1867 8 0 13.813 -89.633 NA NA NA
"5162" 345050 "Barva" 11195 "Uncertain Eruption" NA NA 1867 3 0 NA NA NA NA 10.135 -84.1 NA NA NA
"5163" 321010 "Baker" 20462 "Uncertain Eruption" "Sherman Crater" NA 1867 3 0 NA NA NA NA 48.777 -121.813 NA NA NA
"5164" 264110 "Iya" 13708 "Confirmed Eruption" NA "2" 1867 1 0 "Historical Observations" NA NA NA -8.891 121.641 NA NA NA
"5165" 211070 "Campi Flegrei del Mar di Sicilia" 13870 "Confirmed Eruption" "Pinne" "0" 1867 0 0 "Historical Observations" NA NA NA 37.1 12.7 NA NA NA
"5166" 342090 "Fuego" 10713 "Uncertain Eruption" NA "2" 1867 0 0 NA NA NA NA 14.473 -90.88 NA NA NA
"5167" 311320 "Akutan" 20006 "Confirmed Eruption" NA NA 1867 0 0 "Historical Observations" NA NA NA 54.134 -165.986 NA NA NA
"5168" 311310 "Makushin" 10462 "Uncertain Eruption" NA NA 1867 0 0 NA NA NA NA 53.891 -166.923 NA NA NA
"5169" 313020 "Iliamna" 20283 "Confirmed Eruption" NA "2" 1867 0 0 "Historical Observations" NA NA NA 60.032 -153.09 NA NA NA
"5170" 283260 "Akita-Yakeyama" 18080 "Confirmed Eruption" NA NA 1867 0 0 "Historical Observations" NA NA NA 39.964 140.757 NA NA NA
"5171" 352050 "Cotopaxi" 11572 "Confirmed Eruption" NA "2" 1867 0 0 "Historical Observations" NA NA NA -0.677 -78.436 NA NA NA
"5172" 357090 "Copahue" 12003 "Confirmed Eruption" NA "2" 1867 0 0 "Historical Observations" NA NA NA -37.856 -71.183 NA NA NA
"5173" 357120 "Villarrica" 12129 "Uncertain Eruption" NA NA 1867 0 0 NA 1868 0 0 -39.42 -71.93 NA NA NA
"5174" 352050 "Cotopaxi" 11571 "Confirmed Eruption" NA "2" 1866 9 21 "Historical Observations" 1866 9 26 -0.677 -78.436 1866-09-21 1866-09-26 5
"5175" 263060 "Gede-Pangrango" 15652 "Confirmed Eruption" NA "2" 1866 9 18 "Historical Observations" NA NA NA -6.77 106.965 1866-09-18 NA NA
"5176" 244010 "Ofu-Olosega" 14804 "Confirmed Eruption" "Submarine vent 3 km SE of Olosega" "2" 1866 9 12 "Historical Observations" 1866 11 15 -14.175 -169.618 1866-09-12 1866-11-15 64
"5177" 263310 "Tengger Caldera" 13449 "Confirmed Eruption" "Bromo" "2" 1866 7 0 "Historical Observations" NA NA NA -7.942 112.95 NA NA NA
"5178" 343030 "Izalco" 10791 "Confirmed Eruption" NA "2" 1866 4 27 "Historical Observations" 1866 8 15 13.813 -89.633 1866-04-27 1866-08-15 110
"5179" 312030 "Pavlof" 20119 "Confirmed Eruption" NA "2" 1866 3 14 "Historical Observations" NA NA NA 55.417 -161.894 1866-03-14 NA NA
"5180" 341040 "Colima" 10438 "Discredited Eruption" NA NA 1866 3 4 NA 1868 0 0 19.514 -103.62 1866-03-04 NA NA
"5181" 212040 "Santorini" 13887 "Confirmed Eruption" "Georgios, Afroessa and Reka domes" "2" 1866 1 26 "Historical Observations" 1870 10 15 36.404 25.396 1866-01-26 1870-10-15 1723
"5182" 224010 "Cameroon" 14123 "Confirmed Eruption" NA "2" 1866 1 0 "Historical Observations" NA NA NA 4.203 9.17 NA NA NA
"5183" 345070 "Turrialba" 11246 "Confirmed Eruption" "Central and SW summit craters" "3" 1866 1 0 "Historical Observations" 1866 5 8 10.025 -83.767 NA 1866-05-08 NA
"5184" 357110 "Llaima" 12030 "Confirmed Eruption" NA "2" 1866 0 0 "Historical Observations" NA NA NA -38.692 -71.729 NA NA NA
"5185" 263300 "Semeru" 15981 "Uncertain Eruption" NA "2" 1866 0 0 NA NA NA NA -8.108 112.922 NA NA NA
"5186" 261120 "Sorikmarapi" 15407 "Uncertain Eruption" NA NA 1866 0 0 NA NA NA NA 0.686 99.539 NA NA NA
"5187" 272020 "Kanlaon" 16722 "Confirmed Eruption" NA "2" 1866 0 0 "Historical Observations" NA NA NA 10.412 123.132 NA NA NA
"5188" 332020 "Mauna Loa" 10195 "Confirmed Eruption" "Mokuaweoweo" "0" 1865 12 30 "Historical Observations" 1866 4 29 19.475 -155.608 1865-12-30 1866-04-29 120
"5189" 263310 "Tengger Caldera" 13448 "Confirmed Eruption" "Bromo" "2" 1865 12 1 "Historical Observations" 1865 12 18 -7.942 112.95 1865-12-01 1865-12-18 17
"5190" 263250 "Merapi" 15877 "Confirmed Eruption" NA "2" 1865 10 24 "Historical Observations" 1871 8 0 -7.54 110.446 1865-10-24 NA NA
"5191" 351080 "Galeras" 11359 "Confirmed Eruption" NA "3" 1865 10 2 "Historical Observations" 1870 0 0 1.22 -77.37 1865-10-02 NA NA
"5192" 322010 "Hood" 20574 "Confirmed Eruption" NA "2" 1865 9 21 "Historical Observations" 1866 1 0 45.374 -121.695 1865-09-21 NA NA
"5193" 300260 "Klyuchevskoy" 19422 "Confirmed Eruption" NA "2" 1865 9 0 "Historical Observations" NA NA NA 56.056 160.642 NA NA NA
"5194" 381040 "Pico Fracture Zone" 12982 "Confirmed Eruption" NA "0" 1865 7 9 "Historical Observations" NA NA NA 38.75 -38.08 1865-07-09 NA NA
"5195" 264180 "Lewotobi" 16282 "Confirmed Eruption" "Lewotobi Lakilaki" "2" 1865 5 4 "Historical Observations" NA NA NA -8.542 122.775 1865-05-04 NA NA
"5196" 263300 "Semeru" 15980 "Confirmed Eruption" NA "2" 1865 4 15 "Historical Observations" NA NA NA -8.108 112.922 1865-04-15 NA NA
"5197" 263310 "Tengger Caldera" 15988 "Confirmed Eruption" "Bromo" "2" 1865 4 0 "Historical Observations" 1865 5 0 -7.942 112.95 NA NA NA
"5198" 233020 "Fournaise, Piton de la" 14286 "Confirmed Eruption" NA "2" 1865 2 5 "Historical Observations" 1865 2 10 -21.244 55.708 1865-02-05 1865-02-10 5
"5199" 211060 "Etna" 13744 "Confirmed Eruption" "NE flank (1865-1690 m, Mt. Sartorius)" "2" 1865 1 30 "Historical Observations" 1865 6 28 37.748 14.999 1865-01-30 1865-06-28 149
"5200" 233010 "Karthala" 14189 "Confirmed Eruption" NA "2" 1865 0 0 "Historical Observations" NA NA NA -11.75 43.38 NA NA NA
"5201" 224010 "Cameroon" 14122 "Confirmed Eruption" NA "2" 1865 0 0 "Historical Observations" NA NA NA 4.203 9.17 NA NA NA
"5202" 243050 "Fonuafo'ou" 14735 "Uncertain Eruption" NA "0" 1865 0 0 NA NA NA NA -20.32 -175.42 NA NA NA
"5203" 255070 "Savo" 15185 "Uncertain Eruption" NA NA 1865 0 0 NA NA NA NA -9.13 159.82 NA NA NA
"5204" 255020 "Bagana" 15115 "Confirmed Eruption" NA "2" 1865 0 0 "Historical Observations" 1883 0 0 -6.137 155.196 NA NA NA
"5205" 264140 "Kelimutu" 16261 "Confirmed Eruption" NA "2" 1865 0 0 "Historical Observations" NA NA NA -8.77 121.82 NA NA NA
"5206" 271040 "Makaturing" 16704 "Confirmed Eruption" NA "2" 1865 0 0 "Historical Observations" NA NA NA 7.644 124.317 NA NA NA
"5207" 311360 "Shishaldin" 20065 "Uncertain Eruption" NA NA 1865 0 0 NA NA NA NA 54.756 -163.97 NA NA NA
"5208" 311310 "Makushin" 19543 "Confirmed Eruption" NA NA 1865 0 0 "Historical Observations" NA NA NA 53.891 -166.923 NA NA NA
"5209" 311320 "Akutan" 20005 "Confirmed Eruption" NA NA 1865 0 0 "Historical Observations" NA NA NA 54.134 -165.986 NA NA NA
"5210" 321010 "Baker" 20461 "Uncertain Eruption" "Sherman Crater" NA 1865 0 0 NA NA NA NA 48.777 -121.813 NA NA NA
"5211" 284140 "Farallon de Pajaros" 18479 "Discredited Eruption" NA NA 1865 0 0 NA NA NA NA 20.546 144.893 NA NA NA
"5212" 354020 "Ubinas" 11787 "Confirmed Eruption" NA "2" 1865 0 0 "Historical Observations" NA NA NA -16.355 -70.903 NA NA NA
"5213" 355050 "Olca-Paruma" 11829 "Uncertain Eruption" NA NA 1865 0 0 "Uncertain" 1867 0 0 -20.939 -68.413 NA NA NA
"5214" 223020 "Nyamuragira" 14039 "Confirmed Eruption" NA NA 1865 NA NA "Historical Observations" NA NA NA -1.408 29.2 NA NA NA
"5215" 268060 "Gamalama" 16647 "Confirmed Eruption" NA "2" 1864 12 27 "Historical Observations" 1865 1 2 0.8 127.33 1864-12-27 1865-01-02 6
"5216" 241080 "Tongariro" 13432 "Confirmed Eruption" "Ngauruhoe" "2" 1864 12 0 "Historical Observations" 1865 1 0 -39.157 175.632 NA NA NA
"5217" 357070 "Chillan, Nevados de" 11972 "Confirmed Eruption" "NW flank of Cerro Blanco (Santa Gertrudis)" "3" 1864 11 30 "Historical Observations" 1865 2 3 -36.868 -71.378 1864-11-30 1865-02-03 65
"5218" 357130 "Mocho-Choshuenco" 12185 "Confirmed Eruption" "SW flank of El Mocho (Chaiquemahuida)" "2" 1864 11 1 "Historical Observations" 1864 11 3 -39.927 -72.027 1864-11-01 1864-11-03 2
"5219" 357091 "Callaqui" 19915 "Uncertain Eruption" NA NA 1864 10 0 NA NA NA NA -37.92 -71.45 NA NA NA
"5220" 357120 "Villarrica" 12128 "Confirmed Eruption" NA "2" 1864 10 0 "Historical Observations" NA NA NA -39.42 -71.93 NA NA NA
"5221" 268070 "Makian" 16687 "Confirmed Eruption" NA "1" 1864 10 0 "Historical Observations" 1864 10 0 0.32 127.4 NA NA NA
"5222" 345060 "Irazu" 11211 "Confirmed Eruption" NA "2" 1864 9 16 "Historical Observations" 1864 9 17 9.979 -83.852 1864-09-16 1864-09-17 1
"5223" 345070 "Turrialba" 11245 "Confirmed Eruption" "Central and SW summit craters" "2" 1864 8 17 "Historical Observations" 1865 3 0 10.025 -83.767 1864-08-17 NA NA
"5224" 211060 "Etna" 13743 "Confirmed Eruption" "Central Crater" "2" 1864 8 5 "Historical Observations" 1864 9 19 37.748 14.999 1864-08-05 1864-09-19 45
"5225" 263340 "Raung" 15921 "Confirmed Eruption" NA "2" 1864 7 2 "Historical Observations" 1864 12 0 -8.119 114.056 1864-07-02 NA NA
"5226" 263300 "Semeru" 15979 "Discredited Eruption" NA NA 1864 7 2 NA NA NA NA -8.108 112.922 1864-07-02 NA NA
"5227" 263320 "Lamongan" 16081 "Confirmed Eruption" NA "2" 1864 6 9 "Historical Observations" 1864 7 0 -7.981 113.341 1864-06-09 NA NA
"5228" 257050 "Lopevi" 15299 "Confirmed Eruption" NA "3" 1864 6 9 "Historical Observations" NA NA NA -16.507 168.346 1864-06-09 NA NA
"5229" 267020 "Karangetang" 16497 "Confirmed Eruption" NA "2" 1864 6 6 "Historical Observations" NA NA NA 2.781 125.407 1864-06-06 NA NA
"5230" 268060 "Gamalama" 16646 "Uncertain Eruption" NA "1" 1864 6 4 NA 1864 6 25 0.8 127.33 1864-06-04 1864-06-25 21
"5231" 343030 "Izalco" 10790 "Confirmed Eruption" "Summit and NE flank" "2" 1864 5 15 "Historical Observations" 1865 6 15 13.813 -89.633 1864-05-15 1865-06-15 396
"5232" 211020 "Vesuvius" 13357 "Confirmed Eruption" "Summit and upper SE flank" "2" 1864 2 10 "Historical Observations" 1868 11 26 40.821 14.426 1864-02-10 1868-11-26 1751
"5233" 268060 "Gamalama" 16645 "Confirmed Eruption" NA "2" 1864 1 20 "Historical Observations" 1864 2 17 0.8 127.33 1864-01-20 1864-02-17 28
"5234" 284140 "Farallon de Pajaros" 18478 "Confirmed Eruption" "SW side" "2" 1864 1 7 "Historical Observations" NA NA NA 20.546 144.893 1864-01-07 NA NA
"5235" 263280 "Kelut" 15949 "Confirmed Eruption" NA "2" 1864 1 4 "Historical Observations" 1864 1 4 -7.93 112.308 1864-01-04 1864-01-04 0
"5236" 284180 "Alamagan" 18527 "Uncertain Eruption" NA NA 1864 1 0 NA NA NA NA 17.6 145.83 NA NA NA
"5237" 284170 "Pagan" 18507 "Confirmed Eruption" "South Pagan" "1" 1864 0 0 "Historical Observations" NA NA NA 18.13 145.8 NA NA NA
"5238" 264230 "Lewotolo" 16333 "Confirmed Eruption" NA "2" 1864 0 0 "Historical Observations" NA NA NA -8.272 123.505 NA NA NA
"5239" 357110 "Llaima" 12029 "Confirmed Eruption" NA "3" 1864 0 0 "Historical Observations" NA NA NA -38.692 -71.729 NA NA NA
"5240" 233020 "Fournaise, Piton de la" 14285 "Confirmed Eruption" NA "0" 1863 12 20 "Historical Observations" 1864 1 29 -21.244 55.708 1863-12-20 1864-01-29 40
"5241" 357080 "Antuco" 19910 "Confirmed Eruption" NA "2" 1863 12 0 "Historical Observations" NA NA NA -37.406 -71.349 NA NA NA
"5242" 268070 "Makian" 16686 "Confirmed Eruption" NA "1" 1863 8 25 "Historical Observations" 1863 8 31 0.32 127.4 1863-08-25 1863-08-31 6
"5243" 211070 "Campi Flegrei del Mar di Sicilia" 13869 "Confirmed Eruption" "Giulia Ferdinandeo" "2" 1863 8 12 "Historical Observations" NA NA NA 37.1 12.7 1863-08-12 NA NA
"5244" 355030 "Isluga" 11823 "Confirmed Eruption" NA "1" 1863 8 0 "Historical Observations" NA NA NA -19.15 -68.83 NA NA NA
"5245" 321010 "Baker" 20460 "Confirmed Eruption" "Sherman Crater" "2" 1863 7 0 "Historical Observations" NA NA NA 48.777 -121.813 NA NA NA
"5246" 273030 "Mayon" 16778 "Uncertain Eruption" NA NA 1863 5 30 NA NA NA NA 13.257 123.685 1863-05-30 NA NA
"5247" 261140 "Marapi" 15427 "Confirmed Eruption" NA "2" 1863 5 23 "Historical Observations" NA NA NA -0.38 100.474 1863-05-23 NA NA
"5248" 268060 "Gamalama" 16644 "Uncertain Eruption" NA "2" 1863 5 1 NA 1863 6 0 0.8 127.33 1863-05-01 NA NA
"5249" 211060 "Etna" 13742 "Confirmed Eruption" "Central Crater" "3" 1863 5 1 "Historical Observations" 1863 7 25 37.748 14.999 1863-05-01 1863-07-25 85
"5250" 283270 "Iwakisan" 18128 "Confirmed Eruption" NA "1" 1863 3 23 "Historical Observations" NA NA NA 40.656 140.303 1863-03-23 NA NA
"5251" 342020 "Tajumulco" 10623 "Uncertain Eruption" NA "2" 1863 0 0 NA NA NA NA 15.043 -91.903 NA NA NA
