"year" "core_loc" "value"
"1554" 641.125 "wdc" 14.502
"1555" 640.958 "neem" 10.12
"1556" 640.958 "wdc" 14.097
"1557" 640.875 "neem" 9.24
"1558" 640.875 "wdc" 13.077
"1559" 640.792 "neem" 8.79
"1560" 640.792 "wdc" 11.831
"1561" 640.708 "neem" 8.85
"1562" 640.708 "wdc" 13.592
"1563" 640.625 "neem" 9.27
"1564" 640.625 "wdc" 18.795
"1565" 640.542 "neem" 9.35
"1566" 640.542 "wdc" 17.199
"1567" 640.458 "neem" 9.8
"1568" 640.458 "wdc" 17.078
"1569" 640.375 "neem" 10.74
"1570" 640.375 "wdc" 17.902
"1571" 640.292 "neem" 11.97
"1572" 640.292 "wdc" 17.795
"1573" 640.208 "neem" 12.58
"1574" 640.208 "wdc" 16.705
"1575" 640.125 "neem" 12.37
"1576" 640.125 "wdc" 15.087
"1577" 640.042 "neem" 11.38
"1578" 640.042 "wdc" 13.961
"1579" 639.958 "neem" 10.42
"1580" 639.958 "wdc" 12.836
"1581" 639.875 "neem" 9.62
"1582" 639.875 "wdc" 11.945
"1583" 639.792 "neem" 9.06
"1584" 639.792 "wdc" 11.993
"1585" 639.708 "neem" 9.12
"1586" 639.708 "wdc" 12.718
"1587" 639.625 "neem" 9.83
"1588" 639.625 "wdc" 14.282
"1589" 639.542 "neem" 10.33
"1590" 639.542 "wdc" 16.427
"1591" 639.458 "neem" 10.77
"1592" 639.458 "wdc" 19.187
"1593" 639.375 "neem" 11
"1594" 639.375 "wdc" 21.307
"1595" 639.292 "neem" 11.3
"1596" 639.292 "wdc" 20.627
"1597" 639.208 "neem" 11.73
"1598" 639.208 "wdc" 18.163
"1599" 639.125 "neem" 11.84
"1600" 639.125 "wdc" 13.896
"1601" 639.042 "neem" 11.92
"1602" 639.042 "wdc" 9.9085
"1603" 638.958 "neem" 11.78
"1604" 638.958 "wdc" 7.7638
"1605" 638.875 "neem" 11.58
"1606" 638.875 "wdc" 7.6076
"1607" 638.792 "neem" 11.48
"1608" 638.792 "wdc" 7.9682
"1609" 638.708 "neem" 11.4
"1610" 638.708 "wdc" 8.5631
"1611" 638.625 "neem" 11.54
"1612" 638.625 "wdc" 10.368
"1613" 638.542 "neem" 11.99
"1614" 638.542 "wdc" 11.83
"1615" 638.458 "neem" 12.25
"1616" 638.458 "wdc" 12.433
"1617" 638.375 "neem" 12.09
"1618" 638.375 "wdc" 12.243
"1619" 638.292 "neem" 12.6
"1620" 638.292 "wdc" 11.809
"1621" 638.208 "neem" 13.12
"1622" 638.208 "wdc" 11.241
"1623" 638.125 "neem" 13.19
"1624" 638.125 "wdc" 10.416
"1625" 638.042 "neem" 13.48
"1626" 638.042 "wdc" 9.1111
"1627" 637.958 "neem" 14.01
"1628" 637.958 "wdc" 8.3304
"1629" 637.875 "neem" 14.86
"1630" 637.875 "wdc" 8.0417
"1631" 637.792 "neem" 15.64
"1632" 637.792 "wdc" 7.8723
"1633" 637.708 "neem" 17.66
"1634" 637.708 "wdc" 7.6111
"1635" 637.625 "neem" 20.08
"1636" 637.625 "wdc" 8.372
"1637" 637.542 "neem" 23.19
"1638" 637.542 "wdc" 9.4674
"1639" 637.458 "neem" 25.77
"1640" 637.458 "wdc" 10.48
"1641" 637.375 "neem" 28.24
"1642" 637.375 "wdc" 11.051
"1643" 637.292 "neem" 28.57
"1644" 637.292 "wdc" 10.545
"1645" 637.208 "neem" 26.83
"1646" 637.208 "wdc" 9.5816
"1647" 637.125 "neem" 24.51
"1648" 637.125 "wdc" 8.523
"1649" 637.042 "neem" 22.16
"1650" 637.042 "wdc" 8.3471
"1651" 636.958 "neem" 18.32
"1652" 636.958 "wdc" 8.1191
"1653" 636.875 "neem" 13.51
"1654" 636.875 "wdc" 8.0241
"1655" 636.792 "neem" 10.98
"1656" 636.792 "wdc" 8.3627
"1657" 636.708 "neem" 9.62
"1658" 636.708 "wdc" 9.1161
"1659" 636.625 "neem" 9.32
"1660" 636.625 "wdc" 10.135
"1661" 636.542 "neem" 9.44
"1662" 636.542 "wdc" 10.461
"1663" 636.458 "neem" 10.67
"1664" 636.458 "wdc" 10.905
"1665" 636.375 "neem" 13.49
"1666" 636.375 "wdc" 10.685
"1667" 636.292 "neem" 17.03
"1668" 636.292 "wdc" 10.014
"1669" 636.208 "neem" 18.41
"1670" 636.208 "wdc" 8.8501
"1671" 636.125 "neem" 16.23
"1672" 636.125 "wdc" 7.4895
"1673" 636.042 "neem" 11.97
"1674" 636.042 "wdc" 7.2015
"1675" 635.958 "neem" 9.85
"1676" 635.958 "wdc" 6.8058
"1677" 635.875 "neem" 9.37
"1678" 635.875 "wdc" 6.7367
"1679" 635.792 "neem" 9.28
"1680" 635.792 "wdc" 6.979
"1681" 635.708 "neem" 9.45
"1682" 635.708 "wdc" 7.4062
"1683" 635.625 "neem" 10.09
"1684" 635.625 "wdc" 8.34
"1685" 635.542 "neem" 10.63
"1686" 635.542 "wdc" 9.3171
"1687" 635.458 "neem" 11.65
"1688" 635.458 "wdc" 10.672
"1689" 635.375 "neem" 12.83
"1690" 635.375 "wdc" 11.995
"1691" 635.292 "neem" 13.52
"1692" 635.292 "wdc" 12.068
"1693" 635.208 "neem" 13.72
"1694" 635.208 "wdc" 11.254
"1695" 635.125 "neem" 13.33
"1696" 635.125 "wdc" 10.657
"1697" 635.042 "neem" 12.94
"1698" 635.042 "wdc" 9.6517
"1699" 634.958 "neem" 11.27
"1700" 634.958 "wdc" 8.9652
"1701" 634.875 "neem" 8.97
"1702" 634.875 "wdc" 8.1181
"1703" 634.792 "neem" 7.78
"1704" 634.792 "wdc" 8.3207
"1705" 634.292 "neem" 9.23
"1706" 634.292 "wdc" 8.8907
"1707" 634.208 "neem" 12.25
"1708" 634.208 "wdc" 9.9911
"1709" 634.125 "neem" 16.34
"1710" 634.125 "wdc" 10.763
"1711" 634.042 "neem" 18.33
"1712" 634.042 "wdc" 12.412
"1713" 633.958 "neem" 17.89
"1714" 633.958 "wdc" 14.624
"1715" 633.875 "neem" 16.38
"1716" 633.875 "wdc" 16.474
"1717" 633.792 "neem" 14.18
"1718" 633.792 "wdc" 16.68
"1719" 633.708 "neem" 12.44
"1720" 633.708 "wdc" 15.809
"1721" 633.625 "neem" 11.81
"1722" 633.625 "wdc" 14.658
"1723" 633.542 "neem" 12.28
"1724" 633.542 "wdc" 13.469
"1725" 633.458 "neem" 13.01
"1726" 633.458 "wdc" 13.034
"1727" 633.375 "neem" 13.98
"1728" 633.375 "wdc" 13.307
"1729" 633.292 "neem" 15.08
"1730" 633.292 "wdc" 14.352
"1731" 633.208 "neem" 17.56
"1732" 633.208 "wdc" 16.161
"1733" 633.125 "neem" 21.47
"1734" 633.125 "wdc" 18.621
"1735" 633.042 "neem" 26.41
"1736" 633.042 "wdc" 18.812
"1737" 632.958 "neem" 31.73
"1738" 632.958 "wdc" 18.015
"1739" 632.875 "neem" 35.77
"1740" 632.875 "wdc" 17.6
"1741" 632.792 "neem" 37.39
"1742" 632.792 "wdc" 16.684
"1743" 632.708 "neem" 36.49
"1744" 632.708 "wdc" 16.014
"1745" 632.625 "neem" 33.63
"1746" 632.625 "wdc" 15.01
"1747" 632.542 "neem" 30.18
"1748" 632.542 "wdc" 13.811
"1749" 632.458 "neem" 27.56
"1750" 632.458 "wdc" 12.503
"1751" 632.375 "neem" 27.59
"1752" 632.375 "wdc" 12.118
"1753" 632.292 "neem" 28.78
"1754" 632.292 "wdc" 11
"1755" 632.208 "neem" 29.16
"1756" 632.208 "wdc" 11.668
"1757" 632.125 "neem" 28.73
"1758" 632.125 "wdc" 13.18
"1759" 632.042 "neem" 27.75
"1760" 632.042 "wdc" 14.697
"1761" 631.958 "neem" 26.02
"1762" 631.958 "wdc" 16.38
"1763" 631.875 "neem" 23.96
"1764" 631.875 "wdc" 17.167
"1765" 631.792 "neem" 21.21
"1766" 631.792 "wdc" 16.557
"1767" 631.708 "neem" 18.58
"1768" 631.708 "wdc" 14.223
"1769" 631.625 "neem" 16.45
"1770" 631.625 "wdc" 11.273
"1771" 631.542 "neem" 15.47
"1772" 631.542 "wdc" 9.4349
"1773" 631.458 "neem" 14.72
"1774" 631.458 "wdc" 8.9853
"1775" 631.375 "neem" 13.89
"1776" 631.375 "wdc" 9.1337
"1777" 631.292 "neem" 12.7
"1778" 631.292 "wdc" 9.9918
"1779" 631.208 "neem" 11.74
"1780" 631.208 "wdc" 11.273
"1781" 631.125 "neem" 11.04
"1782" 631.125 "wdc" 13.505
"1783" 631.042 "neem" 9.8
"1784" 631.042 "wdc" 15.621
"1785" 630.958 "neem" 9.29
"1786" 630.958 "wdc" 16.697
"1787" 630.875 "neem" 9.85
"1788" 630.875 "wdc" 18.455
"1789" 630.792 "neem" 10.64
"1790" 630.792 "wdc" 18.823
"1791" 630.708 "neem" 11.69
"1792" 630.708 "wdc" 18.383
"1793" 630.625 "neem" 12.66
"1794" 630.625 "wdc" 18.157
"1795" 630.542 "neem" 13.31
"1796" 630.542 "wdc" 17.978
"1797" 630.458 "neem" 13.54
"1798" 630.458 "wdc" 17.408
"1799" 630.375 "neem" 13.93
"1800" 630.375 "wdc" 17.39
"1801" 630.292 "neem" 15.14
"1802" 630.292 "wdc" 17.539
"1803" 630.208 "neem" 16.14
"1804" 630.208 "wdc" 18.561
"1805" 630.125 "neem" 16.02
"1806" 630.125 "wdc" 19.778
"1807" 630.042 "neem" 14.46
"1808" 630.042 "wdc" 20.14
"1809" 629.958 "neem" 13.01
"1810" 629.958 "wdc" 19.762
"1811" 629.875 "neem" 11.92
"1812" 629.875 "wdc" 13.783
"1813" 629.792 "neem" 11.11
"1814" 629.792 "wdc" 12.007
"1815" 629.708 "neem" 11.18
"1816" 629.708 "wdc" 9.8293
"1817" 629.625 "neem" 12.24
"1818" 629.625 "wdc" 9.2947
"1819" 629.542 "neem" 13.47
"1820" 629.542 "wdc" 9.8756
"1821" 629.458 "neem" 14.34
"1822" 629.458 "wdc" 11.727
"1823" 629.375 "neem" 16.17
"1824" 629.375 "wdc" 13.887
"1825" 629.292 "neem" 19.48
"1826" 629.292 "wdc" 16.472
"1827" 629.208 "neem" 22.87
"1828" 629.208 "wdc" 17.992
"1829" 629.125 "neem" 25.87
"1830" 629.125 "wdc" 16.992
"1831" 629.042 "neem" 27.85
"1832" 629.042 "wdc" 14.731
"1833" 628.958 "neem" 28.53
"1834" 628.958 "wdc" 12.024
"1835" 628.875 "neem" 28.09
"1836" 628.875 "wdc" 9.9763
"1837" 628.792 "neem" 26.68
"1838" 628.792 "wdc" 9.6262
"1839" 628.708 "neem" 25.94
"1840" 628.708 "wdc" 9.31
"1841" 628.625 "neem" 26.41
"1842" 628.625 "wdc" 9.7474
"1843" 628.542 "neem" 29.56
"1844" 628.542 "wdc" 10.834
"1845" 628.458 "neem" 34.99
"1846" 628.458 "wdc" 13.047
"1847" 628.375 "neem" 42.02
"1848" 628.375 "wdc" 15.082
"1849" 628.292 "neem" 50.52
"1850" 628.292 "wdc" 15.644
"1851" 628.208 "neem" 58.56
"1852" 628.208 "wdc" 15.13
"1853" 628.125 "neem" 65.85
"1854" 628.125 "wdc" 13.826
"1855" 628.042 "neem" 74.63
"1856" 628.042 "wdc" 11.772
"1857" 627.958 "neem" 86.84
"1858" 627.958 "wdc" 10.378
"1859" 627.875 "neem" 101.97
"1860" 627.875 "wdc" 10.222
"1861" 627.792 "neem" 118.34
"1862" 627.792 "wdc" 10.46
"1863" 627.708 "neem" 135.53
"1864" 627.708 "wdc" 10.567
"1865" 627.625 "neem" 148.46
"1866" 627.625 "wdc" 10.898
"1867" 627.542 "neem" 155.22
"1868" 627.542 "wdc" 11.556
"1869" 627.458 "neem" 157.21
"1870" 627.458 "wdc" 12.199
"1871" 627.375 "neem" 156.92
"1872" 627.375 "wdc" 13.215
"1873" 627.292 "neem" 150.63
"1874" 627.292 "wdc" 15.178
"1875" 627.208 "neem" 136.62
"1876" 627.208 "wdc" 15.673
"1877" 627.125 "neem" 118.42
"1878" 627.125 "wdc" 15.277
"1879" 627.042 "neem" 94.7
"1880" 627.042 "wdc" 14.554
"1881" 626.958 "neem" 70.97
"1882" 626.958 "wdc" 13.671
"1883" 626.875 "neem" 51.03
"1884" 626.875 "wdc" 12.902
"1885" 626.792 "neem" 43.05
"1886" 626.792 "wdc" 12.545
"1887" 626.708 "neem" 37.41
"1888" 626.708 "wdc" 12.604
"1889" 626.625 "neem" 32.44
"1890" 626.625 "wdc" 12.008
"1891" 626.542 "neem" 33.11
"1892" 626.542 "wdc" 11.336
"1893" 626.458 "neem" 34.42
"1894" 626.458 "wdc" 10.347
"1895" 626.375 "neem" 34.89
"1896" 626.375 "wdc" 9.7177
"1897" 626.292 "neem" 34.2
"1898" 626.292 "wdc" 9.667
"1899" 626.208 "neem" 30.58
"1900" 626.208 "wdc" 10.318
"1901" 626.125 "neem" 25.61
"1902" 626.125 "wdc" 10.814
"1903" 626.042 "neem" 20.42
"1904" 626.042 "wdc" 10.814
"1905" 625.958 "neem" 16.33
"1906" 625.958 "wdc" 11.525
"1907" 625.875 "neem" 14.02
"1908" 625.875 "wdc" 11.878
"1909" 625.792 "neem" 12.62
"1910" 625.792 "wdc" 11.85
"1911" 625.708 "neem" 11.46
"1912" 625.708 "wdc" 11.521
"1913" 625.625 "neem" 9.98
"1914" 625.625 "wdc" 11.248
"1915" 625.542 "neem" 8.7
"1916" 625.542 "wdc" 10.996
"1917" 625.458 "neem" 8.38
"1918" 625.458 "wdc" 10.418
"1919" 625.375 "neem" 8.97
"1920" 625.375 "wdc" 10.253
"1921" 625.292 "neem" 10.41
"1922" 625.292 "wdc" 10.326
"1923" 625.208 "neem" 12.1
"1924" 625.208 "wdc" 10.717
"1925" 625.125 "neem" 13.69
"1926" 625.125 "wdc" 11.616
"1927" 625.042 "neem" 14.63
"1928" 625.042 "wdc" 12.805
"1929" 624.958 "neem" 14.78
"1930" 624.958 "wdc" 13.66
"1931" 624.875 "neem" 14.35
"1932" 624.875 "wdc" 14.589
"1933" 624.792 "neem" 13.33
"1934" 624.792 "wdc" 14.443
"1935" 624.708 "neem" 12.03
"1936" 624.708 "wdc" 13.542
"1937" 624.625 "neem" 10.69
"1938" 624.625 "wdc" 12.021
"1939" 624.542 "neem" 10.16
"1940" 624.542 "wdc" 10.385
"1941" 624.458 "neem" 10.17
"1942" 624.458 "wdc" 9.9586
"1943" 624.375 "neem" 10.86
"1944" 624.375 "wdc" 9.7798
"1945" 624.292 "neem" 11.66
"1946" 624.292 "wdc" 9.9805
"1947" 624.208 "neem" 12.36
"1948" 624.208 "wdc" 10.14
"1949" 624.125 "neem" 12.31
"1950" 624.125 "wdc" 10.425
"1951" 624.042 "neem" 12.04
"1952" 624.042 "wdc" 11.534
"1953" 623.958 "neem" 10.93
"1954" 623.958 "wdc" 13.235
"1955" 623.875 "neem" 9.5
"1956" 623.875 "wdc" 14.559
"1957" 623.792 "neem" 9.04
"1958" 623.792 "wdc" 16.078
"1959" 623.708 "neem" 9.9
"1960" 623.708 "wdc" 16.276
"1961" 623.625 "neem" 11.39
"1962" 623.625 "wdc" 14.524
"1963" 623.542 "neem" 13.78
"1964" 623.542 "wdc" 13.02
"1965" 623.458 "neem" 16.99
"1966" 623.458 "wdc" 11.506
"1967" 623.375 "neem" 20.08
"1968" 623.375 "wdc" 9.9777
"1969" 623.292 "neem" 21.77
"1970" 623.292 "wdc" 9.7346
"1971" 623.208 "neem" 21.48
"1972" 623.208 "wdc" 10.499
"1973" 623.125 "neem" 18.38
"1974" 623.125 "wdc" 11.745
"1975" 623.042 "neem" 13.99
"1976" 623.042 "wdc" 12.273
"1977" 622.958 "neem" 9.55
"1978" 622.958 "wdc" 13.579
"1979" 622.875 "neem" 6.45
"1980" 622.875 "wdc" 15.803
"1981" 622.792 "neem" 5.23
"1982" 622.792 "wdc" 15.863
"1983" 622.708 "neem" 5.51
"1984" 622.708 "wdc" 15.458
"1985" 622.625 "neem" 6.43
"1986" 622.625 "wdc" 15.116
"1987" 622.542 "neem" 7.53
"1988" 622.542 "wdc" 13.768
"1989" 622.458 "neem" 8.84
"1990" 622.458 "wdc" 11.654
"1991" 622.375 "neem" 10.67
"1992" 622.375 "wdc" 10.763
"1993" 622.292 "neem" 12.64
"1994" 622.292 "wdc" 10.103
"1995" 622.208 "neem" 14.47
"1996" 622.208 "wdc" 9.9188
"1997" 622.125 "neem" 15.68
"1998" 622.125 "wdc" 9.2755
"1999" 622.042 "neem" 15.12
"2000" 622.042 "wdc" 9.5108
"2001" 621.958 "neem" 13.67
"2002" 621.958 "wdc" 10.039
"2003" 621.875 "neem" 12.51
"2004" 621.875 "wdc" 10.81
"2005" 621.792 "neem" 11.51
"2006" 621.792 "wdc" 11.412
"2007" 621.708 "neem" 11.13
"2008" 621.708 "wdc" 11.832
"2009" 621.625 "neem" 11.95
"2010" 621.625 "wdc" 12.906
"2011" 621.542 "neem" 13.25
"2012" 621.542 "wdc" 13.212
"2013" 621.458 "neem" 14.35
"2014" 621.458 "wdc" 12.448
"2015" 621.375 "neem" 15.25
"2016" 621.375 "wdc" 12.167
"2017" 621.292 "neem" 15.53
"2018" 621.292 "wdc" 11.592
"2019" 621.208 "neem" 15.65
"2020" 621.208 "wdc" 11.627
"2021" 621.125 "neem" 14.91
"2022" 621.125 "wdc" 11.47
"2023" 621.042 "neem" 13.57
"2024" 621.042 "wdc" 11.385
"2025" 620.958 "neem" 12.01
"2026" 620.958 "wdc" 12.074
"2027" 620.875 "neem" 10.75
"2028" 620.875 "wdc" 13.295
"2029" 620.792 "neem" 9.44
"2030" 620.792 "wdc" 14.931
"2031" 620.708 "neem" 8.91
"2032" 620.708 "wdc" 16.827
"2033" 620.625 "neem" 8.54
"2034" 620.625 "wdc" 18.328
"2035" 620.542 "neem" 9.7
"2036" 620.542 "wdc" 18.928
"2037" 620.458 "neem" 10.9
"2038" 620.458 "wdc" 17.181
"2039" 620.375 "neem" 11.92
"2040" 620.375 "wdc" 15.31
"2041" 620.292 "neem" 12.85
"2042" 620.292 "wdc" 13.048
"2043" 620.208 "neem" 13.18
"2044" 620.208 "wdc" 11.45
"2045" 620.125 "neem" 13.82
"2046" 620.125 "wdc" 11.737
"2047" 620.042 "neem" 14.39
"2048" 620.042 "wdc" 12.549
"2049" 619.958 "neem" 14.31
"2050" 619.958 "wdc" 14.01
"2051" 619.875 "neem" 13.14
"2052" 619.875 "wdc" 16.325
"2053" 619.792 "neem" 11.5
"2054" 619.792 "wdc" 17.902
"2055" 619.708 "neem" 9.6
"2056" 619.708 "wdc" 17.875
"2057" 619.625 "neem" 8.26
"2058" 619.625 "wdc" 16.856
"2059" 619.542 "neem" 7.84
"2060" 619.542 "wdc" 16.347
"2061" 619.458 "neem" 7.72
"2062" 619.458 "wdc" 15.589
"2063" 619.375 "neem" 8.45
"2064" 619.375 "wdc" 13.394
"2065" 619.292 "neem" 9.2
"2066" 619.292 "wdc" 11.4
"2067" 619.208 "neem" 9.65
"2068" 619.208 "wdc" 11.125
"2069" 619.125 "neem" 9.61
"2070" 619.125 "wdc" 12.95
"2071" 619.042 "neem" 9.21
"2072" 619.042 "wdc" 15.125
"2073" 618.958 "neem" 8.22
"2074" 618.958 "wdc" 16.603
"2075" 618.875 "neem" 7.63
"2076" 618.875 "wdc" 17.345
"2077" 618.792 "neem" 7.95
"2078" 618.792 "wdc" 17.883
"2079" 618.708 "neem" 8.75
"2080" 618.708 "wdc" 18.669
"2081" 618.625 "neem" 9.76
"2082" 618.625 "wdc" 18.277
"2083" 618.542 "neem" 10.9
"2084" 618.542 "wdc" 16.832
"2085" 618.458 "neem" 12.52
"2086" 618.458 "wdc" 15.539
"2087" 618.375 "neem" 14.32
"2088" 618.375 "wdc" 13.935
"2089" 618.292 "neem" 15.69
"2090" 618.292 "wdc" 12.762
"2091" 618.208 "neem" 15.87
"2092" 618.208 "wdc" 11.494
"2093" 618.125 "neem" 15.11
"2094" 618.125 "wdc" 12.636
"2095" 618.042 "neem" 13.91
"2096" 618.042 "wdc" 14.673
"2097" 617.958 "neem" 12.61
"2098" 617.958 "wdc" 17.735
"2099" 617.875 "neem" 11.47
"2100" 617.875 "wdc" 21.352
"2101" 617.792 "neem" 10.62
"2102" 617.792 "wdc" 24.1
"2103" 617.708 "neem" 10.29
"2104" 617.708 "wdc" 25.61
"2105" 617.625 "neem" 10.41
"2106" 617.625 "wdc" 25.436
"2107" 617.542 "neem" 10.84
"2108" 617.542 "wdc" 23.167
"2109" 617.458 "neem" 11.43
"2110" 617.458 "wdc" 19.389
"2111" 617.375 "neem" 12.01
"2112" 617.375 "wdc" 16.123
"2113" 617.292 "neem" 12.73
"2114" 617.292 "wdc" 14.26
"2115" 617.208 "neem" 13.27
"2116" 617.208 "wdc" 13.187
"2117" 617.125 "neem" 12.91
"2118" 617.125 "wdc" 13.2
"2119" 617.042 "neem" 11.63
"2120" 617.042 "wdc" 14.095
"2121" 616.958 "neem" 10.24
"2122" 616.958 "wdc" 15.027
"2123" 616.875 "neem" 8.84
"2124" 616.875 "wdc" 16.722
"2125" 616.792 "neem" 7.68
"2126" 616.792 "wdc" 18.193
"2127" 616.708 "neem" 6.88
"2128" 616.708 "wdc" 18.258
"2129" 616.625 "neem" 6.69
"2130" 616.625 "wdc" 17.843
"2131" 616.542 "neem" 7.14
"2132" 616.542 "wdc" 16.852
"2133" 616.458 "neem" 7.81
"2134" 616.458 "wdc" 15.565
"2135" 616.375 "neem" 8.82
"2136" 616.375 "wdc" 13.611
"2137" 616.292 "neem" 10.15
"2138" 616.292 "wdc" 12.78
"2139" 616.208 "neem" 11.47
"2140" 616.208 "wdc" 13.139
"2141" 616.125 "neem" 12.26
"2142" 616.125 "wdc" 13.966
"2143" 616.042 "neem" 12.15
"2144" 616.042 "wdc" 15.42
"2145" 615.958 "neem" 11.65
"2146" 615.958 "wdc" 16.532
"2147" 615.875 "neem" 11.18
"2148" 615.875 "wdc" 17.672
"2149" 615.792 "neem" 11.23
"2150" 615.792 "wdc" 18.867
"2151" 615.708 "neem" 11.81
"2152" 615.708 "wdc" 18.291
"2153" 615.625 "neem" 12.64
"2154" 615.625 "wdc" 16.354
"2155" 615.542 "neem" 13.42
"2156" 615.542 "wdc" 14.025
"2157" 615.458 "neem" 14.15
"2158" 615.458 "wdc" 12.758
"2159" 615.375 "neem" 14.8
"2160" 615.375 "wdc" 12.047
"2161" 615.292 "neem" 13.95
"2162" 615.292 "wdc" 11.549
"2163" 615.208 "neem" 13.72
"2164" 615.208 "wdc" 12.497
"2165" 615.125 "neem" 13.64
"2166" 615.125 "wdc" 13.812
"2167" 615.042 "neem" 12.55
"2168" 615.042 "wdc" 15.134
"2169" 614.958 "neem" 11.49
"2170" 614.958 "wdc" 17.038
"2171" 614.875 "neem" 10.9
"2172" 614.875 "wdc" 17.934
"2173" 614.792 "neem" 9.91
"2174" 614.792 "wdc" 17.385
"2175" 614.708 "neem" 9.19
"2176" 614.708 "wdc" 16.396
"2177" 614.625 "neem" 9.31
"2178" 614.625 "wdc" 14.243
"2179" 614.542 "neem" 9.73
"2180" 614.542 "wdc" 12.06
"2181" 614.458 "neem" 10.57
"2182" 614.458 "wdc" 10.676
"2183" 614.375 "neem" 11.5
"2184" 614.375 "wdc" 10.329
"2185" 614.292 "neem" 12.33
"2186" 614.292 "wdc" 10.372
"2187" 614.208 "neem" 12.87
"2188" 614.208 "wdc" 9.6955
"2189" 614.125 "neem" 12.93
"2190" 614.125 "wdc" 7.5704
"2191" 614.042 "neem" 12.44
"2192" 614.042 "wdc" 7.6404
"2193" 613.958 "neem" 11.59
"2194" 613.958 "wdc" 7.437
"2195" 613.875 "neem" 10.88
"2196" 613.875 "wdc" 8.0047
"2197" 613.792 "neem" 10.04
"2198" 613.792 "wdc" 8.6267
"2199" 613.708 "neem" 9.43
"2200" 613.708 "wdc" 9.136
"2201" 613.625 "neem" 9.34
"2202" 613.625 "wdc" 10.096
"2203" 613.542 "neem" 9.79
"2204" 613.542 "wdc" 11.102
"2205" 613.458 "neem" 10.26
"2206" 613.458 "wdc" 13.181
"2207" 613.375 "neem" 10.78
"2208" 613.375 "wdc" 15.681
"2209" 613.292 "neem" 12.05
"2210" 613.292 "wdc" 16.373
"2211" 613.208 "neem" 13.02
"2212" 613.208 "wdc" 15.545
"2213" 613.125 "neem" 13.04
"2214" 613.125 "wdc" 13.248
"2215" 613.042 "neem" 12.38
"2216" 613.042 "wdc" 11.226
"2217" 612.958 "neem" 11.46
"2218" 612.958 "wdc" 10.295
"2219" 612.208 "neem" 10.25
"2220" 612.208 "wdc" 9.6396
"2221" 612.125 "neem" 9.63
"2222" 612.125 "wdc" 9.4993
"2223" 612.042 "neem" 8.41
"2224" 612.042 "wdc" 9.7839
"2225" 611.958 "neem" 7.69
"2226" 611.958 "wdc" 9.8349
"2227" 611.875 "neem" 7.46
"2228" 611.875 "wdc" 10.476
"2229" 611.792 "neem" 7.49
"2230" 611.792 "wdc" 11.57
"2231" 611.708 "neem" 8.07
"2232" 611.708 "wdc" 12.578
"2233" 611.625 "neem" 9.44
"2234" 611.625 "wdc" 13.804
"2235" 611.542 "neem" 11.4
"2236" 611.542 "wdc" 15.649
"2237" 611.458 "neem" 14.03
"2238" 611.458 "wdc" 16.84
"2239" 611.375 "neem" 16.86
"2240" 611.375 "wdc" 16.119
"2241" 611.292 "neem" 18.78
"2242" 611.292 "wdc" 13.878
"2243" 611.208 "neem" 20.2
"2244" 611.208 "wdc" 11.572
"2245" 611.125 "neem" 20.4
"2246" 611.125 "wdc" 10.609
"2247" 611.042 "neem" 19.05
"2248" 611.042 "wdc" 10.786
"2249" 610.958 "neem" 17.4
"2250" 610.958 "wdc" 11.744
"2251" 610.875 "neem" 15.79
"2252" 610.875 "wdc" 12.135
"2253" 610.792 "neem" 13.88
"2254" 610.792 "wdc" 12.521
"2255" 610.708 "neem" 12.43
"2256" 610.708 "wdc" 15.256
"2257" 610.625 "neem" 11.59
"2258" 610.625 "wdc" 17.753
"2259" 610.542 "neem" 11.44
"2260" 610.542 "wdc" 20.128
"2261" 610.458 "neem" 11.29
"2262" 610.458 "wdc" 21.104
"2263" 610.375 "neem" 11.55
"2264" 610.375 "wdc" 19.731
"2265" 610.292 "neem" 12.12
"2266" 610.292 "wdc" 18.126
"2267" 610.208 "neem" 12.92
"2268" 610.208 "wdc" 16.677
"2269" 610.125 "neem" 13.38
"2270" 610.125 "wdc" 14.97
"2271" 610.042 "neem" 13.11
"2272" 610.042 "wdc" 15.07
"2273" 609.958 "neem" 12.3
"2274" 609.958 "wdc" 15.528
"2275" 609.875 "neem" 11.43
"2276" 609.875 "wdc" 16.933
"2277" 609.792 "neem" 10.93
"2278" 609.792 "wdc" 18.124
"2279" 609.708 "neem" 10.34
"2280" 609.708 "wdc" 20.412
"2281" 609.625 "neem" 10.08
"2282" 609.625 "wdc" 21.898
"2283" 609.542 "neem" 10.47
"2284" 609.542 "wdc" 23.526
"2285" 609.458 "neem" 11.13
"2286" 609.458 "wdc" 24.579
"2287" 609.375 "neem" 12.48
"2288" 609.375 "wdc" 21.98
"2289" 609.292 "neem" 14.26
"2290" 609.292 "wdc" 19.737
"2291" 609.208 "neem" 15.67
"2292" 609.208 "wdc" 16.978
"2293" 609.125 "neem" 16.74
"2294" 609.125 "wdc" 14.675
"2295" 609.042 "neem" 16.09
"2296" 609.042 "wdc" 13.699
"2297" 608.958 "neem" 14.18
"2298" 608.958 "wdc" 12.4
"2299" 608.875 "neem" 11.93
"2300" 608.875 "wdc" 11.781
"2301" 608.792 "neem" 10.84
"2302" 608.792 "wdc" 11.901
"2303" 608.708 "neem" 10.5
"2304" 608.708 "wdc" 12.73
"2305" 608.625 "neem" 10.45
"2306" 608.625 "wdc" 14.543
