"year" "core_loc" "value"
"792" 672.958 "wdc" 11.586
"793" 672.875 "neem" 10.54
"794" 672.875 "wdc" 10.918
"795" 672.792 "neem" 11.31
"796" 672.792 "wdc" 10.798
"797" 672.708 "neem" 11.96
"798" 672.708 "wdc" 12.629
"799" 672.625 "neem" 12.23
"800" 672.625 "wdc" 15.212
"801" 672.542 "neem" 12.54
"802" 672.542 "wdc" 18.176
"803" 672.458 "neem" 12.08
"804" 672.458 "wdc" 21.945
"805" 672.375 "neem" 12.13
"806" 672.375 "wdc" 24.34
"807" 672.292 "neem" 13.83
"808" 672.292 "wdc" 25.143
"809" 672.208 "neem" 17.2
"810" 672.208 "wdc" 23.695
"811" 672.125 "neem" 21.58
"812" 672.125 "wdc" 21.02
"813" 672.042 "neem" 24.7
"814" 672.042 "wdc" 17.286
"815" 671.958 "neem" 25.47
"816" 671.958 "wdc" 13.535
"817" 671.875 "neem" 25.57
"818" 671.875 "wdc" 10.626
"819" 671.792 "neem" 24.48
"820" 671.792 "wdc" 8.783
"821" 671.708 "neem" 23.17
"822" 671.708 "wdc" 8.054
"823" 671.625 "neem" 21.37
"824" 671.625 "wdc" 7.9642
"825" 671.542 "neem" 19.76
"826" 671.542 "wdc" 9.0322
"827" 671.458 "neem" 17.97
"828" 671.458 "wdc" 11.802
"829" 671.375 "neem" 16.41
"830" 671.375 "wdc" 14.956
"831" 671.292 "neem" 15.21
"832" 671.292 "wdc" 16.913
"833" 671.208 "neem" 14.25
"834" 671.208 "wdc" 16.194
"835" 671.125 "neem" 13.12
"836" 671.125 "wdc" 14.148
"837" 671.042 "neem" 11.8
"838" 671.042 "wdc" 11.58
"839" 670.958 "neem" 10.08
"840" 670.958 "wdc" 9.1816
"841" 670.875 "neem" 8.72
"842" 670.875 "wdc" 7.8237
"843" 670.792 "neem" 7.47
"844" 670.792 "wdc" 7.3754
"845" 670.708 "neem" 6.97
"846" 670.708 "wdc" 7.8532
"847" 670.625 "neem" 6.85
"848" 670.625 "wdc" 8.489
"849" 670.542 "neem" 7.14
"850" 670.542 "wdc" 9.1133
"851" 670.458 "neem" 7.35
"852" 670.458 "wdc" 10.26
"853" 670.375 "neem" 7.54
"854" 670.375 "wdc" 11.513
"855" 670.292 "neem" 7.88
"856" 670.292 "wdc" 12.024
"857" 670.208 "neem" 8.14
"858" 670.208 "wdc" 11.532
"859" 670.125 "neem" 8.6
"860" 670.125 "wdc" 10.87
"861" 670.042 "neem" 8.98
"862" 670.042 "wdc" 9.7561
"863" 669.958 "neem" 9.43
"864" 669.958 "wdc" 9.2851
"865" 669.875 "neem" 9.38
"866" 669.875 "wdc" 9.2211
"867" 669.792 "neem" 9.22
"868" 669.792 "wdc" 8.6397
"869" 669.708 "neem" 8.94
"870" 669.708 "wdc" 8.8435
"871" 669.625 "neem" 8.88
"872" 669.625 "wdc" 9.0808
"873" 669.542 "neem" 8.95
"874" 669.542 "wdc" 10.417
"875" 669.458 "neem" 9.46
"876" 669.458 "wdc" 13.311
"877" 669.375 "neem" 10.56
"878" 669.375 "wdc" 15.663
"879" 669.292 "neem" 11.83
"880" 669.292 "wdc" 16.493
"881" 669.208 "neem" 12.89
"882" 669.208 "wdc" 16.487
"883" 669.125 "neem" 13.25
"884" 669.125 "wdc" 14.796
"885" 669.042 "neem" 13.23
"886" 669.042 "wdc" 13.172
"887" 668.958 "neem" 13.27
"888" 668.958 "wdc" 11.852
"889" 668.875 "neem" 13.54
"890" 668.875 "wdc" 10.004
"891" 668.792 "neem" 14.21
"892" 668.792 "wdc" 9.3069
"893" 668.708 "neem" 14.77
"894" 668.708 "wdc" 10.401
"895" 668.625 "neem" 15.34
"896" 668.625 "wdc" 11.355
"897" 668.542 "neem" 16.02
"898" 668.542 "wdc" 13.32
"899" 668.458 "neem" 16.28
"900" 668.458 "wdc" 16.118
"901" 668.375 "neem" 16.36
"902" 668.375 "wdc" 18.66
"903" 668.292 "neem" 15.86
"904" 668.292 "wdc" 20.115
"905" 668.208 "neem" 15.51
"906" 668.208 "wdc" 18.153
"907" 668.125 "neem" 15.23
"908" 668.125 "wdc" 13.981
"909" 668.042 "neem" 14.64
"910" 668.042 "wdc" 11.054
"911" 667.958 "neem" 13.51
"912" 667.958 "wdc" 9.9826
"913" 667.875 "neem" 12.35
"914" 667.875 "wdc" 9.2687
"915" 667.792 "neem" 12.61
"916" 667.792 "wdc" 9.7852
"917" 667.708 "neem" 13.77
"918" 667.708 "wdc" 10.962
"919" 667.625 "neem" 15.47
"920" 667.625 "wdc" 11.735
"921" 667.542 "neem" 17.19
"922" 667.542 "wdc" 11.445
"923" 667.458 "neem" 18.93
"924" 667.458 "wdc" 12.442
"925" 667.375 "neem" 20.76
"926" 667.375 "wdc" 12.871
"927" 667.292 "neem" 21.93
"928" 667.292 "wdc" 11.511
"929" 667.208 "neem" 22.18
"930" 667.208 "wdc" 10.16
"931" 667.125 "neem" 21.54
"932" 667.125 "wdc" 9.2663
"933" 667.042 "neem" 19.06
"934" 667.042 "wdc" 9.2458
"935" 666.958 "neem" 15.48
"936" 666.958 "wdc" 10.398
"937" 666.875 "neem" 12.71
"938" 666.875 "wdc" 11.329
"939" 666.792 "neem" 11.38
"940" 666.792 "wdc" 12.634
"941" 666.708 "neem" 10.87
"942" 666.708 "wdc" 14.429
"943" 666.625 "neem" 11.2
"944" 666.625 "wdc" 16.106
"945" 666.542 "neem" 11.19
"946" 666.542 "wdc" 17.431
"947" 666.458 "neem" 11.47
"948" 666.458 "wdc" 17.852
"949" 666.375 "neem" 13.3
"950" 666.375 "wdc" 16.803
"951" 666.292 "neem" 15.5
"952" 666.292 "wdc" 14.885
"953" 666.208 "neem" 16.87
"954" 666.208 "wdc" 12.475
"955" 666.125 "neem" 16.89
"956" 666.125 "wdc" 10.511
"957" 666.042 "neem" 15.19
"958" 666.042 "wdc" 9.081
"959" 665.958 "neem" 13.52
"960" 665.958 "wdc" 8.9144
"961" 665.875 "neem" 12.99
"962" 665.875 "wdc" 9.1201
"963" 665.792 "neem" 12.93
"964" 665.792 "wdc" 9.9818
"965" 665.708 "neem" 13.34
"966" 665.708 "wdc" 11.243
"967" 665.625 "neem" 13.96
"968" 665.625 "wdc" 12.548
"969" 665.542 "neem" 14.49
"970" 665.542 "wdc" 13.631
"971" 665.458 "neem" 14.73
"972" 665.458 "wdc" 13.589
"973" 665.375 "neem" 14.6
"974" 665.375 "wdc" 12.94
"975" 665.292 "neem" 13.94
"976" 665.292 "wdc" 12.14
"977" 665.208 "neem" 13.21
"978" 665.208 "wdc" 11.185
"979" 665.125 "neem" 12.17
"980" 665.125 "wdc" 10.707
"981" 665.042 "neem" 11.24
"982" 665.042 "wdc" 9.7107
"983" 664.958 "neem" 10.09
"984" 664.958 "wdc" 8.8338
"985" 664.875 "neem" 8.85
"986" 664.875 "wdc" 8.8561
"987" 664.792 "neem" 8.06
"988" 664.792 "wdc" 8.4798
"989" 664.708 "neem" 7.97
"990" 664.708 "wdc" 8.9524
"991" 664.625 "neem" 8.13
"992" 664.625 "wdc" 9.972
"993" 664.542 "neem" 8.5
"994" 664.542 "wdc" 11.124
"995" 664.458 "neem" 9.19
"996" 664.458 "wdc" 12.605
"997" 664.375 "neem" 10.06
"998" 664.375 "wdc" 13.53
"999" 664.292 "neem" 11.4
"1000" 664.292 "wdc" 13.121
"1001" 664.208 "neem" 11.99
"1002" 664.208 "wdc" 11.872
"1003" 664.125 "neem" 10.93
"1004" 664.125 "wdc" 10.812
"1005" 664.042 "neem" 10.06
"1006" 664.042 "wdc" 10.439
"1007" 663.958 "neem" 8.89
"1008" 663.958 "wdc" 10.312
"1009" 663.875 "neem" 7.95
"1010" 663.875 "wdc" 10.231
"1011" 663.792 "neem" 7.57
"1012" 663.792 "wdc" 10.347
"1013" 663.708 "neem" 7.33
"1014" 663.708 "wdc" 11.877
"1015" 663.625 "neem" 7.63
"1016" 663.625 "wdc" 13.034
"1017" 663.542 "neem" 8.92
"1018" 663.542 "wdc" 14.218
"1019" 663.458 "neem" 10.75
"1020" 663.458 "wdc" 14.607
"1021" 663.375 "neem" 12.19
"1022" 663.375 "wdc" 13.425
"1023" 663.292 "neem" 13.76
"1024" 663.292 "wdc" 11.591
"1025" 663.208 "neem" 14.43
"1026" 663.208 "wdc" 9.9873
"1027" 663.125 "neem" 13.34
"1028" 663.125 "wdc" 8.884
"1029" 663.042 "neem" 12.22
"1030" 663.042 "wdc" 8.2577
"1031" 662.958 "neem" 11.79
"1032" 662.958 "wdc" 7.8021
"1033" 662.875 "neem" 11.58
"1034" 662.875 "wdc" 7.6556
"1035" 662.792 "neem" 12.18
"1036" 662.792 "wdc" 8.5593
"1037" 662.708 "neem" 12.85
"1038" 662.708 "wdc" 10.657
"1039" 662.625 "neem" 13.31
"1040" 662.625 "wdc" 12.612
"1041" 662.542 "neem" 13.52
"1042" 662.542 "wdc" 15.651
"1043" 662.458 "neem" 13.99
"1044" 662.458 "wdc" 17.932
"1045" 662.375 "neem" 14.7
"1046" 662.375 "wdc" 18.667
"1047" 662.292 "neem" 14.86
"1048" 662.292 "wdc" 18.021
"1049" 662.208 "neem" 15.04
"1050" 662.208 "wdc" 16.657
"1051" 662.125 "neem" 14.86
"1052" 662.125 "wdc" 14.575
"1053" 662.042 "neem" 14.27
"1054" 662.042 "wdc" 12.702
"1055" 661.958 "neem" 13.66
"1056" 661.958 "wdc" 10.811
"1057" 661.875 "neem" 13.74
"1058" 661.875 "wdc" 10.153
"1059" 661.792 "neem" 14.43
"1060" 661.792 "wdc" 10.353
"1061" 661.708 "neem" 15.65
"1062" 661.708 "wdc" 10.453
"1063" 661.625 "neem" 16.79
"1064" 661.625 "wdc" 10.887
"1065" 661.542 "neem" 17.66
"1066" 661.542 "wdc" 11.705
"1067" 661.458 "neem" 18.81
"1068" 661.458 "wdc" 11.738
"1069" 661.375 "neem" 19.57
"1070" 661.375 "wdc" 11.462
"1071" 661.292 "neem" 19.04
"1072" 661.292 "wdc" 10.328
"1073" 661.208 "neem" 17.98
"1074" 661.208 "wdc" 9.3719
"1075" 661.125 "neem" 16.69
"1076" 661.125 "wdc" 8.3317
"1077" 661.042 "neem" 15.35
"1078" 661.042 "wdc" 7.4888
"1079" 660.958 "neem" 13.72
"1080" 660.958 "wdc" 7.6875
"1081" 660.875 "neem" 11.72
"1082" 660.875 "wdc" 8.2172
"1083" 660.792 "neem" 10.91
"1084" 660.792 "wdc" 8.9288
"1085" 660.708 "neem" 10.97
"1086" 660.708 "wdc" 9.5101
"1087" 660.625 "neem" 10.81
"1088" 660.625 "wdc" 10.342
"1089" 660.542 "neem" 11.8
"1090" 660.542 "wdc" 10.984
"1091" 660.458 "neem" 12.66
"1092" 660.458 "wdc" 12.753
"1093" 660.375 "neem" 12.23
"1094" 660.375 "wdc" 13.005
"1095" 660.292 "neem" 11.48
"1096" 660.292 "wdc" 13.026
"1097" 660.208 "neem" 10.62
"1098" 660.208 "wdc" 12.169
"1099" 660.125 "neem" 9.97
"1100" 660.125 "wdc" 10.813
"1101" 660.042 "neem" 9.49
"1102" 660.042 "wdc" 9.4725
"1103" 659.958 "neem" 9.03
"1104" 659.958 "wdc" 8.7357
"1105" 659.875 "neem" 8.73
"1106" 659.875 "wdc" 7.738
"1107" 659.792 "neem" 7.91
"1108" 659.792 "wdc" 7.7882
"1109" 659.708 "neem" 6.55
"1110" 659.708 "wdc" 8.3491
"1111" 659.625 "neem" 6.28
"1112" 659.625 "wdc" 9.7467
"1113" 659.542 "neem" 7.24
"1114" 659.542 "wdc" 11.565
"1115" 659.458 "neem" 8.63
"1116" 659.458 "wdc" 13.482
"1117" 659.375 "neem" 10.13
"1118" 659.375 "wdc" 15.426
"1119" 659.292 "neem" 11.32
"1120" 659.292 "wdc" 16.48
"1121" 659.208 "neem" 12.16
"1122" 659.208 "wdc" 16.001
"1123" 659.125 "neem" 12.32
"1124" 659.125 "wdc" 15.293
"1125" 659.042 "neem" 12.65
"1126" 659.042 "wdc" 13.794
"1127" 658.958 "neem" 12.36
"1128" 658.958 "wdc" 11.901
"1129" 658.875 "neem" 11.36
"1130" 658.875 "wdc" 10.592
"1131" 658.792 "neem" 9.98
"1132" 658.792 "wdc" 10.11
"1133" 658.708 "neem" 9.24
"1134" 658.708 "wdc" 10.117
"1135" 658.625 "neem" 9.67
"1136" 658.625 "wdc" 10.64
"1137" 658.542 "neem" 11.31
"1138" 658.542 "wdc" 12.288
"1139" 658.458 "neem" 13.92
"1140" 658.458 "wdc" 14.658
"1141" 658.375 "neem" 17.46
"1142" 658.375 "wdc" 16.199
"1143" 658.292 "neem" 21.25
"1144" 658.292 "wdc" 17.045
"1145" 658.208 "neem" 24.04
"1146" 658.208 "wdc" 16.843
"1147" 658.125 "neem" 25.37
"1148" 658.125 "wdc" 15.954
"1149" 658.042 "neem" 25.28
"1150" 658.042 "wdc" 13.933
"1151" 657.958 "neem" 25.17
"1152" 657.958 "wdc" 12.53
"1153" 657.875 "neem" 24.88
"1154" 657.875 "wdc" 11.263
"1155" 657.792 "neem" 20.94
"1156" 657.792 "wdc" 10.876
"1157" 657.708 "neem" 15.24
"1158" 657.708 "wdc" 12.151
"1159" 657.625 "neem" 9.36
"1160" 657.625 "wdc" 13.493
"1161" 657.542 "neem" 7.33
"1162" 657.542 "wdc" 15.356
"1163" 657.458 "neem" 6.73
"1164" 657.458 "wdc" 17.527
"1165" 657.375 "neem" 6.39
"1166" 657.375 "wdc" 18.359
"1167" 657.292 "neem" 7.27
"1168" 657.292 "wdc" 18.207
"1169" 657.208 "neem" 9.3
"1170" 657.208 "wdc" 17.231
"1171" 657.125 "neem" 11.07
"1172" 657.125 "wdc" 15.452
"1173" 657.042 "neem" 12.34
"1174" 657.042 "wdc" 13.304
"1175" 656.958 "neem" 12.28
"1176" 656.958 "wdc" 11.402
"1177" 656.875 "neem" 11.04
"1178" 656.875 "wdc" 11.105
"1179" 656.792 "neem" 10.14
"1180" 656.792 "wdc" 11.741
"1181" 656.708 "neem" 9.75
"1182" 656.708 "wdc" 12.637
"1183" 656.625 "neem" 9.58
"1184" 656.625 "wdc" 15.322
"1185" 656.542 "neem" 9.95
"1186" 656.542 "wdc" 17.618
"1187" 656.458 "neem" 10.73
"1188" 656.458 "wdc" 17.855
"1189" 656.375 "neem" 11.6
"1190" 656.375 "wdc" 17.932
"1191" 656.292 "neem" 12.6
"1192" 656.292 "wdc" 17.699
"1193" 656.208 "neem" 13.76
"1194" 656.208 "wdc" 17.47
"1195" 656.125 "neem" 14.93
"1196" 656.125 "wdc" 16.825
"1197" 656.042 "neem" 15.57
"1198" 656.042 "wdc" 16.603
"1199" 655.958 "neem" 15.28
"1200" 655.958 "wdc" 16.087
"1201" 655.792 "neem" 13.04
"1202" 655.792 "wdc" 15.571
"1203" 655.708 "neem" 12.78
"1204" 655.708 "wdc" 14.915
"1205" 655.625 "neem" 12.48
"1206" 655.625 "wdc" 14.768
"1207" 655.542 "neem" 12.45
"1208" 655.542 "wdc" 14.554
"1209" 655.458 "neem" 13.35
"1210" 655.458 "wdc" 14.548
"1211" 655.375 "neem" 14.67
"1212" 655.375 "wdc" 15.076
"1213" 655.292 "neem" 16.51
"1214" 655.292 "wdc" 16.099
"1215" 655.208 "neem" 18.02
"1216" 655.208 "wdc" 16.253
"1217" 655.125 "neem" 18.88
"1218" 655.125 "wdc" 14.649
"1219" 655.042 "neem" 19.44
"1220" 655.042 "wdc" 12.912
"1221" 654.958 "neem" 19.66
"1222" 654.958 "wdc" 10.618
"1223" 654.875 "neem" 19.88
"1224" 654.875 "wdc" 8.9688
"1225" 654.792 "neem" 19.27
"1226" 654.792 "wdc" 7.8731
"1227" 654.708 "neem" 18.91
"1228" 654.708 "wdc" 7.0585
"1229" 654.625 "neem" 18.8
"1230" 654.625 "wdc" 7.7126
"1231" 654.542 "neem" 19.04
"1232" 654.542 "wdc" 8.5913
"1233" 654.458 "neem" 19.27
"1234" 654.458 "wdc" 9.6827
"1235" 654.375 "neem" 19.05
"1236" 654.375 "wdc" 11.252
"1237" 654.292 "neem" 18.51
"1238" 654.292 "wdc" 12.371
"1239" 654.208 "neem" 18.26
"1240" 654.208 "wdc" 13.134
"1241" 654.125 "neem" 18.39
"1242" 654.125 "wdc" 12.885
"1243" 654.042 "neem" 17.63
"1244" 654.042 "wdc" 12.079
"1245" 653.958 "neem" 14.76
"1246" 653.958 "wdc" 10.717
"1247" 653.875 "neem" 10.88
"1248" 653.875 "wdc" 8.836
"1249" 653.792 "neem" 9.41
"1250" 653.792 "wdc" 6.5759
"1251" 653.708 "neem" 9.19
"1252" 653.708 "wdc" 5.3334
"1253" 653.625 "neem" 9.58
"1254" 653.625 "wdc" 12.66
"1255" 653.542 "neem" 9.45
"1256" 653.542 "wdc" 13.284
"1257" 653.458 "neem" 9.71
"1258" 653.458 "wdc" 13.381
"1259" 653.375 "neem" 10.41
"1260" 653.375 "wdc" 11.062
"1261" 653.292 "neem" 11.12
"1262" 653.292 "wdc" 9.9079
"1263" 653.208 "neem" 12.26
"1264" 653.208 "wdc" 10.211
"1265" 653.125 "neem" 13.07
"1266" 653.125 "wdc" 11.291
"1267" 653.042 "neem" 12.78
"1268" 653.042 "wdc" 11.976
"1269" 652.958 "neem" 11.72
"1270" 652.958 "wdc" 12.064
"1271" 652.875 "neem" 10.95
"1272" 652.875 "wdc" 13.728
"1273" 652.792 "neem" 11.11
"1274" 652.792 "wdc" 13.699
"1275" 652.708 "neem" 11.77
"1276" 652.708 "wdc" 14.107
"1277" 652.625 "neem" 12.39
"1278" 652.625 "wdc" 15.017
"1279" 652.542 "neem" 13.49
"1280" 652.542 "wdc" 14.275
"1281" 652.458 "neem" 15.41
"1282" 652.458 "wdc" 13.846
"1283" 652.375 "neem" 17.28
"1284" 652.375 "wdc" 12.849
"1285" 652.292 "neem" 17.44
"1286" 652.292 "wdc" 10.171
"1287" 652.208 "neem" 16.31
"1288" 652.208 "wdc" 9.6466
"1289" 652.125 "neem" 15.05
"1290" 652.125 "wdc" 7.4379
"1291" 652.042 "neem" 14.41
"1292" 652.042 "wdc" 7.622
"1293" 651.958 "neem" 13.56
"1294" 651.958 "wdc" 8.6892
"1295" 651.875 "neem" 12.79
"1296" 651.875 "wdc" 9.7958
"1297" 651.792 "neem" 12.36
"1298" 651.792 "wdc" 10.999
"1299" 651.708 "neem" 12.24
"1300" 651.708 "wdc" 12.653
"1301" 651.625 "neem" 12.28
"1302" 651.625 "wdc" 13.767
"1303" 651.542 "neem" 12.65
"1304" 651.542 "wdc" 14.371
"1305" 651.458 "neem" 12.78
"1306" 651.458 "wdc" 14.187
"1307" 651.375 "neem" 12.87
"1308" 651.375 "wdc" 13.847
"1309" 651.292 "neem" 13.55
"1310" 651.292 "wdc" 13.823
"1311" 651.208 "neem" 14.91
"1312" 651.208 "wdc" 14.188
"1313" 651.125 "neem" 15.57
"1314" 651.125 "wdc" 12.865
"1315" 651.042 "neem" 15.19
"1316" 651.042 "wdc" 10.785
"1317" 650.958 "neem" 14.28
"1318" 650.958 "wdc" 12.013
"1319" 650.875 "neem" 12.96
"1320" 650.875 "wdc" 14.129
"1321" 650.792 "neem" 11.63
"1322" 650.792 "wdc" 16.649
"1323" 650.708 "neem" 11.02
"1324" 650.708 "wdc" 17.696
"1325" 650.625 "neem" 11.55
"1326" 650.625 "wdc" 16.378
"1327" 650.542 "neem" 12.42
"1328" 650.542 "wdc" 15.717
"1329" 650.458 "neem" 13.33
"1330" 650.458 "wdc" 14.091
"1331" 650.375 "neem" 14.54
"1332" 650.375 "wdc" 12.375
"1333" 650.292 "neem" 15.2
"1334" 650.292 "wdc" 11.023
"1335" 650.208 "neem" 15.41
"1336" 650.208 "wdc" 10.197
"1337" 650.125 "neem" 15.49
"1338" 650.125 "wdc" 9.3421
"1339" 650.042 "neem" 15.51
"1340" 650.042 "wdc" 9.3394
"1341" 649.958 "neem" 16.16
"1342" 649.958 "wdc" 9.6783
"1343" 649.875 "neem" 17.09
"1344" 649.875 "wdc" 10.582
"1345" 649.792 "neem" 17.56
"1346" 649.792 "wdc" 11.458
"1347" 649.708 "neem" 18.06
"1348" 649.708 "wdc" 13.049
"1349" 649.625 "neem" 17.95
"1350" 649.625 "wdc" 13.834
"1351" 649.542 "neem" 17.93
"1352" 649.542 "wdc" 13.269
"1353" 649.458 "neem" 17.9
"1354" 649.458 "wdc" 12.644
"1355" 649.375 "neem" 18.07
"1356" 649.375 "wdc" 11.285
"1357" 649.292 "neem" 18.31
"1358" 649.292 "wdc" 9.5972
"1359" 649.208 "neem" 18.91
"1360" 649.208 "wdc" 8.01
"1361" 649.125 "neem" 18.97
"1362" 649.125 "wdc" 7.6852
"1363" 649.042 "neem" 18.64
"1364" 649.042 "wdc" 8.5953
"1365" 648.958 "neem" 17.81
"1366" 648.958 "wdc" 9.7941
"1367" 648.875 "neem" 16.97
"1368" 648.875 "wdc" 11.703
"1369" 648.792 "neem" 16.63
"1370" 648.792 "wdc" 13.79
"1371" 648.708 "neem" 15.29
"1372" 648.708 "wdc" 15.02
"1373" 648.625 "neem" 12.83
"1374" 648.625 "wdc" 15.878
"1375" 648.542 "neem" 10.95
"1376" 648.542 "wdc" 16.196
"1377" 648.458 "neem" 10.23
"1378" 648.458 "wdc" 16.456
"1379" 648.375 "neem" 10.01
"1380" 648.375 "wdc" 16.587
"1381" 648.292 "neem" 9.86
"1382" 648.292 "wdc" 15.673
"1383" 648.208 "neem" 9.67
"1384" 648.208 "wdc" 14.774
"1385" 648.125 "neem" 9.8
"1386" 648.125 "wdc" 12.644
"1387" 648.042 "neem" 10.08
"1388" 648.042 "wdc" 10.442
"1389" 647.958 "neem" 9.99
"1390" 647.958 "wdc" 9.0913
"1391" 647.875 "neem" 9.65
"1392" 647.875 "wdc" 8.4937
"1393" 647.792 "neem" 9.33
"1394" 647.792 "wdc" 9.0437
"1395" 647.708 "neem" 9.3
"1396" 647.708 "wdc" 9.9203
"1397" 647.625 "neem" 10.07
"1398" 647.625 "wdc" 10.49
"1399" 647.542 "neem" 10.22
"1400" 647.542 "wdc" 10.71
"1401" 647.458 "neem" 10.09
"1402" 647.458 "wdc" 10.542
"1403" 647.375 "neem" 9.92
"1404" 647.375 "wdc" 10.114
"1405" 647.292 "neem" 10.04
"1406" 647.292 "wdc" 9.7132
"1407" 647.208 "neem" 10.06
"1408" 647.208 "wdc" 9.3447
"1409" 647.125 "neem" 9.67
"1410" 647.125 "wdc" 8.4607
"1411" 647.042 "neem" 9.31
"1412" 647.042 "wdc" 7.933
"1413" 646.958 "neem" 9.18
"1414" 646.958 "wdc" 8.2751
"1415" 646.875 "neem" 9.27
"1416" 646.875 "wdc" 9.1425
"1417" 646.792 "neem" 9.98
"1418" 646.792 "wdc" 10.497
"1419" 646.708 "neem" 11.3
"1420" 646.708 "wdc" 11.899
"1421" 646.625 "neem" 12.6
"1422" 646.625 "wdc" 12.57
"1423" 646.542 "neem" 13.72
"1424" 646.542 "wdc" 12.624
"1425" 646.458 "neem" 14.67
"1426" 646.458 "wdc" 12.036
"1427" 646.375 "neem" 14.93
"1428" 646.375 "wdc" 11.022
"1429" 646.292 "neem" 14.78
"1430" 646.292 "wdc" 10.188
"1431" 646.208 "neem" 14.21
"1432" 646.208 "wdc" 9.344
"1433" 646.125 "neem" 13
"1434" 646.125 "wdc" 9.3301
"1435" 646.042 "neem" 11.82
"1436" 646.042 "wdc" 10.102
"1437" 645.958 "neem" 10.94
"1438" 645.958 "wdc" 11.427
"1439" 645.875 "neem" 10.25
"1440" 645.875 "wdc" 13.313
"1441" 645.792 "neem" 10.14
"1442" 645.792 "wdc" 14.315
"1443" 645.708 "neem" 9.52
"1444" 645.708 "wdc" 15.491
"1445" 645.625 "neem" 8.75
"1446" 645.625 "wdc" 16.259
"1447" 645.542 "neem" 9.3
"1448" 645.542 "wdc" 15.985
"1449" 645.458 "neem" 9.5
"1450" 645.458 "wdc" 15.36
"1451" 645.375 "neem" 10.06
"1452" 645.375 "wdc" 13.947
"1453" 645.292 "neem" 13.22
"1454" 645.292 "wdc" 13.126
"1455" 645.208 "neem" 16.68
"1456" 645.208 "wdc" 12.656
"1457" 645.125 "neem" 18.8
"1458" 645.125 "wdc" 12.488
"1459" 645.042 "neem" 18.86
"1460" 645.042 "wdc" 13.944
"1461" 644.958 "neem" 16.33
"1462" 644.958 "wdc" 16.599
"1463" 644.875 "neem" 13.88
"1464" 644.875 "wdc" 20.925
"1465" 644.792 "neem" 12.02
"1466" 644.792 "wdc" 23.859
"1467" 644.708 "neem" 10.69
"1468" 644.708 "wdc" 24.798
"1469" 644.625 "neem" 10.07
"1470" 644.625 "wdc" 24.048
"1471" 644.542 "neem" 10.55
"1472" 644.542 "wdc" 21.073
"1473" 644.458 "neem" 10.79
"1474" 644.458 "wdc" 16.186
"1475" 644.375 "neem" 11.11
"1476" 644.375 "wdc" 12.451
"1477" 644.292 "neem" 11.52
"1478" 644.292 "wdc" 10.502
"1479" 644.208 "neem" 11.98
"1480" 644.208 "wdc" 9.7473
"1481" 644.125 "neem" 11.91
"1482" 644.125 "wdc" 9.8834
"1483" 644.042 "neem" 11.41
"1484" 644.042 "wdc" 9.9213
"1485" 643.958 "neem" 10.57
"1486" 643.958 "wdc" 9.4319
"1487" 643.875 "neem" 9.74
"1488" 643.875 "wdc" 9.2364
"1489" 643.792 "neem" 9.64
"1490" 643.792 "wdc" 9.3922
"1491" 643.708 "neem" 9.56
"1492" 643.708 "wdc" 9.773
"1493" 643.625 "neem" 9.52
"1494" 643.625 "wdc" 10.349
"1495" 643.542 "neem" 10.01
"1496" 643.542 "wdc" 10.789
"1497" 643.458 "neem" 10.58
"1498" 643.458 "wdc" 10.629
"1499" 643.375 "neem" 11.81
"1500" 643.375 "wdc" 10.189
"1501" 643.292 "neem" 12.91
"1502" 643.292 "wdc" 10.119
"1503" 643.208 "neem" 12.97
"1504" 643.208 "wdc" 9.2762
"1505" 643.125 "neem" 12.5
"1506" 643.125 "wdc" 8.8301
"1507" 643.042 "neem" 11.35
"1508" 643.042 "wdc" 8.9285
"1509" 642.958 "neem" 10.2
"1510" 642.958 "wdc" 9.2055
"1511" 642.875 "neem" 9.26
"1512" 642.875 "wdc" 10.549
"1513" 642.792 "neem" 8.76
"1514" 642.792 "wdc" 12.402
"1515" 642.708 "neem" 9.03
"1516" 642.708 "wdc" 14.579
"1517" 642.625 "neem" 10.2
"1518" 642.625 "wdc" 16.013
"1519" 642.542 "neem" 11.82
"1520" 642.542 "wdc" 16.927
"1521" 642.458 "neem" 13.15
"1522" 642.458 "wdc" 17.525
"1523" 642.375 "neem" 15.33
"1524" 642.375 "wdc" 17.339
"1525" 642.292 "neem" 17.83
"1526" 642.292 "wdc" 16.468
"1527" 642.208 "neem" 18.52
"1528" 642.208 "wdc" 15.26
"1529" 642.125 "neem" 18.45
"1530" 642.125 "wdc" 13.871
"1531" 642.042 "neem" 17.12
"1532" 642.042 "wdc" 12.513
"1533" 641.958 "neem" 14.34
"1534" 641.958 "wdc" 10.88
"1535" 641.875 "neem" 11.73
"1536" 641.875 "wdc" 10.202
"1537" 641.792 "neem" 10.25
"1538" 641.792 "wdc" 9.8436
"1539" 641.708 "neem" 10.37
"1540" 641.708 "wdc" 9.695
"1541" 641.625 "neem" 10.71
"1542" 641.625 "wdc" 11.801
"1543" 641.542 "neem" 10.83
"1544" 641.542 "wdc" 13.564
"1545" 641.458 "neem" 11.33
"1546" 641.458 "wdc" 14.372
"1547" 641.375 "neem" 12.1
"1548" 641.375 "wdc" 13.738
"1549" 641.292 "neem" 12.89
"1550" 641.292 "wdc" 15.051
"1551" 641.208 "neem" 13.42
"1552" 641.208 "wdc" 15.145
"1553" 641.125 "neem" 13.07
