"volcano_number" "volcano_name" "region" "subregion" "country" "latitude" "longitude" "tectonic_settings" "primary_volcano_type" "elevation" "last_eruption_year" "years_ago" "evidence_category" "population_within_5_km" "population_within_10_km" "population_within_30_km" "population_within_100_km" "major_rock_1" "major_rock_2" "major_rock_3" "major_rock_4" "major_rock_5" "minor_rock_1" "minor_rock_2" "minor_rock_3" "minor_rock_4" "minor_rock_5"
"606" 341130 "Tacana" "México and Central America" "Mexico" "Mexico-Guatemala" 15.132 -92.109 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4064 1986 34 "Eruption Observed" 3032 20932 598594 4523701 "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " "Dacite" "Basalt / Picro-Basalt" " " " " " "
"607" 357010 "Tupungatito" "South America" "Central Chile and Argentina" "Chile-Argentina" -33.425 -69.797 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 5660 1987 33 "Eruption Observed" 612 923 6161 6169105 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"608" 284010 "Izu-Oshima" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "Japan" 34.724 139.394 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 758 1990 30 "Eruption Observed" 2381 8037 8375 11837468 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " "Dacite" " " " " " " " "
"609" 357100 "Lonquimay" "South America" "Central Chile and Argentina" "Chile" -38.379 -71.586 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2832 1990 30 "Eruption Observed" 96 540 13635 504320 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"610" 311320 "Akutan" "Alaska" "Aleutian Islands" "United States" 54.134 -165.986 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1303 1992 28 "Eruption Observed" 0 24 233 4361 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" " " " " "Trachyte / Trachydacite" "Dacite" " " " " " "
"611" 311340 "Westdahl" "Alaska" "Aleutian Islands" "United States" 54.516 -164.65 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1563 1992 28 "Eruption Observed" 0 0 0 305 "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" "Andesite / Basaltic Andesite" " " " " "Trachyte / Trachydacite" "Dacite" " " " " " "
"612" 313040 "Spurr" "Alaska" "Alaska (southwestern)" "United States" 61.299 -152.251 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3374 1992 28 "Eruption Observed" 0 0 0 11097 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" "Basalt / Picro-Basalt" "Rhyolite" " " " "
"613" 311180 "Seguam" "Alaska" "Aleutian Islands" "United States" 52.315 -172.51 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1054 1993 27 "Eruption Observed" 0 0 0 0 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " "Rhyolite" " " " " " " " "
"614" 273083 "Pinatubo" "Philippines and SE Asia" "Luzon" "Philippines" 15.13 120.35 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1486 1993 27 "Eruption Observed" 725 3808 1148684 21875048 "Dacite" "Andesite / Basaltic Andesite" " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"615" 264220 "Iliboleng" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.342 123.258 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 1659 1993 27 "Eruption Observed" 30359 87503 260688 757701 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"616" 345060 "Irazu" "México and Central America" "Costa Rica" "Costa Rica" 9.979 -83.852 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3432 1994 26 "Eruption Observed" 1978 25442 1667528 3432860 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"617" 311310 "Makushin" "Alaska" "Aleutian Islands" "United States" 53.891 -166.923 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1800 1995 25 "Eruption Observed" 0 0 3437 3850 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" "Dacite" " " "Trachyte / Trachydacite" " " " " " " " "
"618" 283070 "Yakedake" "Japan, Taiwan, Marianas" "Honshu" "Japan" 36.227 137.587 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2455 1995 25 "Eruption Observed" 995 2995 156542 4595286 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"619" 300125 "Akademia Nauk" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 53.98 159.45 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1180 1996 24 "Eruption Observed" 3 3 615 12484 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Basalt / Picro-Basalt" "Rhyolite" " " " " " "
"620" 283170 "Adatarayama" "Japan, Taiwan, Marianas" "Honshu" "Japan" 37.647 140.281 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1728 1996 24 "Eruption Observed" 428 3936 717078 5024654 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" "Basalt / Picro-Basalt" " " " " " "
"621" 282120 "Kujusan" "Japan, Taiwan, Marianas" "Ryukyu Islands and Kyushu" "Japan" 33.086 131.249 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1791 1996 24 "Eruption Observed" 1667 11771 181541 7815706 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"622" 311190 "Amukta" "Alaska" "Aleutian Islands" "United States" 52.5 -171.252 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1066 1997 23 "Eruption Observed" 0 0 0 0 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"623" 360101 "Watt, Morne" "West Indies" "West Indies" "Dominica" 15.307 -61.305 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1224 1997 23 "Eruption Observed" 1818 35821 63178 545352 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"624" 283260 "Akita-Yakeyama" "Japan, Taiwan, Marianas" "Honshu" "Japan" 39.964 140.757 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1366 1997 23 "Eruption Observed" 127 721 55493 3122037 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" " " " " " " " "
"625" 312110 "Chiginagak" "Alaska" "Alaska Peninsula" "United States" 57.135 -156.99 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2221 1998 22 "Eruption Observed" 0 0 0 52 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"626" 290100 "Moyorodake [Medvezhia]" "Kuril Islands" "Kuril Islands" "Japan - administered by Russia" 45.389 148.838 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1124 1999 21 "Eruption Observed" 11 42 600 4333 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" "Rhyolite" " " " " " " " " " " " "
"627" 263350 "Ijen" "Indonesia" "Java" "Indonesia" -8.058 114.242 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2769 1999 21 "Eruption Observed" 1098 5504 664199 6846855 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " "Dacite" " " " " " " " "
"628" 382050 "Terceira" "Atlantic Ocean" "Azores" "Portugal" 38.73 -27.32 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1023 2000 20 "Eruption Observed" 2928 12299 55425 81512 "Basalt / Picro-Basalt" "Trachyte / Trachydacite" "Trachybasalt / Tephrite Basanite" " " " " "Trachyandesite / Basaltic Trachyandesite" "Rhyolite" " " " " " "
"629" 285020 "Hokkaido-Komagatake" "Japan, Taiwan, Marianas" "Hokkaido" "Japan" 42.063 140.677 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1131 2000 20 "Eruption Observed" 173 23091 234213 962081 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"630" 372070 "Hekla" "Iceland and Arctic Ocean" "Iceland (southern)" "Iceland" 63.983 -19.666 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1490 2000 20 "Eruption Observed" 0 0 298 22845 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Rhyolite" "Dacite" " " " " " " " " " " " "
"631" 261220 "Kaba" "Indonesia" "Sumatra" "Indonesia" -3.522 102.615 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1940 2000 20 "Eruption Observed" 278 15352 333750 2608259 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"632" 224010 "Cameroon" "Africa and Red Sea" "Africa (western)" "Cameroon" 4.203 9.17 "Intraplate / Continental crust (>25 km)" "Stratovolcano" 4095 2000 20 "Eruption Observed" 328 26053 417460 3079036 "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" " " " " "Trachyte / Trachydacite" "Foidite" " " " " " "
"633" 285030 "Toya" "Japan, Taiwan, Marianas" "Hokkaido" "Japan" 42.544 140.839 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 733 2001 19 "Eruption Observed" 5723 36191 214565 3206914 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Dacite" "Rhyolite" " " " " " " " " " " " "
"634" 300100 "Avachinsky" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 53.256 158.836 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2717 2001 19 "Eruption Observed" 0 0 180016 270205 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " "Dacite" " " " " " " " "
"635" 284090 "Izu-Torishima" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "Japan" 30.484 140.303 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 394 2002 18 "Eruption Observed" 21 21 21 21 "Basalt / Picro-Basalt" "Dacite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " "
"636" 263100 "Papandayan" "Indonesia" "Java" "Indonesia" -7.32 107.73 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2665 2002 18 "Eruption Observed" 6835 163468 1637971 19312972 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"637" 352020 "Guagua Pichincha" "South America" "Ecuador" "Ecuador" -0.171 -78.598 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 4784 2002 18 "Eruption Observed" 449 32488 2064475 3581801 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"638" 264180 "Lewotobi" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.542 122.775 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 1703 2003 17 "Eruption Observed" 18686 59084 284976 906184 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"639" 257060 "Epi" "Melanesia and Australia" "Vanuatu" "Vanuatu" -16.68 168.37 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 833 2004 16 "Eruption Observed" 0 170 7819 52827 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " "
"640" 285050 "Tokachidake" "Japan, Taiwan, Marianas" "Hokkaido" "Japan" 43.418 142.686 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2077 2004 16 "Eruption Observed" 12 227 60382 1373264 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"641" 221113 "Dabbahu" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 12.595 40.48 "Rift zone / Intermediate crust (15-25 km)" "Stratovolcano" 1401 2005 15 "Eruption Observed" 204 1150 36494 540735 "Basalt / Picro-Basalt" "Rhyolite" "Trachyandesite / Basaltic Trachyandesite" "Trachybasalt / Tephrite Basanite" "Trachyte / Trachydacite" " " " " " " " " " "
"642" 343020 "Santa Ana" "México and Central America" "El Salvador and Honduras" "El Salvador" 13.853 -89.63 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2381 2005 15 "Eruption Observed" 489 21653 1240131 6486880 "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" "Basalt / Picro-Basalt" " " " " "Dacite" "Rhyolite" " " " " " "
"643" 242030 "Raoul Island" "New Zealand to Fiji" "Kermadec Islands" "New Zealand" -29.27 -177.92 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 516 2006 14 "Eruption Observed" 0 0 0 0 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"644" 311161 "Korovin" "Alaska" "Aleutian Islands" "United States" 52.381 -174.166 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1518 2007 13 "Eruption Observed" 0 0 205 205 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " "
"645" 268040 "Gamkonora" "Indonesia" "Halmahera" "Indonesia" 1.38 127.53 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 1635 2007 13 "Eruption Observed" 3354 12744 61376 627128 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"646" 261160 "Talang" "Indonesia" "Sumatra" "Indonesia" -0.979 100.681 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2575 2007 13 "Eruption Observed" 1593 18512 214975 3283153 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"647" 241100 "Ruapehu" "New Zealand to Fiji" "New Zealand" "New Zealand" -39.28 175.57 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2797 2007 13 "Eruption Observed" 14 298 6901 119709 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" "Basalt / Picro-Basalt" " " " " " "
"648" 221010 "Tair, Jebel at" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Yemen" 15.55 41.83 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 244 2008 12 "Eruption Observed" 0 0 0 14493 "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"649" 252070 "Krummel-Garbuna-Welcker" "Melanesia and Australia" "New Britain" "Papua New Guinea" -5.416 150.027 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 564 2008 12 "Eruption Observed" 91 8207 58235 143455 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"650" 284200 "Anatahan" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "United States" 16.35 145.67 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 790 2008 12 "Eruption Observed" 0 0 0 0 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " " " "
"651" 321050 "St. Helens" "Canada and Western USA" "USA (Washington)" "United States" 46.2 -122.18 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2549 2008 12 "Eruption Observed" 78 427 2221 2173101 "Dacite" "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " "
"652" 357110 "Llaima" "South America" "Central Chile and Argentina" "Chile" -38.692 -71.729 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 3125 2009 11 "Eruption Observed" 86 811 18568 630458 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " "Dacite" " " " " " " " "
"653" 284040 "Miyakejima" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "Japan" 34.094 139.526 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 775 2010 10 "Eruption Observed" 1848 3189 3474 95663 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"654" 372020 "Eyjafjallajokull" "Iceland and Arctic Ocean" "Iceland (southern)" "Iceland" 63.633 -19.633 "Rift zone / Oceanic crust (< 15 km)" "Stratovolcano" 1651 2010 10 "Eruption Observed" 0 4 786 18516 "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" "Trachybasalt / Tephrite Basanite" "Trachyte / Trachydacite" " " " " " " " " " " " "
"655" 345033 "Arenal" "México and Central America" "Costa Rica" "Costa Rica" 10.463 -84.703 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1670 2010 10 "Eruption Observed" 3429 15643 96512 3027485 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " "Dacite" " " " " " " " "
"656" 257020 "Gaua" "Melanesia and Australia" "Vanuatu" "Vanuatu" -14.27 167.5 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 797 2011 9 "Eruption Observed" 166 1200 2848 8834 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " "Dacite" " " " " " " " "
"657" 344120 "Concepcion" "México and Central America" "Nicaragua" "Nicaragua" 11.538 -85.622 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1700 2011 9 "Eruption Observed" 14072 28900 92378 2266903 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " "Dacite" " " " " " " " "
"658" 358057 "Hudson, Cerro" "South America" "Southern Chile and Argentina" "Chile" -45.9 -72.97 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1905 2011 9 "Eruption Observed" 0 12 28 81642 "Basalt / Picro-Basalt" "Trachyandesite / Basaltic Trachyandesite" "Trachyte / Trachydacite" "Trachybasalt / Tephrite Basanite" "Andesite / Basaltic Andesite" " " " " " " " " " "
"659" 284170 "Pagan" "Japan, Taiwan, Marianas" "Izu, Volcano, and Mariana Islands" "United States" 18.13 145.8 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 570 2012 8 "Eruption Observed" 0 0 0 0 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"660" 311110 "Kanaga" "Alaska" "Aleutian Islands" "United States" 51.923 -177.168 "Subduction zone / Intermediate crust (15-25 km)" "Stratovolcano" 1307 2012 8 "Eruption Observed" 0 0 0 0 "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " "
"661" 241080 "Tongariro" "New Zealand to Fiji" "New Zealand" "New Zealand" -39.157 175.632 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1978 2012 8 "Eruption Observed" 27 286 7591 81567 "Andesite / Basaltic Andesite" " " " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"662" 357150 "Puyehue-Cordon Caulle" "South America" "Central Chile and Argentina" "Chile" -40.59 -72.117 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 2236 2012 8 "Eruption Observed" 129 783 7163 515357 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" "Rhyolite" " " " " " " " " " " " "
"663" 264150 "Paluweh" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.32 121.708 "Subduction zone / Crustal thickness unknown" "Stratovolcano" 875 2013 7 "Eruption Observed" 446 446 5284 548803 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"664" 360050 "Soufriere Hills" "West Indies" "West Indies" "United Kingdom" 16.72 -62.18 "Subduction zone / Oceanic crust (< 15 km)" "Stratovolcano" 915 2013 7 "Eruption Observed" 3006 9401 9458 448929 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"665" 263280 "Kelut" "Indonesia" "Java" "Indonesia" -7.93 112.308 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1731 2014 6 "Eruption Observed" 279 50901 2087876 24999627 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"666" 251030 "Karkar" "Melanesia and Australia" "Northeast of New Guinea" "Papua New Guinea" -4.649 145.964 "Subduction zone / Continental crust (>25 km)" "Stratovolcano" 1839 2014 6 "Eruption Observed" 5 4159 20127 189841 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
