"volcano_number" "volcano_name" "eruption_number" "eruption_start_year" "event_number" "event_type" "event_remarks" "event_date_year" "event_date_month" "event_date_day"
"1880" 233020 "Fournaise, Piton de la" 14339 1943 102529 "Explosion" NA NA NA NA
"1881" 233020 "Fournaise, Piton de la" 14339 1943 102530 "Lava flow(s)" NA NA NA NA
"1882" 233020 "Fournaise, Piton de la" 14339 1943 102531 "Property damage" NA NA NA NA
"1883" 233020 "Fournaise, Piton de la" 14339 1943 102532 "Lava flow(s)" "Entered water." NA NA NA
"1884" 233020 "Fournaise, Piton de la" 14340 1944 102534 "Explosion" NA NA NA NA
"1885" 233020 "Fournaise, Piton de la" 14340 1944 102535 "Lava flow(s)" NA NA NA NA
"1886" 233020 "Fournaise, Piton de la" 14340 1944 102536 "Lava fountains" NA NA NA NA
"1887" 233020 "Fournaise, Piton de la" 14341 1945 102539 "Explosion" NA NA NA NA
"1888" 233020 "Fournaise, Piton de la" 14341 1945 102540 "Scoria" NA NA NA NA
"1889" 233020 "Fournaise, Piton de la" 14341 1945 102541 "Lava flow(s)" NA NA NA NA
"1890" 233020 "Fournaise, Piton de la" 14341 1945 102542 "Cinder cone formation" NA NA NA NA
"1891" 233020 "Fournaise, Piton de la" 14342 1946 102545 "Explosion" NA NA NA NA
"1892" 233020 "Fournaise, Piton de la" 14342 1946 102546 "Lava flow(s)" NA NA NA NA
"1893" 233020 "Fournaise, Piton de la" 14351 1953 102548 "Lava flow(s)" NA NA NA NA
"1894" 233020 "Fournaise, Piton de la" 14353 1955 102553 "Explosion" NA NA NA NA
"1895" 233020 "Fournaise, Piton de la" 14353 1955 102554 "Scoria" NA NA NA NA
"1896" 233020 "Fournaise, Piton de la" 14353 1955 102555 "Lava flow(s)" NA NA NA NA
"1897" 233020 "Fournaise, Piton de la" 14353 1955 102556 "Lava dome formation" NA NA NA NA
"1898" 233020 "Fournaise, Piton de la" 14353 1955 102557 "Property damage" NA NA NA NA
"1899" 233020 "Fournaise, Piton de la" 14353 1955 102558 "Fauna kill" "Terrestrial." NA NA NA
"1900" 233020 "Fournaise, Piton de la" 14354 1957 102563 "Explosion" NA NA NA NA
"1901" 233020 "Fournaise, Piton de la" 14354 1957 102564 "Lava flow(s)" NA NA NA NA
"1902" 233020 "Fournaise, Piton de la" 14355 1958 102567 "Explosion" NA NA NA NA
"1903" 233020 "Fournaise, Piton de la" 14355 1958 102568 "Lava flow(s)" NA NA NA NA
"1904" 233020 "Fournaise, Piton de la" 14355 1958 102569 "Cinder cone formation" NA NA NA NA
"1905" 233020 "Fournaise, Piton de la" 14356 1959 102571 "Explosion" NA NA NA NA
"1906" 233020 "Fournaise, Piton de la" 14356 1959 102572 "Lava flow(s)" NA NA NA NA
"1907" 233020 "Fournaise, Piton de la" 14357 1960 102576 "Explosion" NA NA NA NA
"1908" 233020 "Fournaise, Piton de la" 14357 1960 102577 "Lava flow(s)" NA NA NA NA
"1909" 233020 "Fournaise, Piton de la" 14357 1960 102578 "Cinder cone formation" NA NA NA NA
"1910" 233020 "Fournaise, Piton de la" 14358 1961 102580 "Lava flow(s)" NA NA NA NA
"1911" 233020 "Fournaise, Piton de la" 14364 1973 102581 "Cinder cone formation" NA NA NA NA
"1912" 233020 "Fournaise, Piton de la" 14365 1975 102584 "Explosion" NA NA NA NA
"1913" 233020 "Fournaise, Piton de la" 14365 1975 102585 "Lava flow(s)" NA NA NA NA
"1914" 233020 "Fournaise, Piton de la" 14365 1975 102586 "Lava lake" NA NA NA NA
"1915" 233020 "Fournaise, Piton de la" 14365 1975 102587 "Property damage" NA NA NA NA
"1916" 233020 "Fournaise, Piton de la" 14365 1975 102588 "Lava fountains" NA NA NA NA
"1917" 233020 "Fournaise, Piton de la" 14365 1975 102589 "Cinder cone formation" NA NA NA NA
"1918" 233020 "Fournaise, Piton de la" 14366 1976 102591 "Explosion" NA NA NA NA
"1919" 233020 "Fournaise, Piton de la" 14366 1976 102592 "Scoria" NA NA NA NA
"1920" 233020 "Fournaise, Piton de la" 14366 1976 102593 "Lava flow(s)" NA NA NA NA
"1921" 233020 "Fournaise, Piton de la" 14367 1977 102595 "Explosion" "moderate" NA NA NA
"1922" 233020 "Fournaise, Piton de la" 14367 1977 102596 "Lava flow(s)" "violent, strong, or large" NA NA NA
"1923" 233020 "Fournaise, Piton de la" 14367 1977 102597 "Property damage" NA NA NA NA
"1924" 233020 "Fournaise, Piton de la" 14367 1977 102598 "Evacuations" NA 1977 4 8
"1925" 233020 "Fournaise, Piton de la" 14367 1977 102599 "Lava fountains" NA NA NA NA
"1926" 233020 "Fournaise, Piton de la" 14367 1977 102600 "Volcanic tremor" NA NA NA NA
"1927" 233020 "Fournaise, Piton de la" 14367 1977 102601 "Lava flow(s)" "Entered water." NA NA NA
"1928" 233020 "Fournaise, Piton de la" 14368 1977 102604 "Explosion" "moderate" NA NA NA
"1929" 233020 "Fournaise, Piton de la" 14368 1977 102605 "Tephra" NA NA NA NA
"1930" 233020 "Fournaise, Piton de la" 14368 1977 102606 "Lava flow(s)" "moderate" NA NA NA
"1931" 233020 "Fournaise, Piton de la" 14368 1977 102607 "Lava fountains" NA NA NA NA
"1932" 233020 "Fournaise, Piton de la" 14368 1977 102608 "Cinder cone formation" NA NA NA NA
"1933" 233020 "Fournaise, Piton de la" 14368 1977 102609 "Crater formation" "Parasitic." NA NA NA
"1934" 233020 "Fournaise, Piton de la" 14369 1979 102612 "Explosion" "weak or small" NA NA NA
"1935" 233020 "Fournaise, Piton de la" 14369 1979 102613 "Scoria" NA NA NA NA
"1936" 233020 "Fournaise, Piton de la" 14372 1985 102614 "Volcanic tremor" NA NA NA NA
"1937" 233020 "Fournaise, Piton de la" 14372 1985 102615 "Earthquakes (undefined)" "Before." NA NA NA
"1938" 233020 "Fournaise, Piton de la" 14372 1985 102616 "Earthquakes (undefined)" NA NA NA NA
"1939" 233020 "Fournaise, Piton de la" 14372 1985 102617 "Earthquakes (undefined)" "After." NA NA NA
"1940" 233020 "Fournaise, Piton de la" 14372 1985 102618 "Deformation (inflation)" NA NA NA NA
"1941" 233020 "Fournaise, Piton de la" 14372 1985 102619 "Deformation (deflation)" NA NA NA NA
"1942" 233020 "Fournaise, Piton de la" 14372 1985 102620 "Lava flow(s)" "Entered water." NA NA NA
"1943" 233020 "Fournaise, Piton de la" 14373 1990 102623 "Lava flow(s)" NA NA NA NA
"1944" 233020 "Fournaise, Piton de la" 14373 1990 102624 "Lava fountains" NA NA NA NA
"1945" 233020 "Fournaise, Piton de la" 14373 1990 102625 "Cinder cone formation" NA NA NA NA
"1946" 233020 "Fournaise, Piton de la" 14373 1990 102626 "Volcanic tremor" "Before eruption." NA NA NA
"1947" 233020 "Fournaise, Piton de la" 14373 1990 102627 "Volcanic tremor" NA NA NA NA
"1948" 233020 "Fournaise, Piton de la" 14373 1990 102628 "Deformation (inflation)" NA NA NA NA
"1949" 233020 "Fournaise, Piton de la" 14373 1990 102629 "Deformation (deflation)" NA NA NA NA
"1950" 233020 "Fournaise, Piton de la" 14374 1991 102631 "Lava flow(s)" NA NA NA NA
"1951" 233020 "Fournaise, Piton de la" 14374 1991 102632 "Lava fountains" NA NA NA NA
"1952" 233020 "Fournaise, Piton de la" 14374 1991 102633 "Earthquakes (undefined)" "Before." NA NA NA
"1953" 233020 "Fournaise, Piton de la" 14374 1991 102634 "Earthquakes (undefined)" NA NA NA NA
"1954" 233020 "Fournaise, Piton de la" 14374 1991 102635 "Deformation (inflation)" NA NA NA NA
"1955" 233020 "Fournaise, Piton de la" 14375 1992 102638 "Lava flow(s)" NA NA NA NA
"1956" 233020 "Fournaise, Piton de la" 14375 1992 102639 "Lava fountains" NA NA NA NA
"1957" 233020 "Fournaise, Piton de la" 14375 1992 102640 "Volcanic tremor" NA NA NA NA
"1958" 233020 "Fournaise, Piton de la" 14375 1992 102641 "Earthquakes (undefined)" "Before." NA NA NA
"1959" 233020 "Fournaise, Piton de la" 14375 1992 102642 "Earthquakes (undefined)" NA NA NA NA
"1960" 233020 "Fournaise, Piton de la" 14375 1992 102643 "Deformation (inflation)" NA NA NA NA
"1961" 233020 "Fournaise, Piton de la" 14376 1998 102645 "Explosion" NA NA NA NA
"1962" 233020 "Fournaise, Piton de la" 14376 1998 102646 "Scoria" NA NA NA NA
"1963" 233020 "Fournaise, Piton de la" 14379 2000 102647 "Earthquakes (undefined)" "After." NA NA NA
"1964" 233020 "Fournaise, Piton de la" 14379 2000 102648 "Deformation (inflation)" NA NA NA NA
"1965" 233020 "Fournaise, Piton de la" 14380 2001 102650 "Lava flow(s)" NA NA NA NA
"1966" 233020 "Fournaise, Piton de la" 14380 2001 102651 "Lava fountains" NA NA NA NA
"1967" 233020 "Fournaise, Piton de la" 14380 2001 102652 "Volcanic tremor" "Before eruption." NA NA NA
"1968" 233020 "Fournaise, Piton de la" 14380 2001 102653 "Volcanic tremor" NA NA NA NA
"1969" 233020 "Fournaise, Piton de la" 14380 2001 102654 "Earthquakes (undefined)" "Before." NA NA NA
"1970" 233020 "Fournaise, Piton de la" 14380 2001 102655 "Earthquakes (undefined)" NA NA NA NA
"1971" 233020 "Fournaise, Piton de la" 14380 2001 102656 "Deformation (inflation)" NA NA NA NA
"1972" 233020 "Fournaise, Piton de la" 14381 2001 102658 "Lava flow(s)" NA NA NA NA
"1973" 233020 "Fournaise, Piton de la" 14381 2001 102659 "Property damage" NA NA NA NA
"1974" 233020 "Fournaise, Piton de la" 14381 2001 102660 "Lava fountains" NA NA NA NA
"1975" 233020 "Fournaise, Piton de la" 14381 2001 102661 "Earthquakes (undefined)" "Before." NA NA NA
"1976" 233020 "Fournaise, Piton de la" 14381 2001 102662 "Earthquakes (undefined)" NA NA NA NA
"1977" 233020 "Fournaise, Piton de la" 14382 2002 102664 "Explosion" NA NA NA NA
"1978" 233020 "Fournaise, Piton de la" 14382 2002 102665 "Lava flow(s)" NA NA NA NA
"1979" 233020 "Fournaise, Piton de la" 14382 2002 102666 "Property damage" NA NA NA NA
"1980" 233020 "Fournaise, Piton de la" 14382 2002 102667 "Lava fountains" NA NA NA NA
"1981" 233020 "Fournaise, Piton de la" 14382 2002 102668 "Volcanic tremor" "Before eruption." NA NA NA
"1982" 233020 "Fournaise, Piton de la" 14382 2002 102669 "Volcanic tremor" NA NA NA NA
"1983" 233020 "Fournaise, Piton de la" 14383 2002 102671 "Explosion" NA NA NA NA
"1984" 233020 "Fournaise, Piton de la" 14383 2002 102672 "Ash" NA NA NA NA
"1985" 233020 "Fournaise, Piton de la" 14383 2002 102673 "Lava flow(s)" NA NA NA NA
"1986" 233020 "Fournaise, Piton de la" 14383 2002 102674 "Property damage" NA NA NA NA
"1987" 233020 "Fournaise, Piton de la" 14383 2002 102675 "Volcanic tremor" "Before eruption." NA NA NA
"1988" 233020 "Fournaise, Piton de la" 14383 2002 102676 "Volcanic tremor" NA NA NA NA
"1989" 233020 "Fournaise, Piton de la" 14383 2002 102677 "Deformation (inflation)" NA NA NA NA
"1990" 233020 "Fournaise, Piton de la" 14383 2002 102678 "Lava flow(s)" "Entered water." NA NA NA
"1991" 233020 "Fournaise, Piton de la" 14389 2006 102681 "Explosion" NA NA NA NA
"1992" 233020 "Fournaise, Piton de la" 14389 2006 102682 "Scoria" NA NA NA NA
"1993" 233020 "Fournaise, Piton de la" 14389 2006 102683 "Lava flow(s)" NA NA NA NA
"1994" 233020 "Fournaise, Piton de la" 14389 2006 102684 "Property damage" NA NA NA NA
"1995" 233020 "Fournaise, Piton de la" 14389 2006 102685 "Caldera formation" "Lava effusion" NA NA NA
"1996" 233020 "Fournaise, Piton de la" 14389 2006 102686 "Lava fountains" NA NA NA NA
"1997" 233020 "Fournaise, Piton de la" 14389 2006 102687 "Volcanic tremor" NA NA NA NA
"1998" 233020 "Fournaise, Piton de la" 14390 2008 102690 "Explosion" NA NA NA NA
"1999" 233020 "Fournaise, Piton de la" 14390 2008 102691 "Lava flow(s)" NA NA NA NA
"2000" 233020 "Fournaise, Piton de la" 14390 2008 102692 "Lava lake" NA NA NA NA
"2001" 233020 "Fournaise, Piton de la" 14390 2008 102693 "Lava fountains" NA NA NA NA
"2002" 233020 "Fournaise, Piton de la" 14390 2008 102694 "Seismicity (volcanic)" NA NA NA NA
"2003" 233020 "Fournaise, Piton de la" 14390 2008 102695 "Earthquakes (undefined)" "Before." NA NA NA
"2004" 233020 "Fournaise, Piton de la" 14390 2008 102696 "Earthquakes (undefined)" "After." NA NA NA
"2005" 233020 "Fournaise, Piton de la" 14391 2009 102699 "Explosion" NA NA NA NA
"2006" 233020 "Fournaise, Piton de la" 14391 2009 102700 "Lava flow(s)" NA NA NA NA
"2007" 233020 "Fournaise, Piton de la" 14391 2009 102701 "Debris avalanches" "weak or small" NA NA NA
"2008" 233020 "Fournaise, Piton de la" 14391 2009 102702 "Lava fountains" NA NA NA NA
"2009" 233020 "Fournaise, Piton de la" 14391 2009 102703 "Volcanic tremor" NA NA NA NA
"2010" 233020 "Fournaise, Piton de la" 14391 2009 102704 "Earthquakes (undefined)" "Before." NA NA NA
"2011" 233020 "Fournaise, Piton de la" 14391 2009 102705 "Earthquakes (undefined)" NA NA NA NA
"2012" 233020 "Fournaise, Piton de la" 14392 2010 102707 "Explosion" NA NA NA NA
"2013" 233020 "Fournaise, Piton de la" 14392 2010 102708 "Ash" NA NA NA NA
"2014" 233020 "Fournaise, Piton de la" 14392 2010 102709 "Lava flow(s)" NA NA NA NA
"2015" 233020 "Fournaise, Piton de la" 14392 2010 102710 "Lava lake" NA NA NA NA
"2016" 233020 "Fournaise, Piton de la" 14392 2010 102711 "Debris avalanches" "weak or small" NA NA NA
"2017" 233020 "Fournaise, Piton de la" 14392 2010 102712 "Lava fountains" NA NA NA NA
"2018" 234010 "Heard" 14402 1950 102713 "Glow" NA NA NA NA
"2019" 234010 "Heard" 14403 1953 102716 "Explosion" NA NA NA NA
"2020" 234010 "Heard" 14404 1954 102719 "Explosion" NA NA NA NA
"2021" 234010 "Heard" 14404 1954 102720 "Lava flow(s)" "Uncertain" NA NA NA
"2022" 234010 "Heard" 14405 1985 102724 "Explosion" NA NA NA NA
"2023" 234010 "Heard" 14405 1985 102725 "Lava flow(s)" NA NA NA NA
"2024" 234010 "Heard" 14405 1985 102726 "Lava lake" NA NA NA NA
"2025" 234010 "Heard" 14405 1985 102727 "Eruption cloud" NA NA NA NA
"2026" 234010 "Heard" 14406 1992 102729 "Explosion" "Uncertain" NA NA NA
"2027" 234010 "Heard" 14407 1992 102732 "Glow" NA NA NA NA
"2028" 234010 "Heard" 14408 1993 102735 "Explosion" NA NA NA NA
"2029" 234010 "Heard" 14408 1993 102736 "Ash" NA NA NA NA
"2030" 234010 "Heard" 14408 1993 102737 "Lava flow(s)" NA NA NA NA
"2031" 234010 "Heard" 14409 2000 102741 "Explosion" NA NA NA NA
"2032" 234010 "Heard" 14409 2000 102742 "Lava flow(s)" NA NA NA NA
"2033" 234010 "Heard" 14410 2003 102745 "Lava lake" NA NA NA NA
"2034" 241021 "Mayor Island" 14418 -5060 102749 "Explosion" NA NA NA NA
"2035" 241021 "Mayor Island" 14418 -5060 102750 "Ash" NA NA NA NA
"2036" 241021 "Mayor Island" 14418 -5060 102751 "Lapilli" NA NA NA NA
"2037" 241021 "Mayor Island" 14418 -5060 102752 "Pyroclastic flow" NA NA NA NA
"2038" 241021 "Mayor Island" 14418 -5060 102753 "Phreatic activity" NA NA NA NA
"2039" 241021 "Mayor Island" 14418 -5060 102754 "Caldera formation" "Explosion" NA NA NA
"2040" 241021 "Mayor Island" 14418 -5060 102755 "Pumice" NA NA NA NA
"2041" 241021 "Mayor Island" 14418 -5060 102756 "Blocks" NA NA NA NA
"2042" 241020 "Auckland Volcanic Field" 14419 1350 102758 "Explosion" NA NA NA NA
"2043" 241020 "Auckland Volcanic Field" 14419 1350 102759 "Ash" NA NA NA NA
"2044" 241020 "Auckland Volcanic Field" 14419 1350 102760 "Lava flow(s)" NA NA NA NA
"2045" 241020 "Auckland Volcanic Field" 14419 1350 102761 "Lava flow(s)" "Entered water." NA NA NA
"2046" 241030 "Taranaki" 14420 -7650 102762 "Explosion" NA NA NA NA
"2047" 241030 "Taranaki" 14420 -7650 102763 "Tephra" NA NA NA NA
"2048" 241030 "Taranaki" 14421 -7330 102764 "Explosion" NA NA NA NA
"2049" 241030 "Taranaki" 14421 -7330 102765 "Tephra" NA NA NA NA
"2050" 241030 "Taranaki" 14422 -7270 102766 "Explosion" NA NA NA NA
"2051" 241030 "Taranaki" 14422 -7270 102767 "Tephra" NA NA NA NA
"2052" 241030 "Taranaki" 14423 -7000 102769 "Explosion" NA NA NA NA
"2053" 241030 "Taranaki" 14423 -7000 102770 "Ash" NA NA NA NA
"2054" 241030 "Taranaki" 14423 -7000 102771 "Lapilli" NA NA NA NA
"2055" 241030 "Taranaki" 14423 -7000 102772 "Pumice" NA NA NA NA
"2056" 241030 "Taranaki" 14424 -6050 102774 "Explosion" NA NA NA NA
"2057" 241030 "Taranaki" 14424 -6050 102775 "Ash" NA NA NA NA
"2058" 241030 "Taranaki" 14424 -6050 102776 "Pyroclastic flow" NA NA NA NA
"2059" 241030 "Taranaki" 14424 -6050 102777 "Lava flow(s)" NA NA NA NA
"2060" 241030 "Taranaki" 14424 -6050 102778 "Blocks" NA NA NA NA
"2061" 241030 "Taranaki" 14436 -1130 102779 "Lapilli" NA NA NA NA
"2062" 241030 "Taranaki" 14436 -1130 102780 "Scoria" NA NA NA NA
"2063" 241030 "Taranaki" 14437 -590 102781 "Explosion" NA NA NA NA
"2064" 241030 "Taranaki" 14437 -590 102782 "Ash" NA NA NA NA
"2065" 241030 "Taranaki" 14438 -420 102783 "Explosion" NA NA NA NA
"2066" 241030 "Taranaki" 14438 -420 102784 "Tephra" NA NA NA NA
"2067" 241030 "Taranaki" 14439 -150 102785 "Explosion" NA NA NA NA
"2068" 241030 "Taranaki" 14439 -150 102786 "Tephra" NA NA NA NA
"2069" 241030 "Taranaki" 14440 -40 102788 "Explosion" NA NA NA NA
"2070" 241030 "Taranaki" 14440 -40 102789 "Ash" NA NA NA NA
"2071" 241030 "Taranaki" 14440 -40 102790 "Pyroclastic flow" NA NA NA NA
"2072" 241030 "Taranaki" 14440 -40 102791 "Lava dome formation" NA NA NA NA
"2073" 241030 "Taranaki" 14440 -40 102792 "Pumice" NA NA NA NA
"2074" 241030 "Taranaki" 14440 -40 102793 "Blocks" NA NA NA NA
"2075" 241030 "Taranaki" 14441 100 102794 "Explosion" NA NA NA NA
"2076" 241030 "Taranaki" 14441 100 102795 "Tephra" NA NA NA NA
"2077" 241030 "Taranaki" 14442 150 102798 "Explosion" NA NA NA NA
"2078" 241030 "Taranaki" 14442 150 102799 "Ash" NA NA NA NA
"2079" 241030 "Taranaki" 14442 150 102800 "Lapilli" NA NA NA NA
"2080" 241030 "Taranaki" 14442 150 102801 "Scoria" NA NA NA NA
"2081" 241030 "Taranaki" 14442 150 102802 "Pyroclastic flow" NA NA NA NA
"2082" 241030 "Taranaki" 14442 150 102803 "Lava dome formation" NA NA NA NA
"2083" 241030 "Taranaki" 14442 150 102804 "Pumice" NA NA NA NA
"2084" 241030 "Taranaki" 14443 390 102805 "Explosion" NA NA NA NA
"2085" 241030 "Taranaki" 14443 390 102806 "Tephra" NA NA NA NA
"2086" 241030 "Taranaki" 14444 520 102807 "Explosion" NA NA NA NA
"2087" 241030 "Taranaki" 14444 520 102808 "Ash" NA NA NA NA
"2088" 241030 "Taranaki" 14444 520 102809 "Pyroclastic flow" NA NA NA NA
"2089" 241030 "Taranaki" 14444 520 102810 "Directed explosion" NA NA NA NA
"2090" 241030 "Taranaki" 14445 550 102811 "Explosion" NA NA NA NA
"2091" 241030 "Taranaki" 14458 1655 102812 "Explosion" NA NA NA NA
"2092" 241030 "Taranaki" 14458 1655 102813 "Ash" NA NA NA NA
"2093" 241030 "Taranaki" 14458 1655 102814 "Lapilli" NA NA NA NA
"2094" 241030 "Taranaki" 14458 1655 102815 "Pyroclastic flow" NA NA NA NA
"2095" 241030 "Taranaki" 14458 1655 102816 "Lava dome formation" NA NA NA NA
"2096" 241030 "Taranaki" 14458 1655 102817 "Property damage" NA NA NA NA
"2097" 241030 "Taranaki" 14458 1655 102818 "Pumice" NA NA NA NA
"2098" 241030 "Taranaki" 14458 1655 102819 "Directed explosion" NA NA NA NA
"2099" 241030 "Taranaki" 14459 1854 102821 "Explosion" NA NA NA NA
"2100" 241030 "Taranaki" 14459 1854 102822 "Tephra" NA NA NA NA
"2101" 241030 "Taranaki" 14459 1854 102823 "Lava dome formation" NA NA NA NA
"2102" 241040 "Whakaari/White Island" 14460 1826 102825 "Explosion" NA NA NA NA
"2103" 241040 "Whakaari/White Island" 14460 1826 102826 "Volcanic smoke" NA NA NA NA
"2104" 241040 "Whakaari/White Island" 14461 1836 102828 "Explosion" "Uncertain" NA NA NA
"2105" 241040 "Whakaari/White Island" 14461 1836 102829 "Volcanic smoke" NA NA NA NA
"2106" 241040 "Whakaari/White Island" 14461 1836 102830 "Flames" NA NA NA NA
"2107" 241040 "Whakaari/White Island" 14462 1856 102832 "Explosion" "Uncertain" NA NA NA
"2108" 241040 "Whakaari/White Island" 14463 1885 102834 "Explosion" "Uncertain" NA NA NA
"2109" 241040 "Whakaari/White Island" 14463 1885 102835 "Flames" NA NA NA NA
"2110" 241040 "Whakaari/White Island" 14464 1885 102837 "Explosion" NA NA NA NA
"2111" 241040 "Whakaari/White Island" 14464 1885 102838 "Phreatic activity" NA NA NA NA
"2112" 241040 "Whakaari/White Island" 14464 1885 102839 "Evacuations" NA NA NA NA
"2113" 241040 "Whakaari/White Island" 14464 1885 102840 "Blocks" NA NA NA NA
"2114" 241040 "Whakaari/White Island" 14465 1886 102842 "Explosion" "Uncertain" NA NA NA
"2115" 241040 "Whakaari/White Island" 14466 1886 102844 "Explosion" NA NA NA NA
"2116" 241040 "Whakaari/White Island" 14475 1955 102845 "Explosion" NA NA NA NA
"2117" 241040 "Whakaari/White Island" 14475 1955 102846 "Ash" NA NA NA NA
"2118" 241040 "Whakaari/White Island" 14475 1955 102847 "Debris avalanches" "weak or small" NA NA NA
"2119" 241040 "Whakaari/White Island" 14476 1957 102849 "Explosion" NA NA NA NA
"2120" 241040 "Whakaari/White Island" 14476 1957 102850 "Ash" NA NA NA NA
"2121" 241040 "Whakaari/White Island" 14477 1958 102852 "Explosion" NA NA NA NA
"2122" 241040 "Whakaari/White Island" 14477 1958 102853 "Ash" NA NA NA NA
"2123" 241040 "Whakaari/White Island" 14478 1959 102855 "Explosion" NA NA NA NA
"2124" 241040 "Whakaari/White Island" 14478 1959 102856 "Ash" NA NA NA NA
"2125" 241040 "Whakaari/White Island" 14479 1962 102858 "Explosion" NA NA NA NA
"2126" 241040 "Whakaari/White Island" 14479 1962 102859 "Ash" NA NA NA NA
"2127" 241040 "Whakaari/White Island" 14479 1962 102860 "Crater formation" "Summit." NA NA NA
"2128" 241040 "Whakaari/White Island" 14480 1966 102862 "Explosion" NA NA NA NA
"2129" 241040 "Whakaari/White Island" 14480 1966 102863 "Ash" NA NA NA NA
"2130" 241040 "Whakaari/White Island" 14480 1966 102864 "Pyroclastic flow" NA NA NA NA
"2131" 241040 "Whakaari/White Island" 14480 1966 102865 "Phreatic activity" NA NA NA NA
"2132" 241040 "Whakaari/White Island" 14480 1966 102866 "Eruption cloud" NA NA NA NA
"2133" 241040 "Whakaari/White Island" 14480 1966 102867 "Crater formation" "Summit." NA NA NA
"2134" 241040 "Whakaari/White Island" 14480 1966 102868 "Blocks" NA NA NA NA
"2135" 241040 "Whakaari/White Island" 14481 1968 102870 "Explosion" NA NA NA NA
"2136" 241040 "Whakaari/White Island" 14481 1968 102871 "Ash" NA NA NA NA
"2137" 241040 "Whakaari/White Island" 14481 1968 102872 "Lapilli" NA NA NA NA
"2138" 241040 "Whakaari/White Island" 14481 1968 102873 "Crater formation" "Summit." NA NA NA
"2139" 241040 "Whakaari/White Island" 14481 1968 102874 "Deformation (undefined)" NA NA NA NA
"2140" 241040 "Whakaari/White Island" 14481 1968 102875 "Blocks" NA NA NA NA
"2141" 241040 "Whakaari/White Island" 14482 1969 102877 "Explosion" NA NA NA NA
"2142" 241040 "Whakaari/White Island" 14488 1982 102878 "Seismicity (volcanic)" "After eruption." NA NA NA
"2143" 241040 "Whakaari/White Island" 14489 1983 102880 "Explosion" NA NA NA NA
"2144" 241040 "Whakaari/White Island" 14489 1983 102881 "Ash" NA NA NA NA
"2145" 241040 "Whakaari/White Island" 14489 1983 102882 "Earthquakes (undefined)" NA NA NA NA
"2146" 241040 "Whakaari/White Island" 14489 1983 102883 "Deformation (inflation)" NA NA NA NA
"2147" 241040 "Whakaari/White Island" 14489 1983 102884 "Blocks" NA NA NA NA
"2148" 241040 "Whakaari/White Island" 14490 1986 102886 "Explosion" NA NA NA NA
"2149" 241040 "Whakaari/White Island" 14490 1986 102887 "Ash" NA NA NA NA
"2150" 241040 "Whakaari/White Island" 14490 1986 102888 "Lapilli" NA NA NA NA
"2151" 241040 "Whakaari/White Island" 14490 1986 102889 "Bombs" NA NA NA NA
"2152" 241040 "Whakaari/White Island" 14490 1986 102890 "Scoria" NA NA NA NA
"2153" 241040 "Whakaari/White Island" 14490 1986 102891 "Phreatic activity" NA NA NA NA
"2154" 241040 "Whakaari/White Island" 14490 1986 102892 "Eruption cloud" NA NA NA NA
"2155" 241040 "Whakaari/White Island" 14490 1986 102893 "Crater formation" "Summit." NA NA NA
"2156" 241040 "Whakaari/White Island" 14490 1986 102894 "Volcanic tremor" "Before eruption." NA NA NA
"2157" 241040 "Whakaari/White Island" 14490 1986 102895 "Earthquakes (undefined)" "Before." NA NA NA
"2158" 241040 "Whakaari/White Island" 14490 1986 102896 "Earthquakes (undefined)" NA NA NA NA
"2159" 241040 "Whakaari/White Island" 14490 1986 102897 "Deformation (inflation)" NA NA NA NA
"2160" 241040 "Whakaari/White Island" 14490 1986 102898 "Deformation (deflation)" NA NA NA NA
"2161" 241040 "Whakaari/White Island" 14490 1986 102899 "Lightning" NA NA NA NA
"2162" 241040 "Whakaari/White Island" 14490 1986 102900 "Blocks" NA NA NA NA
"2163" 241040 "Whakaari/White Island" 14491 1995 102902 "Explosion" NA NA NA NA
"2164" 241040 "Whakaari/White Island" 14491 1995 102903 "Ash" "weak or small" NA NA NA
"2165" 241040 "Whakaari/White Island" 14491 1995 102904 "Deformation (deflation)" NA NA NA NA
"2166" 241040 "Whakaari/White Island" 14492 1998 102906 "Tephra" NA NA NA NA
"2167" 241040 "Whakaari/White Island" 14492 1998 102907 "Phreatic activity" NA NA NA NA
"2168" 241040 "Whakaari/White Island" 14492 1998 102908 "Volcanic tremor" "Before eruption." NA NA NA
"2169" 241040 "Whakaari/White Island" 14492 1998 102909 "Volcanic tremor" NA NA NA NA
"2170" 241040 "Whakaari/White Island" 14492 1998 102910 "Blocks" NA NA NA NA
"2171" 241050 "Okataina" 14500 -3580 102911 "Lava dome formation" NA NA NA NA
"2172" 241050 "Okataina" 14501 -1750 102913 "Explosion" NA NA NA NA
"2173" 241050 "Okataina" 14501 -1750 102914 "Ash" NA NA NA NA
"2174" 241050 "Okataina" 14502 -1330 102915 "Explosion" NA NA NA NA
"2175" 241050 "Okataina" 14502 -1330 102916 "Ash" NA NA NA NA
"2176" 241050 "Okataina" 14502 -1330 102917 "Pyroclastic flow" NA NA NA NA
"2177" 241050 "Okataina" 14502 -1330 102918 "Blocks" NA NA NA NA
"2178" 241050 "Okataina" 14503 -300 102920 "Lava flow(s)" NA NA NA NA
"2179" 241050 "Okataina" 14503 -300 102921 "Lava dome formation" NA NA NA NA
"2180" 241050 "Okataina" 14504 180 102923 "Phreatic activity" NA NA NA NA
