"volcano_number" "volcano_name" "eruption_number" "eruption_start_year" "event_number" "event_type" "event_remarks" "event_date_year" "event_date_month" "event_date_day"
"24052" 311320 "Akutan" 20028 1980 132423 "Explosion" "weak or small" NA NA NA
"24053" 311320 "Akutan" 20028 1980 132424 "Lava flow(s)" "Uncertain" NA NA NA
"24054" 311320 "Akutan" 20029 1982 132426 "Explosion" "weak or small" NA NA NA
"24055" 311320 "Akutan" 20029 1982 132427 "Ash" NA NA NA NA
"24056" 311320 "Akutan" 20030 1986 132429 "Explosion" NA NA NA NA
"24057" 311320 "Akutan" 20030 1986 132430 "Ash" NA NA NA NA
"24058" 311320 "Akutan" 20030 1986 132431 "Eruption cloud" NA NA NA NA
"24059" 311320 "Akutan" 20031 1987 132433 "Explosion" NA NA NA NA
"24060" 311320 "Akutan" 20031 1987 132434 "Ash" NA NA NA NA
"24061" 311320 "Akutan" 20031 1987 132435 "Eruption cloud" NA NA NA NA
"24062" 311320 "Akutan" 20032 1988 132437 "Explosion" NA NA NA NA
"24063" 311320 "Akutan" 20032 1988 132438 "Ash" NA NA NA NA
"24064" 311320 "Akutan" 20033 1989 132440 "Explosion" NA NA NA NA
"24065" 311320 "Akutan" 20033 1989 132441 "Ash" NA NA NA NA
"24066" 311320 "Akutan" 20034 1990 132443 "Explosion" NA NA NA NA
"24067" 311320 "Akutan" 20034 1990 132444 "Tephra" NA NA NA NA
"24068" 311340 "Westdahl" 20044 1978 132446 "Cinder cone formation" NA NA NA NA
"24069" 311340 "Westdahl" 20044 1978 132447 "Crater formation" "Summit." NA NA NA
"24070" 311340 "Westdahl" 20044 1978 132448 "Lightning" NA NA NA NA
"24071" 311340 "Westdahl" 20044 1978 132449 "Blocks" NA NA NA NA
"24072" 311340 "Westdahl" 20045 1979 132450 "Explosion" "Uncertain" NA NA NA
"24073" 311340 "Westdahl" 20045 1979 132451 "Eruption cloud" NA NA NA NA
"24074" 311340 "Westdahl" 20046 1991 132454 "Explosion" NA NA NA NA
"24075" 311340 "Westdahl" 20046 1991 132455 "Ash" NA NA NA NA
"24076" 311340 "Westdahl" 20046 1991 132456 "Lava flow(s)" NA NA NA NA
"24077" 311340 "Westdahl" 20046 1991 132457 "Lahar or mudflow" NA NA NA NA
"24078" 311340 "Westdahl" 20046 1991 132458 "Lava fountains" NA NA NA NA
"24079" 311350 "Fisher" 20047 -7420 132460 "Explosion" "extremely violent or catastrophic" NA NA NA
"24080" 311350 "Fisher" 20047 -7420 132461 "Ash" NA NA NA NA
"24081" 311350 "Fisher" 20047 -7420 132462 "Scoria" NA NA NA NA
"24082" 311350 "Fisher" 20047 -7420 132463 "Pyroclastic flow" NA NA NA NA
"24083" 311350 "Fisher" 20047 -7420 132464 "Caldera formation" "Explosion" NA NA NA
"24084" 311350 "Fisher" 20047 -7420 132465 "Pumice" NA NA NA NA
"24085" 311350 "Fisher" 20047 -7420 132466 "Blocks" NA NA NA NA
"24086" 311350 "Fisher" 20048 -3170 132468 "Explosion" NA NA NA NA
"24087" 311350 "Fisher" 20048 -3170 132469 "Debris avalanches" NA NA NA NA
"24088" 311350 "Fisher" 20048 -3170 132470 "Pumice" NA NA NA NA
"24089" 311350 "Fisher" 20049 400 132472 "Explosion" NA NA NA NA
"24090" 311350 "Fisher" 20049 400 132473 "Scoria" NA NA NA NA
"24091" 311350 "Fisher" 20049 400 132474 "Pyroclastic flow" NA NA NA NA
"24092" 311350 "Fisher" 20049 400 132475 "Phreatic activity" NA NA NA NA
"24093" 311350 "Fisher" 20049 400 132476 "Tsunami" NA NA NA NA
"24094" 311350 "Fisher" 20050 1795 132477 "Explosion" "Uncertain" NA NA NA
"24095" 311350 "Fisher" 20051 1826 132479 "Explosion" "violent, strong, or large" NA NA NA
"24096" 311360 "Shishaldin" 20065 1865 132480 "Volcanic smoke" NA NA NA NA
"24097" 311360 "Shishaldin" 20066 1880 132481 "Volcanic smoke" NA NA NA NA
"24098" 311360 "Shishaldin" 20067 1883 132482 "Explosion" "weak or small" NA NA NA
"24099" 311360 "Shishaldin" 20067 1883 132483 "Ash" NA NA NA NA
"24100" 311360 "Shishaldin" 20068 1897 132484 "Volcanic smoke" NA NA NA NA
"24101" 311360 "Shishaldin" 20069 1898 132485 "Explosion" "weak or small" NA NA NA
"24102" 311360 "Shishaldin" 20069 1898 132486 "Lava flow(s)" NA NA NA NA
"24103" 311360 "Shishaldin" 20070 1899 132487 "Volcanic smoke" NA NA NA NA
"24104" 311360 "Shishaldin" 20072 1912 132489 "Volcanic smoke" NA NA NA NA
"24105" 311360 "Shishaldin" 20073 1922 132490 "Explosion" "weak or small" NA NA NA
"24106" 311360 "Shishaldin" 20073 1922 132491 "Lava flow(s)" NA NA NA NA
"24107" 311360 "Shishaldin" 20073 1922 132492 "Lahar or mudflow" NA NA NA NA
"24108" 311360 "Shishaldin" 20076 1928 132495 "Explosion" "weak or small" NA NA NA
"24109" 311360 "Shishaldin" 20076 1928 132496 "Ash" NA NA NA NA
"24110" 311360 "Shishaldin" 20077 1929 132499 "Explosion" NA NA NA NA
"24111" 311360 "Shishaldin" 20077 1929 132500 "Lava flow(s)" NA NA NA NA
"24112" 311360 "Shishaldin" 20077 1929 132501 "Flames" NA NA NA NA
"24113" 311360 "Shishaldin" 20077 1929 132502 "Crater formation" "Parasitic." NA NA NA
"24114" 311360 "Shishaldin" 20078 1932 132504 "Explosion" NA NA NA NA
"24115" 311360 "Shishaldin" 20078 1932 132505 "Lava flow(s)" NA NA NA NA
"24116" 311360 "Shishaldin" 20078 1932 132506 "Lahar or mudflow" NA NA NA NA
"24117" 311360 "Shishaldin" 20078 1932 132507 "Pumice" NA NA NA NA
"24118" 311360 "Shishaldin" 20078 1932 132508 "Blocks" NA NA NA NA
"24119" 311360 "Shishaldin" 20079 1946 132509 "Explosion" NA NA NA NA
"24120" 311360 "Shishaldin" 20079 1946 132510 "Ash" NA NA NA NA
"24121" 311360 "Shishaldin" 20080 1951 132512 "Explosion" NA NA NA NA
"24122" 311360 "Shishaldin" 20080 1951 132513 "Ash" NA NA NA NA
"24123" 312160 "Trident" 20092 1968 132514 "Ash" NA NA NA NA
"24124" 312160 "Trident" 20092 1968 132515 "Bombs" NA NA NA NA
"24125" 312160 "Trident" 20092 1968 132516 "Earthquakes (undefined)" NA NA NA NA
"24126" 313020 "Iliamna" 20093 1952 132517 "Volcanic smoke" NA NA NA NA
"24127" 311360 "Shishaldin" 20094 1995 132519 "Explosion" NA NA NA NA
"24128" 311360 "Shishaldin" 20094 1995 132520 "Ash" NA NA NA NA
"24129" 311360 "Shishaldin" 20095 1997 132522 "Explosion" "weak or small" NA NA NA
"24130" 311360 "Shishaldin" 20095 1997 132523 "Ash" NA NA NA NA
"24131" 311360 "Shishaldin" 20096 1998 132525 "Ash" NA NA NA NA
"24132" 311360 "Shishaldin" 20096 1998 132526 "Phreatic activity" NA NA NA NA
"24133" 311360 "Shishaldin" 20097 1999 132528 "Explosion" NA NA NA NA
"24134" 311360 "Shishaldin" 20097 1999 132529 "Ash" NA NA NA NA
"24135" 311360 "Shishaldin" 20097 1999 132530 "Scoria" NA NA NA NA
"24136" 311360 "Shishaldin" 20097 1999 132531 "Lahar or mudflow" NA NA NA NA
"24137" 311360 "Shishaldin" 20097 1999 132532 "Volcanic tremor" "Before eruption." NA NA NA
"24138" 311360 "Shishaldin" 20097 1999 132533 "Volcanic tremor" NA NA NA NA
"24139" 311360 "Shishaldin" 20097 1999 132534 "Earthquakes (undefined)" "Before." NA NA NA
"24140" 311360 "Shishaldin" 20097 1999 132535 "Earthquakes (undefined)" NA NA NA NA
"24141" 311360 "Shishaldin" 20097 1999 132536 "Earthquakes (undefined)" "After." NA NA NA
"24142" 311360 "Shishaldin" 20098 1999 132538 "Phreatic activity" "Uncertain" NA NA NA
"24143" 311360 "Shishaldin" 20098 1999 132539 "Earthquakes (undefined)" NA NA NA NA
"24144" 311360 "Shishaldin" 20099 2000 132541 "Phreatic activity" "Uncertain" NA NA NA
"24145" 311360 "Shishaldin" 20099 2000 132542 "Earthquakes (undefined)" NA NA NA NA
"24146" 311360 "Shishaldin" 20100 2004 132544 "Explosion" "weak or small" NA NA NA
"24147" 311360 "Shishaldin" 20100 2004 132545 "Ash" NA NA NA NA
"24148" 311360 "Shishaldin" 20100 2004 132546 "Volcanic tremor" "Before eruption." NA NA NA
"24149" 311360 "Shishaldin" 20100 2004 132547 "Volcanic tremor" NA NA NA NA
"24150" 312030 "Pavlof" 20116 1845 132548 "Ash" NA NA NA NA
"24151" 312030 "Pavlof" 20116 1845 132549 "Loud audible noises" NA NA NA NA
"24152" 312030 "Pavlof" 20116 1845 132550 "Earthquakes (undefined)" NA NA NA NA
"24153" 312030 "Pavlof" 20116 1845 132551 "Blocks" NA NA NA NA
"24154" 312030 "Pavlof" 20117 1846 132554 "Explosion" "weak or small" NA NA NA
"24155" 312030 "Pavlof" 20117 1846 132555 "Ash" NA NA NA NA
"24156" 312030 "Pavlof" 20117 1846 132556 "Lava flow(s)" NA NA NA NA
"24157" 312030 "Pavlof" 20117 1846 132557 "Loud audible noises" NA NA NA NA
"24158" 312030 "Pavlof" 20118 1852 132559 "Volcanic smoke" NA NA NA NA
"24159" 312030 "Pavlof" 20119 1866 132560 "Explosion" "weak or small" NA NA NA
"24160" 312030 "Pavlof" 20119 1866 132561 "Ash" NA NA NA NA
"24161" 312030 "Pavlof" 20120 1880 132563 "Glow" NA NA NA NA
"24162" 312030 "Pavlof" 20121 1886 132565 "Glow" NA NA NA NA
"24163" 312030 "Pavlof" 20122 1892 132567 "Explosion" NA NA NA NA
"24164" 312030 "Pavlof" 20123 1894 132569 "Explosion" NA NA NA NA
"24165" 312030 "Pavlof" 20124 1901 132570 "Explosion" NA NA NA NA
"24166" 312030 "Pavlof" 20125 1906 132573 "Explosion" NA NA NA NA
"24167" 312030 "Pavlof" 20125 1906 132574 "Ash" NA NA NA NA
"24168" 312030 "Pavlof" 20125 1906 132575 "Pyroclastic flow" "Uncertain" NA NA NA
"24169" 312030 "Pavlof" 20125 1906 132576 "Lava flow(s)" NA NA NA NA
"24170" 312030 "Pavlof" 20125 1906 132577 "Loud audible noises" NA NA NA NA
"24171" 312030 "Pavlof" 20125 1906 132578 "Earthquakes (undefined)" NA NA NA NA
"24172" 312030 "Pavlof" 20126 1914 132579 "Explosion" "weak or small" NA NA NA
"24173" 312030 "Pavlof" 20126 1914 132580 "Ash" NA NA NA NA
"24174" 312030 "Pavlof" 20127 1917 132581 "Explosion" "weak or small" NA NA NA
"24175" 312030 "Pavlof" 20138 1973 132583 "Pyroclastic flow" "Uncertain" NA NA NA
"24176" 312030 "Pavlof" 20138 1973 132584 "Lava flow(s)" "Uncertain" NA NA NA
"24177" 312030 "Pavlof" 20138 1973 132585 "Flames" NA NA NA NA
"24178" 312030 "Pavlof" 20138 1973 132586 "Volcanic tremor" NA NA NA NA
"24179" 312030 "Pavlof" 20138 1973 132587 "Seismicity (volcanic)" NA NA NA NA
"24180" 312030 "Pavlof" 20139 1974 132589 "Explosion" NA NA NA NA
"24181" 312030 "Pavlof" 20139 1974 132590 "Ash" NA NA NA NA
"24182" 312030 "Pavlof" 20139 1974 132591 "Earthquakes (undefined)" NA NA NA NA
"24183" 312030 "Pavlof" 20140 1974 132593 "Explosion" NA NA NA NA
"24184" 312030 "Pavlof" 20140 1974 132594 "Ash" NA NA NA NA
"24185" 312030 "Pavlof" 20140 1974 132595 "Lahar or mudflow" "Uncertain" NA NA NA
"24186" 312030 "Pavlof" 20140 1974 132596 "Eruption cloud" NA NA NA NA
"24187" 312030 "Pavlof" 20140 1974 132597 "Volcanic tremor" "Before eruption." NA NA NA
"24188" 312030 "Pavlof" 20140 1974 132598 "Volcanic tremor" NA NA NA NA
"24189" 312030 "Pavlof" 20140 1974 132599 "Volcanic tremor" "After eruption." NA NA NA
"24190" 312030 "Pavlof" 20141 1975 132601 "Explosion" "moderate" NA NA NA
"24191" 312030 "Pavlof" 20141 1975 132602 "Ash" NA NA NA NA
"24192" 312030 "Pavlof" 20141 1975 132603 "Pyroclastic flow" NA NA NA NA
"24193" 312030 "Pavlof" 20141 1975 132604 "Lava flow(s)" "Uncertain" NA NA NA
"24194" 312030 "Pavlof" 20141 1975 132605 "Lahar or mudflow" "Uncertain" NA NA NA
"24195" 312030 "Pavlof" 20141 1975 132606 "Volcanic tremor" NA NA NA NA
"24196" 312030 "Pavlof" 20141 1975 132607 "Earthquakes (undefined)" NA NA NA NA
"24197" 312030 "Pavlof" 20142 1980 132609 "Explosion" NA NA NA NA
"24198" 312030 "Pavlof" 20142 1980 132610 "Ash" "weak or small" NA NA NA
"24199" 312030 "Pavlof" 20143 1980 132612 "Explosion" NA NA NA NA
"24200" 312030 "Pavlof" 20143 1980 132613 "Ash" NA NA NA NA
"24201" 312030 "Pavlof" 20143 1980 132614 "Lava flow(s)" NA NA NA NA
"24202" 312030 "Pavlof" 20143 1980 132615 "Eruption cloud" NA NA NA NA
"24203" 312030 "Pavlof" 20149 1986 132616 "Ash" NA NA NA NA
"24204" 312030 "Pavlof" 20149 1986 132617 "Pyroclastic flow" NA NA NA NA
"24205" 312030 "Pavlof" 20149 1986 132618 "Lava flow(s)" NA NA NA NA
"24206" 312030 "Pavlof" 20149 1986 132619 "Lahar or mudflow" NA NA NA NA
"24207" 312030 "Pavlof" 20149 1986 132620 "Lava fountains" NA NA NA NA
"24208" 312030 "Pavlof" 20149 1986 132621 "Eruption cloud" NA NA NA NA
"24209" 312030 "Pavlof" 20149 1986 132622 "Volcanic tremor" NA NA NA NA
"24210" 312030 "Pavlof" 20149 1986 132623 "Earthquakes (undefined)" "Before." NA NA NA
"24211" 312030 "Pavlof" 20149 1986 132624 "Earthquakes (undefined)" NA NA NA NA
"24212" 312030 "Pavlof" 20150 1990 132626 "Ash" "Uncertain" NA NA NA
"24213" 312030 "Pavlof" 20150 1990 132627 "Phreatic activity" "Uncertain" NA NA NA
"24214" 312030 "Pavlof" 20150 1990 132628 "Earthquakes (undefined)" "Before." NA NA NA
"24215" 312030 "Pavlof" 20150 1990 132629 "Earthquakes (undefined)" NA NA NA NA
"24216" 312030 "Pavlof" 20151 1996 132631 "Explosion" NA NA NA NA
"24217" 312030 "Pavlof" 20151 1996 132632 "Ash" NA NA NA NA
"24218" 312030 "Pavlof" 20151 1996 132633 "Lava flow(s)" NA NA NA NA
"24219" 312030 "Pavlof" 20151 1996 132634 "Lahar or mudflow" NA NA NA NA
"24220" 312030 "Pavlof" 20151 1996 132635 "Lava fountains" NA NA NA NA
"24221" 312030 "Pavlof" 20151 1996 132636 "Eruption cloud" NA NA NA NA
"24222" 312030 "Pavlof" 20151 1996 132637 "Volcanic tremor" "Before eruption." NA NA NA
"24223" 312030 "Pavlof" 20151 1996 132638 "Volcanic tremor" NA NA NA NA
"24224" 312030 "Pavlof" 20151 1996 132639 "Earthquakes (undefined)" NA NA NA NA
"24225" 312030 "Pavlof" 20152 2001 132641 "Ash" "Uncertain" NA NA NA
"24226" 312030 "Pavlof" 20153 2007 132643 "Explosion" NA NA NA NA
"24227" 312030 "Pavlof" 20153 2007 132644 "Ash" NA NA NA NA
"24228" 312030 "Pavlof" 20153 2007 132645 "Lava flow(s)" NA NA NA NA
"24229" 312030 "Pavlof" 20153 2007 132646 "Lahar or mudflow" NA NA NA NA
"24230" 312030 "Pavlof" 20153 2007 132647 "Lava fountains" NA NA NA NA
"24231" 312030 "Pavlof" 20153 2007 132648 "Volcanic tremor" NA NA NA NA
"24232" 312030 "Pavlof" 20153 2007 132649 "Earthquakes (undefined)" "Before." NA NA NA
"24233" 312070 "Veniaminof" 20162 1930 132650 "Ash" NA NA NA NA
"24234" 312070 "Veniaminof" 20163 1939 132652 "Explosion" NA NA NA NA
"24235" 312070 "Veniaminof" 20163 1939 132653 "Ash" NA NA NA NA
"24236" 312070 "Veniaminof" 20163 1939 132654 "Evacuations" NA NA NA NA
"24237" 312070 "Veniaminof" 20163 1939 132655 "Eruption cloud" NA NA NA NA
"24238" 312070 "Veniaminof" 20164 1939 132657 "Explosion" "weak or small" NA NA NA
"24239" 312070 "Veniaminof" 20165 1944 132659 "Explosion" NA NA NA NA
"24240" 312070 "Veniaminof" 20165 1944 132660 "Ash" "weak or small" NA NA NA
"24241" 312070 "Veniaminof" 20166 1956 132662 "Explosion" NA NA NA NA
"24242" 312070 "Veniaminof" 20166 1956 132663 "Ash" NA NA NA NA
"24243" 312070 "Veniaminof" 20166 1956 132664 "Eruption cloud" NA NA NA NA
"24244" 312070 "Veniaminof" 20167 1983 132666 "Explosion" "weak or small" NA NA NA
"24245" 312070 "Veniaminof" 20167 1983 132667 "Ash" NA NA NA NA
"24246" 312070 "Veniaminof" 20167 1983 132668 "Bombs" NA NA NA NA
"24247" 312070 "Veniaminof" 20167 1983 132669 "Scoria" NA NA NA NA
"24248" 312070 "Veniaminof" 20167 1983 132670 "Lava flow(s)" "weak or small" NA NA NA
"24249" 312070 "Veniaminof" 20167 1983 132671 "Eruption cloud" NA NA NA NA
"24250" 312070 "Veniaminof" 20167 1983 132672 "Volcanic tremor" NA NA NA NA
"24251" 312070 "Veniaminof" 20168 1984 132674 "Explosion" NA NA NA NA
"24252" 312070 "Veniaminof" 20168 1984 132675 "Ash" NA NA NA NA
"24253" 312070 "Veniaminof" 20168 1984 132676 "Eruption cloud" NA NA NA NA
"24254" 312070 "Veniaminof" 20168 1984 132677 "Volcanic tremor" "Before eruption." NA NA NA
"24255" 312070 "Veniaminof" 20168 1984 132678 "Volcanic tremor" NA NA NA NA
"24256" 312070 "Veniaminof" 20169 1987 132680 "Ash" "weak or small" NA NA NA
"24257" 312070 "Veniaminof" 20169 1987 132681 "Phreatic activity" NA NA NA NA
"24258" 312070 "Veniaminof" 20177 2006 132684 "Explosion" NA NA NA NA
"24259" 312070 "Veniaminof" 20177 2006 132685 "Ash" NA NA NA NA
"24260" 312070 "Veniaminof" 20177 2006 132686 "Earthquakes (undefined)" NA NA NA NA
"24261" 312070 "Veniaminof" 20178 2008 132688 "Explosion" NA NA NA NA
"24262" 312070 "Veniaminof" 20178 2008 132689 "Ash" NA NA NA NA
"24263" 312080 "Black Peak" 20179 -1900 132691 "Explosion" NA NA NA NA
"24264" 312080 "Black Peak" 20179 -1900 132692 "Pyroclastic flow" NA NA NA NA
"24265" 312080 "Black Peak" 20179 -1900 132693 "Caldera formation" "Explosion" NA NA NA
"24266" 312090 "Aniakchak" 20180 -6300 132695 "Explosion" NA NA NA NA
"24267" 312090 "Aniakchak" 20180 -6300 132696 "Pyroclastic flow" NA NA NA NA
"24268" 312090 "Aniakchak" 20180 -6300 132697 "Caldera formation" "Explosion. Uncertain." NA NA NA
"24269" 312090 "Aniakchak" 20181 -2550 132699 "Explosion" NA NA NA NA
"24270" 312090 "Aniakchak" 20182 -1645 132701 "Explosion" "extremely violent or catastrophic" NA NA NA
"24271" 312090 "Aniakchak" 20182 -1645 132702 "Ash" NA NA NA NA
"24272" 312090 "Aniakchak" 20182 -1645 132703 "Pyroclastic flow" NA NA NA NA
"24273" 312090 "Aniakchak" 20182 -1645 132704 "Tsunami" NA NA NA NA
"24274" 312090 "Aniakchak" 20182 -1645 132705 "Caldera formation" "Explosion" NA NA NA
"24275" 312090 "Aniakchak" 20182 -1645 132706 "Pumice" NA NA NA NA
"24276" 312090 "Aniakchak" 20183 -370 132708 "Explosion" NA NA NA NA
"24277" 312090 "Aniakchak" 20184 200 132711 "Explosion" NA NA NA NA
"24278" 312090 "Aniakchak" 20184 200 132712 "Lava dome formation" NA NA NA NA
"24279" 312090 "Aniakchak" 20185 460 132715 "Explosion" NA NA NA NA
"24280" 312090 "Aniakchak" 20185 460 132716 "Lava flow(s)" NA NA NA NA
"24281" 312100 "Yantarni" 20195 -800 132719 "Explosion" NA NA NA NA
"24282" 312100 "Yantarni" 20195 -800 132720 "Pyroclastic flow" "Uncertain" NA NA NA
"24283" 312100 "Yantarni" 20195 -800 132721 "Lava dome formation" NA NA NA NA
"24284" 312100 "Yantarni" 20195 -800 132722 "Edifice destroyed" "Collapse/avalanche" NA NA NA
"24285" 312100 "Yantarni" 20195 -800 132723 "Debris avalanches" NA NA NA NA
"24286" 312110 "Chiginagak" 20196 1852 132724 "Volcanic smoke" NA NA NA NA
"24287" 312110 "Chiginagak" 20198 1971 132726 "Explosion" NA NA NA NA
"24288" 312110 "Chiginagak" 20198 1971 132727 "Ash" NA NA NA NA
"24289" 312110 "Chiginagak" 20199 1998 132729 "Explosion" NA NA NA NA
"24290" 312110 "Chiginagak" 20199 1998 132730 "Ash" NA NA NA NA
"24291" 312130 "Ugashik-Peulik" 20200 -6550 132731 "Explosion" NA NA NA NA
"24292" 312130 "Ugashik-Peulik" 20200 -6550 132732 "Ash" NA NA NA NA
"24293" 312130 "Ugashik-Peulik" 20201 -5850 132733 "Explosion" NA NA NA NA
"24294" 312130 "Ugashik-Peulik" 20201 -5850 132734 "Ash" NA NA NA NA
"24295" 312130 "Ugashik-Peulik" 20202 1050 132735 "Explosion" NA NA NA NA
"24296" 312130 "Ugashik-Peulik" 20202 1050 132736 "Ash" NA NA NA NA
"24297" 312130 "Ugashik-Peulik" 20203 1814 132738 "Explosion" NA NA NA NA
"24298" 312130 "Ugashik-Peulik" 20204 1852 132740 "Volcanic smoke" NA NA NA NA
"24299" 312131 "Ukinrek Maars" 20205 -350 132743 "Ash" NA NA NA NA
"24300" 312131 "Ukinrek Maars" 20205 -350 132744 "Phreatic activity" NA NA NA NA
"24301" 312131 "Ukinrek Maars" 20206 1977 132746 "Explosion" NA NA NA NA
"24302" 312131 "Ukinrek Maars" 20206 1977 132747 "Ash" NA NA NA NA
"24303" 312131 "Ukinrek Maars" 20206 1977 132748 "Bombs" NA NA NA NA
"24304" 312131 "Ukinrek Maars" 20206 1977 132749 "Pyroclastic flow" NA NA NA NA
"24305" 312131 "Ukinrek Maars" 20206 1977 132750 "Phreatic activity" NA NA NA NA
"24306" 312131 "Ukinrek Maars" 20206 1977 132751 "Lava lake" NA NA NA NA
"24307" 312150 "Mageik" 20216 -650 132752 "Ash" NA NA NA NA
"24308" 312150 "Mageik" 20217 -550 132754 "Explosion" NA NA NA NA
"24309" 312150 "Mageik" 20217 -550 132755 "Ash" NA NA NA NA
"24310" 312150 "Mageik" 20218 -500 132757 "Ash" NA NA NA NA
"24311" 312150 "Mageik" 20218 -500 132758 "Phreatic activity" NA NA NA NA
"24312" 312150 "Mageik" 20219 1927 132759 "Explosion" "Uncertain" NA NA NA
"24313" 312150 "Mageik" 20219 1927 132760 "Ash" "Uncertain" NA NA NA
"24314" 312150 "Mageik" 20219 1927 132761 "Pumice" "Uncertain" NA NA NA
"24315" 312150 "Mageik" 20220 1929 132762 "Ash" "Uncertain" NA NA NA
"24316" 312150 "Mageik" 20220 1929 132763 "Volcanic smoke" "Uncertain" NA NA NA
"24317" 312150 "Mageik" 20221 1936 132764 "Explosion" "Uncertain" NA NA NA
"24318" 312150 "Mageik" 20221 1936 132765 "Ash" "Uncertain" NA NA NA
"24319" 312150 "Mageik" 20222 1946 132766 "Explosion" "Uncertain" NA NA NA
"24320" 312160 "Trident" 20225 1950 132769 "Explosion" NA NA NA NA
"24321" 312160 "Trident" 20225 1950 132770 "Ash" NA NA NA NA
"24322" 312160 "Trident" 20226 1953 132772 "Explosion" NA NA NA NA
"24323" 312160 "Trident" 20226 1953 132773 "Ash" NA NA NA NA
"24324" 312160 "Trident" 20226 1953 132774 "Lava flow(s)" NA NA NA NA
"24325" 312160 "Trident" 20226 1953 132775 "Lava dome formation" NA NA NA NA
"24326" 312160 "Trident" 20226 1953 132776 "Volcanic smoke" NA NA NA NA
"24327" 312160 "Trident" 20227 1956 132777 "Explosion" NA NA NA NA
"24328" 312160 "Trident" 20227 1956 132778 "Ash" NA NA NA NA
"24329" 312160 "Trident" 20228 1957 132780 "Explosion" NA NA NA NA
"24330" 312160 "Trident" 20228 1957 132781 "Lava flow(s)" NA NA NA NA
"24331" 312160 "Trident" 20229 1961 132783 "Explosion" NA NA NA NA
"24332" 312160 "Trident" 20229 1961 132784 "Ash" NA NA NA NA
"24333" 312160 "Trident" 20229 1961 132785 "Earthquakes (undefined)" "Before." NA NA NA
"24334" 312180 "Novarupta" 20243 1912 132790 "Explosion" "extremely violent or catastrophic" NA NA NA
"24335" 312180 "Novarupta" 20243 1912 132791 "Ash" NA NA NA NA
"24336" 312180 "Novarupta" 20243 1912 132792 "Pyroclastic flow" "extremely violent or catastrophic" NA NA NA
"24337" 312180 "Novarupta" 20243 1912 132793 "Phreatic activity" NA NA NA NA
"24338" 312180 "Novarupta" 20243 1912 132794 "Property damage" NA NA NA NA
"24339" 312180 "Novarupta" 20243 1912 132795 "Fatalities" NA 1912 6 6
"24340" 312180 "Novarupta" 20243 1912 132796 "Lahar or mudflow" NA NA NA NA
"24341" 312180 "Novarupta" 20243 1912 132797 "Caldera formation" "Explosion" NA NA NA
"24342" 312180 "Novarupta" 20243 1912 132798 "Evacuations" NA NA NA NA
"24343" 312180 "Novarupta" 20243 1912 132799 "Earthquakes (undefined)" NA NA NA NA
"24344" 312180 "Novarupta" 20243 1912 132800 "Pumice" NA NA NA NA
"24345" 312190 "Griggs" 20246 -1790 132804 "Explosion" NA NA NA NA
"24346" 312190 "Griggs" 20246 -1790 132805 "Ash" NA NA NA NA
"24347" 312200 "Snowy Mountain" 20247 1710 132807 "Explosion" NA NA NA NA
"24348" 312200 "Snowy Mountain" 20247 1710 132808 "Ash" NA NA NA NA
"24349" 312200 "Snowy Mountain" 20247 1710 132809 "Lava dome formation" NA NA NA NA
"24350" 312250 "Kaguyak" 20248 -4060 132811 "Explosion" NA NA NA NA
"24351" 312250 "Kaguyak" 20248 -4060 132812 "Pyroclastic flow" NA NA NA NA
"24352" 312250 "Kaguyak" 20248 -4060 132813 "Lava dome formation" NA NA NA NA
"24353" 312250 "Kaguyak" 20249 -3850 132815 "Explosion" NA NA NA NA
"24354" 312250 "Kaguyak" 20249 -3850 132816 "Ash" NA NA NA NA
"24355" 312250 "Kaguyak" 20249 -3850 132817 "Pyroclastic flow" NA NA NA NA
"24356" 312250 "Kaguyak" 20249 -3850 132818 "Caldera formation" "Explosion" NA NA NA
"24357" 313010 "Augustine" 20260 930 132820 "Explosion" NA NA NA NA
"24358" 313010 "Augustine" 20260 930 132821 "Pumice" NA NA NA NA
"24359" 313010 "Augustine" 20261 1230 132823 "Explosion" NA NA NA NA
"24360" 313010 "Augustine" 20261 1230 132824 "Pumice" NA NA NA NA
"24361" 313010 "Augustine" 20262 1986 132826 "Explosion" NA NA NA NA
"24362" 313010 "Augustine" 20262 1986 132827 "Ash" NA NA NA NA
"24363" 313010 "Augustine" 20262 1986 132828 "Pyroclastic flow" NA NA NA NA
"24364" 313010 "Augustine" 20262 1986 132829 "Lava flow(s)" NA NA NA NA
"24365" 313010 "Augustine" 20262 1986 132830 "Lava dome formation" NA NA NA NA
"24366" 313010 "Augustine" 20262 1986 132831 "Spine formation" NA NA NA NA
"24367" 313010 "Augustine" 20262 1986 132832 "Property damage" NA NA NA NA
"24368" 313010 "Augustine" 20262 1986 132833 "Lahar or mudflow" NA NA NA NA
"24369" 313010 "Augustine" 20262 1986 132834 "Eruption cloud" NA NA NA NA
"24370" 313010 "Augustine" 20262 1986 132835 "Earthquakes (undefined)" "Before." NA NA NA
"24371" 313010 "Augustine" 20262 1986 132836 "Earthquakes (undefined)" NA NA NA NA
"24372" 313010 "Augustine" 20262 1986 132837 "Pumice" NA NA NA NA
"24373" 313010 "Augustine" 20262 1986 132838 "Blocks" NA NA NA NA
"24374" 313010 "Augustine" 20263 1540 132840 "Explosion" NA NA NA NA
